word,cat,A_M,A_SD,V_M,V_SD
yell,verb,7.04,1.96,3.88,2.07,
honey oil,noun,4.28,2.46,6.18,2.05,
guess,verb,5.98,2.14,7.32,1.52,
sinful,adj,6.09,2.44,2.96,2.37,
approval,noun,5.4,2.7,7.98,1.42,
address,verb,5.62,2.25,7.36,1.38,
argue,verb,6.29,2.56,2.93,2.06,
liven up,verb,5.56,2.62,7,1.32,
sexual abuse,noun,6.81,3.17,1.25,0.91,
deal,noun,6,2.02,3.19,1.66,
sapless,adj,4.1,2.07,3.26,1.47,
business concern,noun,4.56,2.41,7.26,1.72,
diminish,verb,4.6,2.35,6.02,1.66,
colly,verb,4.93,2.23,2.81,1.52,
rich,adj,5.8,2.73,7.7,1.34,
strip,verb,6.35,2.04,4.02,2.76,
surprised,adj,6.58,2.22,6.56,1.61,
four-year-old,adj,4.15,1.96,3.39,1.7,
child's play,noun,4.37,2.32,6.85,1.71,
trim down,verb,5,2.32,3.64,2.08,
deceiver,noun,5.78,2.47,2.22,1.69,
run,verb,5,2.32,3.64,2.08,
departed,adj,5.73,2.73,1.94,1.76,
pass along,verb,3.62,2.25,5.98,1.83,
dulcorate,verb,5.64,2.18,6.74,1.73,
fine-textured,adj,4.91,2.57,6.58,1.78,
arena,noun,3.88,1.99,5.33,0.87,
point in time,noun,3.83,2.29,5.76,1.65,
super,adj,5.5,2.66,6.88,1.93,
disceptation,noun,7.15,2.19,3.76,2.63,
brooding,adj,5.72,2.3,7.65,1.03,
drain,verb,4.14,2.3,2.93,1.76,
blossom,noun,4,2.44,6.64,1.78,
piece,noun,4.36,2.13,5.28,1.44,
trusty,adj,5.32,1.92,7.7,1.43,
angular,adj,3.18,1.76,4.74,1.02,
benevolent,adj,4.46,2.55,7.59,1.67,
mavin,noun,5.5,2.66,6.88,1.93,
ambience,noun,3.83,2.33,1.88,1.23,
international nautical mile,noun,4.07,2.15,4.64,1.36,
authority,noun,4.08,1.92,5.24,1.59,
underhanded,adj,4.67,2.35,3.32,2.32,
contract,verb,5,2.32,3.64,2.08,
snipe,verb,7.51,2.28,2.03,1.55,
deviltry,noun,5.38,2.62,2.24,1.62,
fellow feeling,noun,3.72,2.02,3.37,1.57,
idea,noun,4.89,2.46,6.28,1.45,
mouth,verb,4.57,2.38,3.52,1.99,
intrepid,adj,5.6,2.21,6.8,1.61,
worshipped,adj,6.38,2.68,8.64,0.71,
euphonious,adj,4.63,2.61,7.12,1.34,
furnish,verb,4.27,2.07,4.75,1.38,
split,verb,6.33,2.71,2.22,1.88,
kitchen appliance,noun,4.51,2.14,4.98,1.69,
programme,noun,5.17,2.11,5.3,1.67,
emotional state,noun,7.38,1.92,7.98,1.52,
change,verb,5.69,2.15,7.65,1.16,
opaque,adj,4.13,2.13,4.44,2.07,
oil,noun,5.07,2.37,3.12,1.65,
beat,verb,4.12,2.36,3.21,1.87,
span,noun,6.39,2.31,7.41,1.97,
fervency,noun,7.17,2.06,3.22,2.06,
roofy,noun,3.86,2.13,5.67,1.26,
upper side,noun,4.28,2.53,6.58,1.42,
apprehension,noun,3.83,2.33,1.88,1.23,
complain,verb,6.12,2.45,8.1,1.17,
record,noun,4.17,2.49,5.72,1.54,
sensation,noun,5.22,2.38,6.66,1.57,
heavy,adj,5.12,2.19,5.22,1.82,
gimpy,adj,5.89,2.37,6.98,1.97,
forge,verb,4.07,1.98,3.55,1.7,
flaming,adj,6.41,2,2.9,1.98,
rest,verb,2.8,2.66,7.2,1.77,
wet-nurse,verb,4.84,2.04,6.08,2.08,
somebody,noun,4.21,1.99,6.51,1.34,
jest at,verb,5.83,2.73,3.13,2.24,
cry,verb,4.57,2.38,3.52,1.99,
nebuliser,noun,4.14,2.28,5.45,1.63,
funeral,noun,5.08,2.4,2.05,1.41,
coquette,verb,3.47,2.39,7.17,1.2,
expert,noun,4.75,1.93,6.24,1.61,
tranquility,noun,2.82,2.13,5.58,1.83,
pass over,verb,5,2.32,3.64,2.08,
handle,verb,5,2.32,3.64,2.08,
trespasser,noun,5.45,2.15,5.6,1.82,
unclean,adj,4.93,2.23,2.81,1.52,
distrustful,adj,6.25,1.59,3.76,1.42,
theatre of operations,noun,4.08,2.41,6.2,1.37,
fill up,verb,6,2.02,3.19,1.66,
inferior,adj,3.98,2.24,5.76,1.28,
black,adj,4.28,2.21,4.71,2.36,
communicating,noun,5.63,2.36,6.88,1.74,
planetary house,noun,4.56,2.41,7.26,1.72,
thwarted,adj,5.09,3,2.34,1.66,
gospeler,noun,4.18,2.38,3.2,1.58,
chastity,noun,5.9,1.83,7.66,1.24,
maven,noun,5.83,2.44,7.27,1.66,
profanity,noun,5.12,2.32,2.47,1.68,
gimcrack,noun,4.17,2.02,4.61,1.63,
wangle,verb,4.44,1.96,6.16,1.89,
percussion instrument,noun,3.22,2.23,5.22,0.91,
slashed,adj,5,2.32,3.64,2.08,
cleared,adj,4.21,1.99,6.51,1.34,
denote,verb,6.26,2.61,2.79,2.12,
zoonotic disease,noun,6.1,2.62,1.77,0.97,
urgency,noun,6.07,2.26,3.38,1.61,
scuttlebutt,noun,3.76,2.26,4.17,1.77,
scummy,adj,4.71,2.72,3.19,2,
tea cozy,noun,3.32,2.28,7.39,1.53,
act reflexively,verb,5.44,2.68,6.93,1.83,
sorrowful,adj,5.98,2.54,8.22,1.22,
working man,noun,5.12,2.26,5.51,1.8,
failure,noun,6.11,2.65,8.29,0.93,
contumely,noun,5,2.32,3.64,2.08,
assuage,verb,3.93,2.85,7.07,2.14,
furious,adj,7.17,2.07,2.85,1.7,
period of time,noun,6.02,2.62,7.27,1.88,
disloyal,adj,6.2,2.7,2.05,1.55,
feel,verb,4.84,2.04,6.08,2.08,
incised,adj,5,2.32,3.64,2.08,
steamy,adj,7.36,1.91,8.02,1.12,
unexpended,adj,4.27,2.46,4.82,2.04,
international,adj,5.32,2.39,6.5,2.03,
jiffy,noun,5.44,2.68,6.93,1.83,
flaky,adj,4.88,2.3,6.93,1.28,
free-soil,adj,5.15,3.04,8.26,1.31,
netherworld,noun,5.38,2.62,2.24,1.62,
offensive,adj,5.04,2.3,4.23,2.3,
turd,noun,3.76,2.26,4.17,1.77,
ruthful,adj,4.69,1.98,5.53,1.86,
weewee,noun,4.97,2.49,6.61,1.78,
ring armor,noun,5.63,2.36,6.88,1.74,
nether region,noun,5.38,2.62,2.24,1.62,
book of account,noun,4.05,1.96,5.14,1.49,
use up,verb,6.22,1.91,2.73,1.72,
utilisation,noun,6.83,2.7,1.8,1.23,
demasculinise,verb,5,2.32,3.64,2.08,
supernatural being,noun,5.95,2.84,8.15,1.27,
tabular array,noun,4.32,2.14,4.89,0.89,
radiotelephone,noun,4.08,2.19,3.82,1.7,
off,verb,5.73,2.09,4.33,2.35,
chummy,adj,5.11,2.96,8.43,1.08,
dustup,noun,6.29,2.56,2.93,2.06,
connecter,noun,4.24,2.49,7.15,1.67,
change owners,verb,4.7,2.48,4.09,2.21,
clipping,noun,4.59,2.1,3.83,1.7,
put in,verb,4.27,2.07,4.75,1.38,
info,noun,5.17,2.11,5.3,1.67,
attacker,noun,5.57,2.61,4.23,2.41,
treasonable,adj,6.56,2.21,1.93,1.61,
tariff,noun,4.66,2.12,5.85,1.53,
easy,adj,2.39,2.13,7,1.77,
veer,verb,5,2.32,3.64,2.08,
entranceway,noun,3.8,2.29,5.13,1.44,
self-serving,adj,5.5,2.62,2.42,1.62,
shelve,verb,2.92,2.16,5.22,0.72,
