word,cat,A_M,A_SD,V_M,V_SD
maliciousness,noun,6.08,2.44,2.68,1.81,
rebut,verb,5.41,2.43,6.63,1.68,
disturbance,noun,5.97,2.59,7.3,1.84,
protagonist,noun,5.85,3.15,8.44,0.9,
nimble,adj,6.57,1.78,6.64,1.61,
dark,adj,2.98,2.18,3.05,1.58,
settlement,noun,4.08,1.87,5.92,1.34,
landing field,noun,4.08,2.41,6.2,1.37,
specify,verb,4.1,2.24,5.55,1.58,
neglectful,adj,4.1,1.94,4.28,1.84,
sinister,adj,4.61,2.24,5.39,1.8,
heller,noun,6.07,2.61,2.21,1.99,
annoyer,noun,5.87,2.56,4.84,2.51,
liability,noun,5.68,2.74,2.22,1.17,
woman's clothing,noun,4.05,1.89,6.41,1.34,
cover,verb,4.14,2.11,6.12,1.44,
judgement,noun,5,2.68,6.68,1.84,
look,verb,5.04,2.18,6.39,1.6,
terrible,adj,6.09,2.44,2.96,2.37,
intercommunication,noun,7,2.07,7.36,1.57,
tainted,adj,4.53,2.38,2.26,1.37,
give up,verb,4.9,2.35,4.31,2.18,
incline,verb,4.7,2.48,4.09,2.21,
intervene,verb,4.95,2.01,4.1,1.88,
favour,verb,4.54,1.86,6.46,1.52,
infringement,noun,4.93,2.23,2.81,1.52,
incomprehensible,adj,4.28,2.21,4.71,2.36,
phantasy,noun,5.14,2.82,7.41,1.9,
fete,verb,6.69,2.84,7.86,1.83,
inconstant,adj,3.43,2.09,3.27,1.4,
harm,noun,6.22,1.91,2.73,1.72,
Patrick White,noun,4.37,2.14,6.47,1.59,
barrier,noun,5,2.83,6.42,2.05,
symptom,noun,6.5,2.49,2.13,1.81,
frozen,adj,4.75,2.56,3.5,1.85,
inspirit,verb,5.56,2.62,7,1.32,
unlogical,adj,4.36,2.2,4.26,1.82,
body of water,noun,5.37,2.84,7.88,1.03,
beauty,noun,4.68,2.23,6.76,1.6,
grace,verb,5.14,2.39,6.93,1.3,
atmospheric state,noun,6.36,2.89,3.6,2.38,
believer,noun,4.84,2.57,6,2.21,
access,noun,3.8,2.29,5.13,1.44,
precarious,adj,5.56,2.34,2.36,1.33,
fat,noun,4.57,2.38,3.52,1.99,
interrupt,verb,5,2.32,3.64,2.08,
warning signal,noun,6.85,2.53,6.2,1.76,
railcar,noun,4.88,2.3,6.93,1.28,
timepiece,noun,4.1,2.12,5.78,1.51,
two-winged insects,noun,4.78,2.72,2.8,1.91,
location,noun,4.21,2.94,7.91,1.63,
regard,noun,5.19,2.39,7.64,1.29,
attack,noun,4.12,2.01,5.5,1.37,
civil,adj,6.31,2.47,2.5,2.11,
negative stimulus,noun,4.78,2.84,1.69,1.04,
diminish,verb,4.7,2.48,4.09,2.21,
blessing,noun,4.95,2.62,7.53,1.67,
greet,verb,5.31,2.23,5.92,1.57,
imaginativeness,noun,4.66,2.43,6.62,1.84,
compatibility,noun,5.02,2.24,7.08,1.59,
Richard Hooker,noun,4.93,2.82,3.34,2.31,
crab,verb,5,2.19,3.14,1.56,
lightness,noun,4.85,1.8,6.46,1.57,
unanalyzed,adj,5.07,2.37,3.12,1.65,
child's play,noun,4.56,2.41,7.26,1.72,
genus Circus,noun,5.97,2.59,7.3,1.84,
work shift,noun,4.1,2.12,5.78,1.51,
run,verb,4.14,2.3,2.93,1.76,
basic cognitive process,noun,5.42,2.25,6.62,1.5,
shriek,noun,7.04,1.96,3.88,2.07,
revolutionise,verb,5,2.53,6.97,1.91,
save,verb,6.53,2.56,7.7,1.24,
administration,noun,5.47,2.54,7.78,1.35,
insurrection,noun,6.56,2.34,4.13,1.78,
arena,noun,3.47,2.12,5.33,1.33,
season,noun,4.7,2.48,4.09,2.21,
analyze,verb,4.25,2.47,5.55,2.24,
dick,noun,4.7,2.59,3.98,1.73,
solarize,verb,5.04,2.66,7.55,1.85,
beefed-up,adj,5.92,2.28,7.11,1.48,
desperate,adj,6.15,2.45,7.15,1.64,
spurned,adj,6.37,2.56,1.5,1.09,
blossom,verb,4,2.44,6.64,1.78,
bonny,adj,6.17,2.34,7.6,1.64,
chop off,verb,6.64,2.64,2.35,1.7,
design,verb,5,2.32,3.64,2.08,
neighbourhood,noun,3.39,1.87,5.22,0.72,
blinded,adj,4.39,2.36,3.05,1.99,
support payment,noun,4.3,2.29,3.95,2,
social status,noun,4.48,2.12,6.25,1.59,
tempt,verb,5.16,2.25,6.77,1.58,
court order,noun,5.71,2.74,2.37,2.06,
change posture,verb,4.7,2.48,4.09,2.21,
top,noun,4.28,2.53,6.58,1.42,
ethnic,adj,4.98,2.59,6.88,1.82,
groom,verb,5.05,2.36,6.76,1.48,
cosmonaut,noun,5.28,2.11,6.66,1.6,
mischievousness,noun,5.76,1.95,5.57,2.05,
contract,verb,4.65,2.13,5.2,1.28,
fabric,noun,3.54,2.09,5.1,1.09,
alumna,noun,7.25,2.25,8.19,1.13,
actuate,verb,4.86,2.56,5.46,0.98,
heap,noun,3.55,1.8,4.51,1.57,
surveillance,noun,4.1,2.12,5.78,1.51,
loaded down,adj,5.63,2.07,2.5,1.32,
transgression,noun,5.78,2.21,2.8,1.67,
disembarrass,verb,5.15,3.04,8.26,1.31,
successfulness,noun,6.11,2.65,8.29,0.93,
slaying,noun,5.73,2.09,4.33,2.35,
knife,noun,6.14,2.64,3.38,1.77,
angle,noun,3.96,1.94,5.29,0.97,
nominate,verb,4.25,2.47,5.55,2.24,
grounds,noun,4.39,2.35,6.71,1.74,
ruth,noun,3.72,2.02,3.37,1.57,
commission,noun,3.36,2.12,4.82,1.23,
pupil,noun,5.12,2.46,7.26,1.42,
all-metal,adj,3.79,1.96,4.95,1.17,
male,noun,4.58,2.37,6.32,1.6,
Dwight Lyman Moody,noun,4.18,2.38,3.2,1.58,
fizz,verb,5.26,2.54,6.07,2.03,
response,noun,5.41,2.43,6.63,1.68,
report,noun,2.5,1.85,5.2,1.21,
neoplasm,noun,6.51,2.85,2.36,2.04,
voiceless,adj,5.12,2.19,5.22,1.82,
split,verb,3.82,2.24,5.11,1.78,
dweller,noun,3.95,1.97,5.05,1.34,
lesson,noun,6.84,2.06,7.13,1.58,
misapprehension,noun,5.18,2.42,2.86,1.79,
mode,noun,3.91,2.64,7.52,1.23,
craze,noun,8.17,1.4,2.41,1.86,
scrap,verb,6.29,2.56,2.93,2.06,
missy,noun,4.29,2.69,6.87,1.64,
bad,adj,5.74,2.32,2.28,1.42,
slash,noun,5,2.32,3.64,2.08,
lamp oil,noun,4.34,2.51,4.8,1.59,
terms,noun,5.57,2.26,3.05,1.65,
sentence,noun,4.64,2.75,5.31,2.02,
hopeless,adj,5.34,2.52,2.2,1.42,
andante,adj,3.39,2.22,3.93,1.6,
lower-ranking,adj,3.83,2.05,3.07,1.57,
day of remembrance,noun,6.68,2.11,7.84,1.92,
dashed,adj,5.43,2.42,3.05,1.92,
inhumanity,noun,6.83,2.26,3.52,2.12,
queasy,adj,6.59,2.07,3.29,1.47,
flow,verb,4.7,2.48,4.09,2.21,
teemingness,noun,5.51,2.63,6.59,2.01,
lovemaking,noun,6.44,3.35,8.72,0.7,
do by,verb,5.62,2.25,7.36,1.38,
ophidian,noun,6.82,2.1,3.31,2.2,
sensation,noun,4.66,2.43,6.62,1.84,
city,noun,4.38,2.69,6.55,2.44,
formation,noun,5.53,3.07,8.03,1.59,
heavy,adj,5.12,2.19,5.22,1.82,
planning,noun,5.02,2.24,7.08,1.59,
ventilate,verb,4.12,2.3,6.34,1.56,
uncolored,adj,4.09,2.37,6.59,1.57,
aerial,adj,4.12,2.3,6.34,1.56,
enrapture,verb,5.44,2.88,8.26,1.04,
effect,noun,5.1,2.4,6.21,1.63,
ardour,noun,7.17,2.06,3.22,2.06,
squirt,noun,4.14,2.28,5.45,1.63,
nostalgic,adj,4.18,2.5,1.57,0.96,
conventional,adj,3.18,1.76,4.74,1.02,
nonextant,adj,5.73,2.73,1.94,1.76,
dissembling,noun,5.68,2.46,2.9,1.63,
substandard,adj,3.83,2.05,3.07,1.57,
impoverished,adj,5.43,2.42,3.05,1.92,
malodorous,adj,5.1,1.95,3.93,1.98,
garnish,verb,4.05,1.89,6.41,1.34,
fare,noun,2.92,2.16,5.22,0.72,
containerful,noun,3.22,2.23,5.22,0.91,
overprotect,verb,6.13,2.71,8.39,1.15,
hard,adj,4,1.87,5.08,1.59,
domestic cat,noun,4.76,2.18,6.44,1.43,
closet,noun,3.86,2.72,7.07,1.9,
tranquility,noun,2.82,2.13,5.58,1.83,
kick,verb,3.52,2.05,4.39,1.46,
auditory sensation,noun,5.32,3.19,8.13,1.09,
vomitive,noun,5.75,2.84,2.06,1.57,
handle,verb,4.84,2.04,6.08,2.08,
trespasser,noun,6.86,2.41,2.77,2.32,
sin,verb,4.7,2.48,4.09,2.21,
unclean,adj,4.88,2.29,3.08,2.05,
self-important,adj,5.65,2.23,3.69,2.4,
bite,noun,4.59,2.1,3.83,1.7,
twosome,noun,6.39,2.31,7.41,1.97,
fill up,verb,6,2.02,3.19,1.66,
melodic theme,noun,5.86,1.81,7,1.34,
hot,adj,6.53,2.34,8.17,1.06,
tortured,adj,5.33,2.69,2.12,1.56,
marriage ceremony,noun,5.97,2.85,7.82,1.56,
conceit,noun,4.98,2.31,4.3,1.91,
recoil,verb,4.9,2.35,4.31,2.18,
deception,noun,5.68,2.46,2.9,1.63,
intercommunicate,verb,4.78,2.82,6.73,1.47,
treetop,noun,4.28,2.53,6.58,1.42,
measure,noun,5.38,2.58,6.02,1.77,
travel,noun,4.7,2.48,4.09,2.21,
unenlightened,adj,4.28,2.21,4.71,2.36,
copy,noun,5.11,2.84,7,2.01,
offender,noun,7.16,1.96,3.65,2.47,
true,adj,5.32,1.92,7.7,1.43,
unsheared,adj,5.33,2.04,4.74,2,
ravish,verb,6.83,2.26,3.52,2.12,
Nirvana,noun,5.12,3.38,8.72,0.6,
Cancer the Crab,noun,6.42,2.83,1.5,0.85,
gelid,adj,4.75,2.56,3.5,1.85,
ribbing,noun,5.87,2.56,4.84,2.51,
offering,noun,4.95,2.62,7.53,1.67,
lucubrate,verb,4.1,2.24,5.55,1.58,
prickle,noun,5.14,2.14,3.64,1.76,
ill-shapen,adj,4.07,2.34,2.41,1.66,
high,adj,7.25,2.25,8.19,1.13,
spurn,verb,5.48,2.52,2.84,2.07,
effortless,adj,4.48,2.82,7.1,1.91,
golf player,noun,4.93,2.82,3.34,2.31,
happening,noun,6.95,2.44,2.31,1.44,
James Cook,noun,4.44,1.96,6.16,1.89,
cooking,noun,4.39,1.99,6.64,1.48,
play,verb,5.11,2.84,7,2.01,
sharing,noun,6.14,2.76,7.77,2.24,
article of clothing,noun,4.49,2.5,6.07,1.61,
louse,noun,4.07,2.46,4.07,2.16,
spread,verb,4.14,2.11,6.12,1.44,
stupe,noun,4.72,2.71,2.31,1.37,
serious,adj,5.72,2.3,7.65,1.03,
reward,verb,5.9,1.83,7.66,1.24,
melody,noun,4.12,2.3,6.34,1.56,
divinity,noun,5.95,2.84,8.15,1.27,
adscript,adj,3.83,2.05,3.07,1.57,
rescuer,noun,5.8,3.01,7.73,1.56,
work on,verb,4.33,1.78,5.19,1.27,
godforsaken,adj,4.14,2.3,2.93,1.76,
cock up,verb,4.7,2.59,3.98,1.73,
seacoast,noun,4.59,2.31,5.98,1.86,
early,adj,5.64,2.51,6.89,2.12,
advert,verb,4.25,2.47,5.55,2.24,
mythical monster,noun,6.18,2.25,4.05,2.48,
blink,verb,5.44,2.68,6.93,1.83,
lookout man,noun,4.1,2.12,5.78,1.51,
run up,verb,3.46,1.92,3.65,1.61,
mate,verb,6.39,2.31,7.41,1.97,
grinder,noun,3.74,2.13,5.6,1.65,
wild-eyed,adj,7.59,2.07,8.32,1,
air sick,adj,5.8,2.88,2.05,1.2,
vibrate,verb,8.02,1.65,8.05,1.48,
rely,verb,5.3,2.66,6.68,2.71,
fake,adj,6.07,2.15,3.36,2.16,
locomotive engine,noun,3.98,2.33,5.2,1.18,
cretin,noun,4.21,2.47,3.16,1.91,
primitive,adj,6.31,2.47,2.5,2.11,
food,noun,4.94,2.04,6.69,1.64,
offset,noun,4.76,2.4,5.67,1.91,
fount,noun,5.04,2.18,6.39,1.6,
yawl,noun,5.57,2.8,7.41,1.92,
dissociate,verb,6.33,2.71,2.22,1.88,
animal skin,noun,4.18,2.44,4.51,1.88,
Virgo the Virgin,noun,5.51,2.06,6.45,1.76,
expectancy,noun,4.29,2.31,2.76,1.64,
wind generator,noun,3.74,2.13,5.6,1.65,
grand,adj,6.23,2.73,8.16,1.12,
ill-natured,adj,5.38,2.23,2.43,1.27,
scuttlebutt,noun,5.74,2.38,3.48,2.33,
fit,verb,3.18,1.76,4.74,1.02,
submissive,adj,3.8,2.13,3.87,1.69,
indue,verb,5.12,2.42,5.93,2.1,
laugh,noun,6.74,1.84,8.1,1.36,
unhappy,adj,6.4,2.38,1.94,1.1,
mount,noun,6.33,2.21,4.84,2.14,
jewelled headdress,noun,4.28,2.53,6.58,1.42,
worry,noun,5.07,2.74,2.02,1.06,
arrange,verb,5.14,2.39,6.93,1.3,
matter to,verb,5.83,2.73,7.34,1.68,
slosh around,verb,3.73,2.23,4.66,1.88,
acidulate,verb,5.1,1.95,3.93,1.98,
force field,noun,4.08,2.41,6.2,1.37,
twist around,verb,6.26,2.61,2.79,2.12,
graphics,noun,4.86,2.88,6.68,2.1,
profane,verb,6.83,2.26,3.52,2.12,
poisonous substance,noun,6.05,2.82,1.98,1.44,
simple leaf,noun,5.36,2.89,3.82,1.73,
dreaming,noun,7.59,2.23,1.91,1.54,
old,adj,5.19,2.23,4.02,1.99,
raunchy,adj,5.04,2.3,4.23,2.3,
sheet,noun,3.61,2.56,7.51,1.38,
cold shoulder,noun,5,2.32,3.64,2.08,
heavenly body,noun,5.83,2.44,7.27,1.66,
material resource,noun,6.17,2.7,7.7,1.95,
teaching,noun,5.74,2.46,6.69,1.77,
come through,verb,7.72,2.16,8.38,0.92,
water,noun,4.95,2.79,7.12,1.72,
exchange,verb,7.37,2.21,8.37,1,
raise,verb,3.31,1.98,5.29,1.27,
honorable,adj,4.49,2.28,6.2,1.85,
inclination,noun,4.54,1.86,6.46,1.52,
debile,adj,4.1,2.07,3.26,1.47,
bowl,noun,5.97,2.59,7.3,1.84,
mental representation,noun,5.42,2.25,6.62,1.5,
failure,noun,5.39,2.8,3.5,2.3,
liberal,adj,5.15,3.04,8.26,1.31,
invalid,verb,3.81,2.27,3.29,1.69,
irritated,adj,5.64,2.48,2.79,2.23,
back,verb,5.89,2.37,6.98,1.97,
cyclone,noun,6.83,2.49,2.55,1.78,
opine,verb,5.98,2.14,7.32,1.52,
behead,verb,6.56,2.54,2.48,2.11,
Moslem,noun,6.28,2.53,3.09,2.09,
fright,noun,6.96,2.17,2.76,2.12,
sluggish,adj,3.39,2.22,3.93,1.6,
dwell,verb,5.94,2.09,7.33,1.7,
casual,adj,5.38,2.58,6.02,1.77,
constellation,noun,6.42,2.83,1.5,0.85,
horny,adj,7.36,1.91,8.02,1.12,
furious,adj,7.97,2.17,2.46,1.65,
foetid,adj,4.93,2.23,2.81,1.52,
allocate,verb,5.12,2.39,6.95,1.85,
star,noun,4.95,2.14,6.12,1.86,
period of time,noun,4.64,2.75,5.31,2.02,
heartbreak,noun,4.78,2.84,1.69,1.04,
malevolency,noun,5.86,2.75,2.69,1.84,
storage,noun,5.42,2.25,6.62,1.5,
zephyr,noun,4.12,2.3,6.34,1.56,
life story,noun,6.02,2.62,7.27,1.88,
raw,adj,6.31,2.47,2.5,2.11,
carpet,noun,4.76,2.4,5.67,1.91,
earth,noun,3.76,2.26,4.17,1.77,
chagrined,adj,5.87,2.55,3.03,1.85,
emit,verb,4.97,2.13,5.75,1.38,
pathologic,adj,5.06,2.68,2.87,2.14,
wench,noun,4.24,2.43,6.09,1.96,
durable goods,noun,4.05,2.06,5.1,1.21,
opening,noun,5,2.32,3.64,2.08,
vertebrate,noun,5.18,2.19,4.77,2,
grave,adj,5.26,2.36,3.2,1.74,
set down,verb,5.53,3.07,8.03,1.59,
verse,noun,4,2.85,5.86,1.91,
work out,verb,6.84,2.06,7.13,1.58,
B. B. King,noun,5.51,2.77,7.26,1.67,
sequence,noun,3.65,2.35,5.08,2.51,
medical science,noun,4.4,2.36,5.67,2.06,
odd,adj,5.82,1.64,6.08,1.63,
tragedy,noun,5.85,2.81,8.37,0.94,
imagination,noun,4.53,2.72,6.73,1.75,
collation,noun,4.45,2.7,7.44,1.29,
hold open,verb,4.95,2.19,6.45,1.93,
struggle,verb,7.15,2.19,3.76,2.63,
foul,adj,4.89,2.5,3.58,2.38,
people,noun,5.15,3.04,8.26,1.31,
pressing,noun,6.07,2.26,3.38,1.61,
domineering,adj,5.2,2.85,7.09,1.78,
law-breaking,noun,5.75,2.45,2.67,1.66,
unloving,adj,5.19,2.23,4.02,1.99,
placidity,noun,2.82,2.13,5.58,1.83,
live,adj,5.53,2.9,7.2,1.97,
foreshorten,verb,5,2.32,3.64,2.08,
edit out,verb,5,2.32,3.64,2.08,
beginner,noun,5.92,2.6,7.08,2.2,
handcart,noun,4.84,2.17,5.47,1.88,
off-key,adj,5.1,1.95,3.93,1.98,
draft,noun,5.4,2.7,7.98,1.42,
incarcerate,verb,5.49,2.67,1.95,1.27,
selfish person,noun,4.2,2.42,5.07,1.97,
mother superior,noun,6.13,2.71,8.39,1.15,
Bob Hope,noun,5.44,2.47,7.05,1.96,
stunned,adj,4.72,2.71,2.31,1.37,
world,noun,4.24,2.49,7.15,1.67,
offensive,adj,5.06,2.68,2.87,2.14,
theater,noun,4.08,2.41,6.2,1.37,
example,noun,4.48,2.29,4.05,1.41,
sully,verb,4.67,2.35,3.32,2.32,
obstruct,verb,5.15,3.04,8.26,1.31,
droop,verb,4.6,2.35,6.02,1.66,
short letter,noun,4.48,2.29,4.05,1.41,
cauterise,verb,6.22,1.91,2.73,1.72,
dupe,noun,3.36,2.18,5.89,1.73,
military man,noun,5.24,2.31,6.73,1.7,
gun down,verb,7.02,1.84,3.47,2.48,
athletic field,noun,4.08,2.41,6.2,1.37,
intruder,noun,5.5,2.4,3.05,2.01,
victory,noun,4.7,2.48,4.09,2.21,
paragon,noun,4.49,1.9,6.49,1.7,
organisation,noun,3.82,2.4,5.09,1.67,
surrender,noun,4.7,2.48,4.09,2.21,
owing,adj,6.24,2.59,7.75,1.75,
recession,noun,3.91,1.92,4.36,1.21,
inexperienced person,noun,5.51,2.06,6.45,1.76,
severe,adj,5.12,2.19,5.22,1.82,
mitt,noun,4.4,2.07,5.95,1.38,
catastrophe,noun,6.24,2.64,1.78,1.31,
emphasise,verb,7.45,2.38,2.09,1.41,
dimension,noun,4.64,2.75,5.31,2.02,
talk,verb,4.57,2.38,3.52,1.99,
devastate,verb,4.14,2.3,2.93,1.76,
separation,noun,6.33,2.71,2.22,1.88,
arc,noun,4.64,2.88,8.14,1.23,
aromatise,verb,5.05,2.36,6.76,1.48,
dishonest,adj,4.67,2.35,3.32,2.32,
reputation,noun,6.55,2.46,7.93,1.29,
mortify,verb,3.74,2.33,5.86,1.42,
ripe,adj,5.43,2.85,7.47,1.45,
choice,noun,4.74,2.23,6.49,1.31,
creation,noun,4.86,2.88,6.68,2.1,
cut,verb,6.14,2.39,6.43,1.98,
relaxed,adj,4.48,2.82,7.1,1.91,
hale,verb,6.07,2.26,3.38,1.61,
release,verb,5.15,3.04,8.26,1.31,
al dente,adj,5.12,2.19,5.22,1.82,
blistering,adj,5.95,2.55,2.82,2.12,
verity,noun,5,2.77,7.8,1.29,
possibility,noun,5.38,2.58,6.02,1.77,
chromosomal mutation,noun,4.84,2.52,3.91,2.44,
change owners,verb,3.95,2.09,5.25,1.33,
chew,verb,6,2.43,7.18,1.97,
enclose,verb,4.27,2.07,4.75,1.38,
honor,noun,6.02,2.71,7.55,1.68,
cleave,verb,4.07,1.98,3.55,1.7,
info,noun,5.17,2.11,5.3,1.67,
knit stitch,noun,3.52,2.05,4.39,1.46,
paving stone,noun,4.6,2.35,6.02,1.66,
grouping,noun,5.94,2.09,7.33,1.7,
misstatement,noun,5.18,2.42,2.86,1.79,
colorless,adj,4.37,2.14,6.47,1.59,
mintage,noun,4.29,2.48,6.02,1.96,
soporific,adj,4.93,2.57,4.29,2.3,
breathe in,verb,5,2.53,6.97,1.91,
wear upon,verb,3.81,2.29,3.79,2.12,
underwater diver,noun,5.04,2.1,6.45,1.55,
learned profession,noun,4.4,2.36,5.67,2.06,
pathological process,noun,5.03,2.77,1.66,1.34,
domicile,noun,4.21,2.94,7.91,1.63,
atomiser,noun,4.14,2.28,5.45,1.63,
score,noun,3.63,2.02,5.45,1.15,
listen,verb,5,2.68,6.68,1.84,
floor,noun,4.39,2.33,4.32,1.68,
doll,noun,3.17,2.23,7.27,1.36,
sexual morality,noun,4.52,2.52,6.22,2.06,
syntactic category,noun,6.53,2.1,3.56,1.36,
Padre,noun,5.92,2.6,7.08,2.2,
fluid,adj,4.91,2.57,6.58,1.78,
matter,noun,4.63,2.81,6.27,2.34,
clad,adj,4.61,2.24,5.39,1.8,
adversity,noun,6.33,2.7,1.73,1.13,
yen,verb,5,2.45,2.46,1.52,
keep,verb,4.95,2.19,6.45,1.93,
computing device,noun,4.75,1.93,6.24,1.61,
see,verb,4.54,1.86,6.46,1.52,
overrefinement,noun,6.1,2.77,1.56,0.79,
ignominious,adj,4.61,2.24,5.39,1.8,
bold face,noun,5.6,2.21,6.8,1.61,
tender,adj,4.63,2.61,7.12,1.34,
touching,noun,7.32,2.03,8.26,1.54,
blind drunk,adj,4.02,2.41,4.68,1.97,
nuptials,noun,5.97,2.85,7.82,1.56,
document,noun,3.5,1.84,5.29,1.08,
unmingled,adj,3.52,2.05,4.39,1.46,
methamphetamine hydrochloride,noun,4.27,2.07,4.75,1.38,
laurels,noun,5.9,1.83,7.66,1.24,
office,noun,3.82,2.24,5.11,1.78,
disclose,verb,5.67,2.51,7.76,1.51,
bumpy,adj,5.33,2.04,4.74,2,
tedium,noun,4.4,2.33,5.09,1.76,
green goddess,noun,4.14,2.11,6.12,1.44,
hold,verb,4.56,2.41,7.26,1.72,
individuality,noun,4.95,2.24,6.57,1.99,
timber,noun,4.48,2.12,6.25,1.59,
pressure,verb,6.03,2.7,2.95,1.95,
meet,verb,5.04,2.18,6.39,1.6,
unconnected,adj,4.26,2.57,3.86,1.88,
Charles Lamb,noun,3.36,2.18,5.89,1.73,
vulnerable,adj,5.56,2.34,2.36,1.33,
head,noun,3.27,1.98,5.02,0.93,
mamilla,noun,5.56,2.55,6.27,1.81,
confident,adj,5.08,2.07,7.16,1.39,
destiny,noun,4.95,2.81,1.7,1.07,
warmth,noun,7.26,2.57,8.03,1.27,
spiritual being,noun,5.56,2.62,7,1.32,
blueish,adj,4.31,2.2,6.76,1.78,
cloth,noun,3.71,2.51,6.9,1.27,
stylus,noun,5.36,2.89,3.82,1.73,
terrorize,verb,7.02,2.02,3.12,1.84,
crime syndicate,noun,4.8,2.71,7.65,1.55,
dollar sign,noun,6.07,2.67,7.47,1.72,
unafraid,adj,3.89,2.54,7.62,1.41,
attitude,noun,5.4,2.7,7.98,1.42,
nosey-parker,noun,4.84,2.41,5.17,2.02,
gleeful,adj,5.98,2.54,8.22,1.22,
influence,verb,4.73,2.64,7.02,1.57,
smiling,noun,5.27,2.64,7.4,1.87,
isolation,noun,4.56,2.97,1.61,1.02,
cacoethes,noun,7.26,2.57,8.03,1.27,
upturned,adj,5.86,2.4,2,1.18,
practise,verb,6.84,2.06,7.13,1.58,
reticent,adj,3.27,2.05,4.88,1.83,
effort,noun,6.85,2.03,3.03,2.09,
road,noun,5.16,2.44,5.92,1.72,
party favour,noun,4.54,1.86,6.46,1.52,
substance,noun,5.92,2.11,7.65,1.37,
relegate,verb,5,2.83,6.42,2.05,
appreciative,adj,4.34,2.31,6.89,2.29,
pump,noun,7.02,1.84,3.47,2.48,
aid,noun,4.4,2.07,5.95,1.38,
Panthera leo,noun,6.2,2.16,5.57,1.99,
aggress,verb,3.96,1.94,5.29,0.97,
dickens,noun,6.07,2.61,2.21,1.99,
blank shell,noun,4.35,2.25,3.38,1.7,
embryonic,adj,4.15,1.96,3.39,1.7,
bobber,noun,3.8,2.18,5.22,1.13,
art,noun,6.75,2.3,8.27,0.9,
dull,adj,2.98,2.18,3.05,1.58,
achievement,noun,4.91,2.57,6.58,1.78,
tympanum,noun,3.22,2.23,5.22,0.91,
chase after,verb,5.76,2.5,7.57,1.66,
kick out,verb,4.9,2.35,4.31,2.18,
toad frog,noun,4.54,2.03,5.71,1.74,
capacity unit,noun,3.54,2.09,5.1,1.09,
poultry,noun,3.79,2.28,6.9,1.54,
shredded,adj,5,2.32,3.64,2.08,
violence,noun,6.39,2.63,2.96,1.93,
administrative division,noun,5.24,2.53,6.03,1.37,
tasty,adj,4.24,2.17,3.95,2.09,
randy,adj,6.63,2.7,7.97,1,
slaked,adj,4.94,2.63,7.94,1.19,
frankfurter,noun,5.76,2.5,7.57,1.66,
goodish,adj,3.98,2.22,6.3,1.56,
member,noun,5.54,2.63,5.9,1.72,
urban center,noun,5.24,2.53,6.03,1.37,
pacifist,noun,3.79,2.28,6.9,1.54,
enthusiast,noun,5.39,2.46,3.76,2,
weaponry,noun,7.15,2.4,2.1,1.19,
row,noun,6.29,2.56,2.93,2.06,
resist,verb,4.91,2.45,3.22,2.02,
display board,noun,3.36,2.12,4.82,1.23,
hoodwink,verb,5.75,2.47,7.08,1.83,
ungodly,adj,6.29,2.43,2.93,2.15,
satisfy,verb,5.44,2.88,8.26,1.04,
Mexican valium,noun,3.86,2.13,5.67,1.26,
animate being,noun,5.57,2.61,4.23,2.41,
screaming,noun,5.36,2.91,3.93,2.22,
Milk River,noun,3.68,2.57,5.95,2.16,
block,verb,5,2.83,6.42,2.05,
William Green,noun,4.28,2.46,6.18,2.05,
bighearted,adj,5.95,2.73,7.93,1.47,
blameworthy,adj,6.04,2.76,2.63,1.98,
unfrequented,adj,4.51,2.68,2.17,1.76,
create,verb,5,2.32,3.64,2.08,
troupe,noun,5.97,2.59,7.3,1.84,
combat,noun,7.15,2.19,3.76,2.63,
unquietly,adv,2.82,2.13,5.58,1.83,
mistrustful,adj,6.25,1.59,3.76,1.42,
empty-bellied,adj,5.13,2.44,3.58,2.01,
important,adj,6.24,2.59,7.75,1.75,
maltreat,verb,6.83,2.7,1.8,1.23,
utilize,verb,4.14,2.3,2.93,1.76,
United States liquid unit,noun,3.36,2.28,5.05,1.46,
lambaste,verb,4.2,1.93,4,1.8,
manage,verb,5,2.68,6.68,1.84,
nonstarter,noun,4.95,2.81,1.7,1.07,
Old Nick,noun,6.07,2.61,2.21,1.99,
Imperial capacity unit,noun,3.59,2.51,5.39,2.01,
harvest,verb,5,2.32,3.64,2.08,
Quran,noun,4.17,2.49,5.72,1.54,
cloth covering,noun,3.59,2.4,5.34,1.82,
Canis familiaris,noun,5.76,2.5,7.57,1.66,
gain,verb,6.68,1.78,7.63,1.3,
subscription,noun,5.71,2.74,2.37,2.06,
unfavourable,adj,6.44,2.28,2.73,1.5,
macerate,verb,4.14,2.3,2.93,1.76,
found,verb,3.62,2.25,5.98,1.83,
instigate,verb,5,2.53,6.97,1.91,
red ink,noun,5.29,2.04,6.41,1.61,
fresh,adj,5.92,2.28,7.11,1.48,
chance event,noun,6.26,2.87,2.05,1.19,
attain,verb,5.73,2.09,4.33,2.35,
influential,adj,5.83,2.69,6.84,1.8,
press,verb,3.76,2.06,4.9,1.02,
suave,adj,4.91,2.57,6.58,1.78,
identification,noun,4.95,2.24,6.57,1.99,
style,noun,4.56,1.78,5.64,1.34,
leisurely,adj,4.48,2.82,7.1,1.91,
thoroughbred,noun,7.51,2.28,2.03,1.55,
ballplayer,noun,4.76,2.4,5.67,1.91,
