word,cat,A_M,A_SD,V_M,V_SD
sceptical,adj,4.91,1.92,4.52,1.63,
do work,verb,3.9,1.95,5.53,1.85,
geological formation,noun,4.54,3.19,1.85,1.67,
gossipmonger,noun,5.74,2.38,3.48,2.33,
seizure,noun,5.53,2.43,2.76,2.06,
shade off,verb,4.3,2.26,4.35,1.23,
measuring system,noun,7.25,2.25,8.19,1.13,
consistence,noun,5.52,2.63,5.55,2.37,
pot,noun,3.22,2.23,5.22,0.91,
immaterial,adj,4.05,2.34,5.26,1.29,
picnic,noun,4.37,2.32,6.85,1.71,
make,verb,3.82,2.4,5.09,1.67,
impoverishment,noun,4.87,2.66,1.67,0.9,
plaything,noun,4.24,2.43,6.09,1.96,
applier,noun,4.05,2.34,5.26,1.29,
twinge,verb,4.59,2.1,3.83,1.7,
disdain,noun,5.48,2.52,2.84,2.07,
tool,noun,5.86,2.4,2,1.18,
particular,noun,3.24,2.08,5.26,0.86,
storage locker,noun,3.43,1.85,5.05,0.31,
blue angel,noun,4.31,2.2,6.76,1.78,
bespoken,adj,6.77,2.07,8,1.38,
salutary,adj,5.43,2.85,7.47,1.45,
get to,verb,6.49,2.17,2.74,1.81,
unwrap,verb,7.24,2.06,1.68,1.02,
frypan,noun,5.71,2.21,3.33,1.72,
journey,noun,4.36,2.13,5.28,1.44,
filling,noun,6,2.02,3.19,1.66,
contrite,adj,4.69,1.98,5.53,1.86,
sit down,verb,2.95,1.72,4.95,0.98,
auspicious,adj,5.4,2.33,7.5,1.55,
organ,noun,3.27,1.98,5.02,0.93,
game equipment,noun,5.24,2.31,6.73,1.7,
procession,noun,6.02,2.58,7.73,1.34,
carelessness,noun,4.83,2.31,2.63,1.64,
deliver,verb,3.36,2.18,5.89,1.73,
sure-footed,adj,6.22,2.41,7.98,1.29,
exclude,verb,5,2.83,6.42,2.05,
heady,adj,3.91,2.64,7.52,1.23,
wet,verb,4.97,2.49,6.61,1.78,
gross out,verb,6.56,2.34,4.13,1.78,
pay back,verb,4.95,2.62,7.53,1.67,
in effect,adj,5.43,2.85,7.47,1.45,
coy,adj,4.11,2.09,3.86,1.55,
asset,noun,4.76,2.18,6.95,1.85,
big businessman,noun,6.67,1.87,6.54,2.21,
declination,noun,4.7,2.41,7.23,1.8,
flavour,noun,5.16,2.25,6.77,1.58,
inhumation,noun,5.08,2.4,2.05,1.41,
lenify,verb,3.21,2.57,7.31,1.3,
cure,verb,4.77,2.23,7.09,1.46,
battleground,noun,4.08,2.41,6.2,1.37,
court game,noun,4.61,2.6,6.02,1.97,
cognition,noun,6.67,1.87,6.54,2.21,
righteousness,noun,5.9,1.83,7.66,1.24,
call,noun,6.07,2.42,7.1,1.97,
table,noun,3.36,2.12,4.82,1.23,
innocent,noun,3.36,2.18,5.89,1.73,
face,verb,5.12,2.39,6.95,1.85,
desert,verb,4.95,2.36,3.02,1.66,
amusive,adj,7.22,2.01,8.37,1.11,
add,verb,3.27,1.98,5.02,0.93,
kindness,noun,4.54,1.86,6.46,1.52,
physiological state,noun,2.8,2.66,7.2,1.77,
payment,noun,5.69,2.45,7,1.72,
skank,noun,5.12,2.32,2.47,1.68,
distinction,noun,5.51,2.77,7.26,1.67,
lesion,noun,6.12,2.68,1.78,1.17,
bagger,noun,5.12,2.26,5.51,1.8,
holy man,noun,4.83,2.63,7.53,1.58,
placental mammal,noun,3.49,2.13,5.57,1.53,
temperature,noun,3.73,2.4,7.41,1.81,
flood,verb,4.86,2.36,5.14,2.24,
plot of ground,noun,4.39,2.35,6.71,1.74,
fellow,noun,5.76,2.5,7.57,1.66,
C. P. Snow,noun,5.75,2.47,7.08,1.83,
drink,verb,5.31,2.23,5.92,1.57,
choke off,verb,4.93,2.23,2.81,1.52,
self-respectful,adj,4.12,2.29,7.1,1.26,
improve,verb,4.77,2.23,7.09,1.46,
bombard,verb,3.76,2.39,5.29,1.82,
system,adj,6.59,2.07,3.29,1.47,
command,verb,3.91,1.92,4.36,1.21,
nauseous,adj,4.29,2.45,1.9,1.14,
storm,verb,8.17,1.4,2.41,1.86,
unbound,adj,5.15,3.04,8.26,1.31,
blemish,noun,6.22,1.91,2.73,1.72,
activity,noun,5.38,2.62,2.24,1.62,
baseball field,noun,5.53,2.96,7.92,1.2,
break down,verb,4.65,2.39,3.2,1.81,
treat,verb,4.78,2.34,5.95,2.19,
conscious,adj,6.85,2.53,6.2,1.76,
dread,verb,7.02,2.02,3.12,1.84,
seek,verb,3.78,2.42,5.29,1.42,
bounder,noun,5.76,2.5,7.57,1.66,
sincere,adj,3.56,1.95,4.32,1.51,
lone,adj,4.51,2.68,2.17,1.76,
back street,noun,4.91,2.42,4.48,1.97,
Helen Wills Moody,noun,4.18,2.38,3.2,1.58,
conjure,verb,4.05,2.59,7.19,1.69,
flavorless,adj,3.29,1.89,4.1,1.08,
mischief,noun,5.38,2.62,2.24,1.62,
malady,noun,4.71,2.24,2.48,1.4,
demon,noun,6.07,2.61,2.21,1.99,
accent,noun,7.45,2.38,2.09,1.41,
tamping bar,noun,4.95,2.01,4.1,1.88,
opulence,noun,4.75,2.91,7.88,1.49,
communicator,noun,4.33,2.45,5.52,1.9,
prisoner,noun,6.76,2.63,2.2,1.8,
privation,noun,5.61,2.53,2.39,1.82,
deep in thought,adj,5.72,2.3,7.65,1.03,
self-indulgence,noun,4.75,2.91,7.88,1.49,
unaffected,adj,4.09,2.37,6.59,1.57,
people of color,noun,4.73,2.64,7.02,1.57,
fall,verb,4.7,2.48,4.09,2.21,
hellhole,noun,5.38,2.62,2.24,1.62,
comb,verb,5.87,2.56,4.84,2.51,
straight,adj,3.18,1.76,4.74,1.02,
industrial plant,noun,3.62,2.25,5.98,1.83,
flunk,verb,7.15,2.4,2.1,1.19,
demise,noun,4.59,3.07,1.61,1.4,
devolve,verb,4.14,2.3,2.93,1.76,
illumination,noun,4.28,2.21,4.71,2.36,
immature,adj,4.88,2.3,6.93,1.28,
organization,noun,3.82,2.4,5.09,1.67,
sunshine,noun,5.04,2.66,7.55,1.85,
natural elevation,noun,5.49,2.43,6.59,1.66,
fierce,adj,5.33,2.04,4.74,2,
gem,noun,5.53,2.96,7.92,1.2,
barm,noun,6.13,2.71,8.39,1.15,
cloud nine,noun,4.41,2.95,6.95,2.24,
homopterous insect,noun,4.98,2.03,2.81,1.92,
tune,noun,3.82,2.24,5.11,1.78,
coloring,noun,4.73,2.64,7.02,1.57,
variation,noun,6.07,2.15,3.36,2.16,
memorise,verb,5.39,2.22,7.15,1.49,
humility,noun,5.83,2.48,7,2.11,
unreal,adj,4.35,2.25,3.38,1.7,
smell,verb,4.26,2.1,3,1.79,
breeding,noun,5.74,2.46,6.69,1.77,
public,noun,5.32,2.39,6.5,2.03,
productive,adj,4.81,2.8,2.28,1.92,
aviation,noun,4.12,2.3,6.34,1.56,
bathing tub,noun,4.16,2.31,7.33,1.45,
use,noun,6.83,2.7,1.8,1.23,
H2O,noun,3.73,2.23,4.66,1.88,
bother,noun,6.5,2.49,2.13,1.81,
gleaming,adj,5.4,2.33,7.5,1.55,
jocularity,noun,6.74,1.84,8.1,1.36,
heater,noun,5.33,2.48,3.29,2.06,
dimmed,adj,5.4,2.33,7.5,1.55,
pitch-dark,adj,4.61,2.24,5.39,1.8,
whelp,noun,5.85,2.78,7.56,1.9,
hero,noun,5.85,3.15,8.44,0.9,
dour,adj,5.1,1.95,3.93,1.98,
tense,adj,6.63,2.7,7.97,1,
quit,verb,4.7,2.48,4.09,2.21,
perfectly,adv,5.73,2.73,1.94,1.76,
magic spell,noun,5.16,2.25,6.77,1.58,
hombre,noun,4.38,2.24,5.72,2.43,
recognize,verb,5.31,2.23,5.92,1.57,
structure,noun,4.36,2.13,5.28,1.44,
religion,adj,4.84,2.57,6,2.21,
daytime,noun,4.77,2.5,6.8,2.17,
cylinder,noun,3.36,2.28,5.05,1.46,
slow down,verb,3.39,2.22,3.93,1.6,
go wrong,verb,4.7,2.48,4.09,2.21,
metal bar,noun,4.2,2.42,5.07,1.97,
attendant,adj,5.12,2.39,6.95,1.85,
refined,adj,4.53,2.65,7.43,1.26,
number,noun,3.18,1.76,4.74,1.02,
athletic,adj,5.47,2.2,6.82,1.63,
plundering,noun,6.81,3.17,1.25,0.91,
stuff,noun,2.5,1.85,5.2,1.21,
lousy,adj,4.88,2.29,3.08,2.05,
dingy,adj,4.13,2.13,4.44,2.07,
shape,verb,4.64,2.75,5.31,2.02,
delicacy,noun,5.62,2.25,7.36,1.38,
suppuration,noun,4.82,2.06,2.86,1.91,
care,noun,6.96,2.17,2.76,2.12,
Cy Young,noun,5.64,2.51,6.89,2.12,
jaunt,verb,6.21,2.51,7.1,2,
undefeated,adj,6.78,2.58,8.82,0.73,
belligerent,adj,6.44,2.28,2.73,1.5,
go off,verb,7.17,2.06,3.22,2.06,
coach,noun,3.55,1.8,4.51,1.57,
spiritual leader,noun,4.41,2.71,6.42,2,
intuition,noun,6.34,2.25,7.39,1.53,
sick person,noun,4.21,2.37,5.29,1.89,
clothes drier,noun,5.44,2.1,3.9,2.01,
golf-club,noun,3.76,2.06,4.9,1.02,
domain,noun,4.08,2.41,6.2,1.37,
dally,verb,6.91,1.69,7.52,1.19,
portion,noun,5,2.32,3.64,2.08,
babe,noun,5.05,2.66,6.95,2.08,
come by,verb,5.73,2.09,4.33,2.35,
veggie,noun,4.72,2.33,5.78,2.22,
purge,verb,5.75,2.84,2.06,1.57,
dislike,verb,6.06,2.39,2.17,1.3,
closure,noun,6.56,2.54,2.48,2.11,
legal injury,noun,5.57,2.26,3.05,1.65,
independence,noun,5.6,2.65,7.98,1.22,
planetary,adj,5.32,2.39,6.5,2.03,
attractive,adj,5.53,2.71,7.62,1.01,
addlepated,adj,6.03,1.88,3.21,1.51,
rejuvenation,noun,4.45,2.7,7.44,1.29,
environment,noun,4.22,2.24,5.2,1.38,
stealer,noun,5.62,2.72,2.61,1.69,
game of chance,noun,5.36,2.45,6.57,2.04,
hamper,verb,4.12,2.01,3.81,1.42,
unfriendly,adj,6.44,2.28,2.73,1.5,
cruel,adj,6.6,2.36,2.8,1.9,
detent,noun,5.76,2.5,7.57,1.66,
tract,noun,3.18,1.76,4.74,1.02,
tighten,verb,6.53,2.1,3.56,1.36,
sober,adj,4,1.87,5.08,1.59,
bodily,adj,4.05,2.34,5.26,1.29,
mechanical device,noun,3.82,2.4,5.09,1.67,
hack,noun,3.41,2.14,5,1.96,
preserve,noun,3.7,2.29,5.66,1.44,
accident,noun,6.95,2.44,2.31,1.44,
condense,verb,4.65,2.13,5.2,1.28,
publicise,verb,4.12,2.3,6.34,1.56,
slay,verb,5.73,2.09,4.33,2.35,
blubber,noun,4.81,2.8,2.28,1.92,
married person,noun,5.21,2.75,7.58,1.48,
puffiness,noun,4.8,2.82,4.16,2.34,
red,adj,6.89,2.47,2.29,1.78,
algid,adj,5.19,2.23,4.02,1.99,
Saint Bridget,noun,5.55,2.74,7.34,1.71,
swell,verb,4.1,2.34,2.88,1.75,
dilute,adj,4.37,2.14,6.47,1.59,
set on,verb,7.51,2.28,2.03,1.55,
unsusceptibility,noun,5.52,2.72,7.58,2.04,
label,verb,4.25,2.47,5.55,2.24,
clump,noun,4.07,2.15,4.64,1.36,
array,noun,2.92,2.16,5.22,0.72,
alcohol-dependent,adj,4.81,2.46,2.51,1.42,
water travel,noun,5.55,2.23,6.25,1.91,
full-grown,adj,4.76,1.95,6.49,1.5,
topology,noun,3.55,1.8,4.51,1.57,
worthlessness,noun,4.98,2.31,4.3,1.91,
Heaven,noun,5.12,3.38,8.72,0.6,
creative thinker,noun,5,2.68,6.68,1.84,
advance,verb,7.72,2.16,8.38,0.92,
testicle,noun,3.76,2.39,5.29,1.82,
sweetie,noun,6.06,2.91,8.11,1.35,
sweet,noun,4.58,2.4,6.54,2.09,
precious stone,noun,5.38,2.54,7,1.72,
exhibit,verb,3.59,2.07,4.61,1.4,
attentive,adj,5.72,2.3,7.65,1.03,
perdition,noun,5.38,2.62,2.24,1.62,
Angel Falls,noun,4.83,2.63,7.53,1.58,
stimulus,noun,4.9,2.35,4.31,2.18,
cooky,noun,7.32,2.03,8.26,1.54,
amorous,adj,7.59,2.07,8.32,1,
parent,noun,6.13,2.71,8.39,1.15,
animate thing,noun,4.08,2.19,3.82,1.7,
toadstool,noun,4.72,2.33,5.78,2.22,
drive out,verb,7.17,2.06,3.22,2.06,
fast,adj,6.57,1.78,6.64,1.61,
mood,noun,5.5,2.91,8.56,0.81,
beverage,noun,3.68,2.57,5.95,2.16,
present,verb,5.04,2.18,6.39,1.6,
linear unit,noun,3.27,1.98,5.02,0.93,
despoil,verb,6.81,3.17,1.25,0.91,
excavation,noun,4.39,2.33,4.32,1.68,
aerate,verb,4.12,2.3,6.34,1.56,
elicit,verb,7.17,2.06,3.22,2.06,
neutral,adj,3.18,1.85,4.61,1.28,
mirror,noun,4.27,2.07,4.75,1.38,
rage,verb,5.71,2.34,4.95,2.22,
visual percept,noun,4.08,2.41,6.2,1.37,
unostentatious,adj,3.98,2.24,5.76,1.28,
folk,noun,4.8,2.71,7.65,1.55,
salient,adj,6.24,2.59,7.75,1.75,
Justice Department,noun,5.47,2.54,7.78,1.35,
goo,noun,5.36,2.63,2.68,1.66,
deferential,adj,4.6,2.67,7.22,1.27,
change integrity,verb,6.22,1.91,2.73,1.72,
open-eyed,adj,6.85,2.53,6.2,1.76,
lavatory,noun,3.88,1.72,5.55,1.36,
force per unit area,noun,6.07,2.26,3.38,1.61,
appetency,noun,3.93,2.49,4.82,2.06,
lady friend,noun,4.29,2.69,6.87,1.64,
planing machine,noun,6.14,2.39,6.43,1.98,
watch,verb,5,2.68,6.68,1.84,
cocksucker,noun,6.07,2.15,3.36,2.16,
pestilence,noun,5.62,2.15,3.13,1.82,
jock,noun,4.82,2.49,6.54,1.64,
product,noun,2.5,1.85,5.2,1.21,
flirtation,noun,6.91,1.69,7.52,1.19,
damned,adj,5.82,2.62,2.82,1.83,
make out,verb,6.44,3.35,8.72,0.7,
neglectfulness,noun,4.83,2.31,2.63,1.64,
postal service,noun,5.63,2.36,6.88,1.74,
globe,noun,5.32,2.39,6.5,2.03,
appear,verb,5,2.32,3.64,2.08,
cognitive content,noun,5.74,2.46,6.69,1.77,
pock,verb,4.79,2.11,3.38,1.7,
heedless,adj,3.18,1.85,4.61,1.28,
panicked,adj,7.86,2.27,1.72,1.14,
basidiomycetous fungi,noun,4.72,2.33,5.78,2.22,
duo,noun,6.39,2.31,7.41,1.97,
wound,verb,5.56,2.06,2.76,1.5,
nudity,noun,6.41,2.09,6.82,1.63,
fault,noun,5.18,2.42,2.86,1.79,
avitaminosis,noun,4.71,2.72,3.19,2,
fruit crush,noun,3.89,2.48,6.9,1.53,
adept,noun,5.83,2.44,7.27,1.66,
animal,noun,5.64,2.51,6.89,2.12,
headline,noun,3.83,1.95,5.4,0.83,
animal fibre,noun,3.71,2.51,6.9,1.27,
triviality,noun,6.74,1.84,8.1,1.36,
candy,noun,4.52,2.37,5.56,1.38,
tableland,noun,2.92,2.16,5.22,0.72,
refuge,noun,4.3,2.26,4.35,1.23,
pauperise,verb,4.91,2.45,3.22,2.02,
bar,noun,4.95,2.19,6.45,1.93,
male person,noun,5.24,2.31,6.73,1.7,
trunk,noun,5.52,2.63,5.55,2.37,
represent,verb,5.12,2.39,6.95,1.85,
disappoint,verb,7.24,2.06,1.68,1.02,
golf equipment,noun,4.6,2.35,6.02,1.66,
set,verb,4.64,2.75,5.31,2.02,
crushed,adj,3.74,2.33,5.86,1.42,
payoff,noun,4.95,2.62,7.53,1.67,
roast,verb,5.87,2.56,4.84,2.51,
vesture,noun,4.78,2.88,6.54,1.85,
disablement,noun,3.81,2.27,3.29,1.69,
cellular phone,noun,4.08,2.19,3.82,1.7,
eat up,verb,5.69,2.51,7.47,1.73,
mercifulness,noun,4.3,2.62,7.82,1.39,
molder,verb,4.65,2.39,3.2,1.81,
program,noun,5.71,2.21,3.33,1.72,
mad,adj,5.83,2.45,2.85,1.94,
box,noun,5.03,2.79,2.56,1.96,
leap,verb,5.67,2.51,7.76,1.51,
tumble,noun,4.7,2.48,4.09,2.21,
dizzy,adj,5.88,2.38,7.41,1.8,
echt,adj,5.43,2.85,7.47,1.45,
adult female,noun,4.29,2.69,6.87,1.64,
key fruit,noun,3.7,2.18,5.68,1.62,
right-angled,adj,3.18,1.76,4.74,1.02,
religious rite,noun,4.08,1.92,5.24,1.59,
earthy,adj,4.21,1.84,4.55,1.42,
patronage,noun,4.66,2.12,5.85,1.53,
exhibition area,noun,5.1,2.75,7.19,1.78,
centre,noun,2.95,1.72,4.95,0.98,
rough-cut,adj,4.21,1.84,4.55,1.42,
demoralised,adj,4.53,2.11,3,2.16,
wicked,adj,5.26,2.36,3.2,1.74,
intellectual,adj,4,1.87,5.08,1.59,
recurrent event,noun,4.2,2.99,7.68,1.72,
primp,verb,4.05,1.89,6.41,1.34,
exulting,adj,6.78,2.58,8.82,0.73,
evil,adj,4.98,2.48,3.5,2.16,
unification,noun,3.68,1.99,5.16,1.57,
crappy,adj,4.53,2.38,2.26,1.37,
calf love,noun,7.02,1.87,6.73,2.08,
suntan,noun,6.22,1.91,2.73,1.72,
Rex,noun,5.51,2.77,7.26,1.67,
intelligence,noun,4.75,2.5,6.82,1.96,
debased,adj,4.67,2.35,3.32,2.32,
title,noun,4.88,1.76,6.39,1.34,
Quaker,noun,5.74,2.57,7.74,1.24,
perfume,noun,4.79,2.54,6.07,1.97,
emblazon,verb,4.73,2.64,7.02,1.57,
suffering,noun,5.85,2.49,1.9,1.26,
desire,verb,5.3,2.66,6.68,2.71,
moral excellence,noun,4.52,2.52,6.22,2.06,
decrepit,adj,4.1,1.94,4.28,1.84,
modify,verb,4.67,2.35,3.32,2.32,
marshy,adj,4.13,2.13,4.44,2.07,
black-and-white,adj,4.73,2.64,7.02,1.57,
Scorpion,noun,5.38,3.08,3.69,2.63,
bidentate,adj,5.33,2.04,4.74,2,
sweetening,noun,5.64,2.18,6.74,1.73,
kid,noun,5.88,2.38,7.41,1.8,
dupery,noun,5.75,2.45,2.67,1.66,
disgustful,adj,4.93,2.23,2.81,1.52,
grammatical relation,noun,5.02,2.24,7.08,1.59,
insubordinate,adj,6.1,2.51,4.26,2.12,
vividness,noun,4.73,2.64,7.02,1.57,
chance,noun,3.39,1.87,5.22,0.72,
sense of taste,noun,5.22,2.38,6.66,1.57,
understanding,noun,4.75,2.5,6.82,1.96,
fatty tissue,noun,4.81,2.8,2.28,1.92,
rite,noun,4.1,2.12,5.78,1.51,
stirred,adj,6.63,2.7,7.97,1,
begin,verb,4.7,2.48,4.09,2.21,
ingest,verb,5.73,2.09,4.33,2.35,
recollection,noun,5,2.68,6.68,1.84,
febricity,noun,4.29,2.31,2.76,1.64,
Great Depression,noun,4.54,3.19,1.85,1.67,
self-annihilation,noun,5.73,3.14,1.25,0.69,
chronicle,noun,3.93,2.29,5.24,2.01,
line of business,noun,4.08,2.41,6.2,1.37,
sloven,noun,4.2,2.42,5.07,1.97,
hindrance,noun,5,2.83,6.42,2.05,
flower,verb,5.03,2.65,7.26,1.18,
burn down,verb,6.22,1.91,2.73,1.72,
stratum,noun,3.61,2.56,7.51,1.38,
observe,verb,3.17,2.23,7.27,1.36,
burn up,verb,6.22,1.91,2.73,1.72,
patron,noun,4.83,2.63,7.53,1.58,
ache,noun,5.55,2.51,1.98,1.15,
firearm,noun,6.27,1.94,4.37,2.75,
Greek deity,noun,6.67,2.06,4.17,2.36,
nonfunctional,adj,5.73,2.73,1.94,1.76,
kinsperson,noun,4.8,2.71,7.65,1.55,
title-holder,noun,5.85,3.15,8.44,0.9,
scheme,noun,5.52,2.63,5.55,2.37,
combatant,noun,5.12,2.26,5.51,1.8,
joyfulness,noun,7.22,2.13,8.6,0.71,
mortal sin,noun,5.83,2.48,7,2.11,
sound property,noun,2.82,2.13,5.58,1.83,
automobile,noun,6.24,2.04,7.73,1.63,
crude oil,noun,5.07,2.37,3.12,1.65,
unattractive,adj,3.52,2.05,4.39,1.46,
shift,verb,5,2.32,3.64,2.08,
flighty,adj,6.59,2.07,3.29,1.47,
unskilled,adj,3.77,2.16,3.86,1.47,
white person,noun,4.37,2.14,6.47,1.59,
selachian,noun,7.16,1.96,3.65,2.47,
osculation,noun,7.32,2.03,8.26,1.54,
timekeeper,noun,4.02,2.54,5.14,1.54,
tired,adj,2.83,2.31,2.95,1.35,
displace,verb,4.69,1.99,5.81,1.21,
jet,noun,4.28,2.46,6.18,2.05,
assimilator,noun,5.12,2.46,7.26,1.42,
doctor up,verb,5.86,2.7,5.2,2.54,
Christmastide,noun,6.27,2.56,7.8,1.55,
mass murder,noun,5.33,2.63,2.28,1.74,
physical object,noun,6.82,2.1,3.31,2.2,
refrain,verb,4.95,2.19,6.45,1.93,
promotional material,noun,6.44,2.58,8.2,1.15,
discriminating,adj,4.38,2.69,6.55,2.44,
exclusive,adj,4.83,2.66,2.41,1.77,
turmoil,noun,7.67,1.91,7.5,2.2,
process,noun,5.71,2.74,2.37,2.06,
pair off,verb,6.39,2.31,7.41,1.97,
writing,noun,4.05,1.96,5.14,1.49,
naked mole rat,noun,4.76,2.18,6.44,1.43,
vocal music,noun,6.07,2.42,7.1,1.97,
Village,noun,4.08,1.87,5.92,1.34,
comprehend,verb,4.53,2.72,6.73,1.75,
educator,noun,4.05,2.61,5.68,2.12,
uncomfortable,adj,5.87,2.55,3.03,1.85,
low pressure,noun,4.54,3.19,1.85,1.67,
clipped,adj,5,2.32,3.64,2.08,
bird of night,noun,3.98,1.87,5.8,1.31,
affection,noun,5.19,2.39,7.64,1.29,
trepid,adj,6.33,2.28,2.25,1.18,
utterance,noun,6.75,2.5,8.45,1.08,
dope,noun,4.35,2.25,3.38,1.7,
corpulency,noun,3.87,2.82,2.73,1.85,
alarming,adj,6.23,2.73,8.16,1.12,
control,verb,5.16,2.25,6.77,1.58,
staccato,adj,4.91,2.57,6.58,1.78,
medical building,noun,5.98,2.54,5.04,2.45,
deficient,adj,3.77,2.29,4.64,1.83,
happen,verb,5.38,2.58,6.02,1.77,
self-asserting,adj,5.83,2.33,5.1,1.68,
record book,noun,4.17,2.49,5.72,1.54,
curiosity,noun,5.66,2.26,6.97,1.53,
settle,verb,4.7,2.48,4.09,2.21,
physical exercise,noun,6.84,2.06,7.13,1.58,
loss leader,noun,6.27,2.18,7.63,1.59,
dish,noun,5.24,2.09,6.65,2.23,
scissor hold,noun,4.47,1.76,5.05,0.96,
step,noun,5,2.32,3.64,2.08,
bliss,noun,7.38,1.92,7.98,1.52,
confront,verb,5.37,2.39,6.5,1.78,
artless,adj,5.32,1.92,7.7,1.43,
justify,verb,5.15,3.04,8.26,1.31,
entitle,verb,3.21,2.57,7.31,1.3,
visual aspect,noun,5.04,2.18,6.39,1.6,
chessman,noun,3.89,2.17,5.89,1.55,
meaningless,adj,4.17,2.02,4.61,1.63,
intense,adj,6.89,2.47,2.29,1.78,
punishment,noun,5.32,3.19,8.13,1.09,
flood lamp,noun,6,2.02,3.19,1.66,
pursuit,noun,5.66,2.26,6.97,1.53,
auditory ossicle,noun,4.58,2.02,4.88,1.16,
unprocessed,adj,5.07,2.37,3.12,1.65,
sensationalistic,adj,4.43,2.05,5.61,1.94,
prosperous,adj,4.48,2.82,7.1,1.91,
white,adj,4.61,2.24,5.39,1.8,
nerve,noun,5.04,2.18,6.39,1.6,
auto,noun,3.82,2.4,5.09,1.67,
discharge,verb,5,2.32,3.64,2.08,
hymenopteran,noun,5.5,2.17,3.37,1.63,
tenderise,verb,4.88,2.3,6.93,1.28,
shine,verb,6.22,1.91,2.73,1.72,
favor,verb,4.76,2.18,6.95,1.85,
squeeze,noun,5.35,2.76,8,1.55,
face up,verb,5.04,2.18,6.39,1.6,
sexual climax,noun,8.1,1.45,8.32,1.31,
degenerate,adj,4.98,2.48,3.5,2.16,
go back,verb,4.21,2.94,7.91,1.63,
break apart,verb,6.95,2.44,2.31,1.44,
flora,noun,4.68,2.33,3.06,1.75,
garland,noun,4.28,2.53,6.58,1.42,
piquance,noun,5.59,2.66,6.79,2.04,
corruption,noun,5.03,2.77,1.66,1.34,
deedbox,noun,3.86,2.72,7.07,1.9,
care for,verb,4.84,2.04,6.08,2.08,
start,verb,3.82,2.24,5.11,1.78,
legal community,noun,5,2.83,6.42,2.05,
addicted,adj,5.69,2.36,2.84,2.34,
wetland,noun,4.86,2.36,5.14,2.24,
gustatory sensation,noun,5.22,2.38,6.66,1.57,
crook,noun,4.79,2.51,2.93,1.66,
costless,adj,5.15,3.04,8.26,1.31,
sell,verb,4.12,1.83,5.66,1.02,
naive,adj,4.21,1.99,6.51,1.34,
disastrous,adj,4.61,2.24,5.39,1.8,
envy,noun,6.36,2.66,2.51,1.83,
histrion,noun,3.62,2.25,5.98,1.83,
emotional arousal,noun,7.63,1.91,2.34,1.32,
insect,noun,5.39,2.43,3.58,2.08,
horse cavalry,noun,3.89,2.17,5.89,1.55,
fastening,noun,4.07,2.15,4.64,1.36,
adult male,noun,4.58,2.37,6.32,1.6,
incorrect,adj,3.43,2.09,3.27,1.4,
unstimulating,adj,3.29,1.89,4.1,1.08,
loose,adj,4.48,2.82,7.1,1.91,
drill,noun,6.84,2.06,7.13,1.58,
unrecoverable,adj,5.82,2.62,2.82,1.83,
clowning,noun,5.85,2.81,8.37,0.94,
penetrate,verb,5.71,2.34,4.95,2.22,
preoccupation,noun,6.41,2.13,4.52,2.13,
worth,noun,4.52,2.52,6.22,2.06,
put up,verb,4.21,2.94,7.91,1.63,
slaphappy,adj,5.88,2.38,7.41,1.8,
ore,noun,4.65,2.13,5.2,1.28,
unkind,adj,5.33,2.04,4.74,2,
disgraced,adj,4.88,2.27,2.5,1.34,
champion,noun,5.5,2.66,6.88,1.93,
smoothen,verb,6.14,2.39,6.43,1.98,
nutrient,noun,4.97,2.49,6.61,1.78,
beingness,noun,6.02,2.62,7.27,1.88,
frolic,noun,5.89,2.37,6.98,1.97,
fill,verb,5.94,2.09,7.33,1.7,
hazard,verb,6.98,2.15,7.6,1.5,
save up,verb,4.95,2.19,6.45,1.93,
slip,verb,5.18,2.42,2.86,1.79,
robust,adj,3.76,2.06,4.9,1.02,
contrivance,noun,4.05,2.06,5.1,1.21,
infield,noun,5.53,2.96,7.92,1.2,
rabbit,noun,4.06,2.61,7.24,1.32,
child's room,noun,4.04,2.74,5.73,2.3,
talent,noun,6.14,2.76,7.77,2.24,
Gustavus Franklin Swift,noun,5.39,2.53,6.46,1.76,
bole,noun,4.18,2.19,5.09,1.57,
firing,noun,7.02,1.84,3.47,2.48,
clinical depression,noun,4.54,3.19,1.85,1.67,
trash dump,noun,4.12,2.36,3.21,1.87,
miserableness,noun,5.17,2.69,1.93,1.6,
Edward Young,noun,5.64,2.51,6.89,2.12,
distorted shape,noun,4.07,2.15,4.64,1.36,
sentiment,noun,5.86,1.81,7,1.34,
suspended,adj,5.62,2.39,3.07,1.74,
leger,noun,4.17,2.49,5.72,1.54,
Passion of Christ,noun,7.26,2.57,8.03,1.27,
desolation,noun,4.56,2.97,1.61,1.02,
emotional,adj,4.18,2.38,3.2,1.58,
jocund,adj,5.57,2.8,7.41,1.92,
dusk,noun,4.7,2.48,4.09,2.21,
skin,noun,5.28,2.51,4.32,1.91,
unit,noun,3.24,2.08,5.26,0.86,
lenient,adj,4.63,2.61,7.12,1.34,
acquisition,noun,5.74,2.46,6.69,1.77,
os,noun,4.75,1.85,4.27,1.83,
OR,noun,6.35,2.32,2.86,2.19,
break,verb,6.21,2.79,2,1.31,
renegade,noun,5.5,2.55,2.45,1.8,
selection,noun,4.74,2.23,6.49,1.31,
overt,adj,5.8,2.8,6.34,2.42,
hush,verb,2.82,2.13,5.58,1.83,
