word,cat,A_M,A_SD,V_M,V_SD
cry,verb,5.36,2.91,3.93,2.22,
gibe,verb,3.18,1.76,4.74,1.02,
face off,verb,5.04,2.18,6.39,1.6,
receiver,noun,4.78,2.82,6.73,1.47,
sess,noun,4.14,2.11,6.12,1.44,
field,noun,5.53,2.96,7.92,1.2,
gone,adj,5.73,2.73,1.94,1.76,
hepatotoxic,adj,6.4,2.41,2.1,1.48,
worsen,verb,5.69,2.15,7.65,1.16,
kick,noun,8.02,1.65,8.05,1.48,
melodic phrase,noun,4.71,2.09,6.93,1.47,
arouse,verb,5.85,2.49,1.9,1.26,
bold,adj,6.15,2.45,7.15,1.64,
at loggerheads,adj,6.44,2.28,2.73,1.5,
ordure,noun,4,2.14,4.56,1.72,
recalcitrant,adj,6.1,2.51,4.26,2.12,
delivery,noun,5.33,2.48,3.29,2.06,
van,noun,3.98,2.04,5.37,0.97,
spark,verb,4.86,2.56,5.46,0.98,
hot,adj,6.89,2.47,2.29,1.78,
straightarrow,adj,3.18,1.76,4.74,1.02,
scattered,adj,6.03,1.88,3.21,1.51,
recoil,verb,5.67,2.51,7.76,1.51,
unprofitable,adj,4.87,2.58,2.13,1.42,
possessed,adj,5.83,2.45,2.85,1.94,
sainted,adj,5.43,2.85,7.47,1.45,
cold,adj,4.75,2.56,3.5,1.85,
snip,noun,4.59,2.1,3.83,1.7,
made-to-order,adj,4.66,2.12,5.85,1.53,
rib,verb,5.83,2.73,3.13,2.24,
zippy,adj,5.9,2.42,7.9,1.49,
thrill,noun,4.9,2.35,4.31,2.18,
travel,verb,6.02,2.58,7.73,1.34,
onward motion,noun,6.02,2.58,7.73,1.34,
offender,noun,4.79,2.51,2.93,1.66,
shoot a line,verb,5.78,2.6,7.8,1.83,
broach,verb,5.62,2.25,7.36,1.38,
freeze,verb,5.15,3.04,8.26,1.31,
plash,verb,3.73,2.23,4.66,1.88,
part,verb,6.33,2.71,2.22,1.88,
slaveholding,adj,6.21,2.93,1.84,1.13,
phratry,noun,4.8,2.71,7.65,1.55,
stimulate,verb,5.67,2.18,5.45,2.02,
eat in,verb,5.69,2.51,7.47,1.73,
spunky,adj,5.89,2.37,6.98,1.97,
covering,noun,4.78,2.88,6.54,1.85,
play,noun,6.91,1.69,7.52,1.19,
disconcert,verb,6.5,2.49,2.13,1.81,
physical attraction,noun,6.44,3.35,8.72,0.7,
light,noun,6.02,2.71,7.55,1.68,
nail-biting,adj,6.53,2.1,3.56,1.36,
place,noun,4.08,1.92,5.24,1.59,
gismo,noun,4.05,2.06,5.1,1.21,
riskless,adj,3.86,2.72,7.07,1.9,
barky,adj,5.33,2.04,4.74,2,
mankind,noun,5.32,2.39,6.5,2.03,
lodge,verb,5.15,3.04,8.26,1.31,
token,noun,4.54,1.86,6.46,1.52,
owlish,adj,3.91,2.64,7.52,1.23,
square away,verb,3.98,2.22,6.3,1.56,
warp,verb,6.41,2.94,1.82,1.45,
popular music,noun,4.52,2.37,5.56,1.38,
misrepresent,verb,4.44,1.96,6.16,1.89,
ataraxis,noun,2.95,2.55,7.72,1.75,
advocate,noun,5.85,3.15,8.44,0.9,
set out,verb,3.82,2.24,5.11,1.78,
fatten out,verb,4.81,2.8,2.28,1.92,
spoken communication,noun,5.16,2.25,6.77,1.58,
risque,adj,4.31,2.2,6.76,1.78,
auriferous,adj,3.79,1.96,4.95,1.17,
stinky,adj,5.1,1.95,3.93,1.98,
pedal,noun,7.02,1.84,3.47,2.48,
assail,verb,6.83,2.7,1.8,1.23,
upshot,noun,5.1,2.4,6.21,1.63,
gospeller,noun,4.18,2.38,3.2,1.58,
loathsome,adj,6.09,2.44,2.96,2.37,
sacred writing,noun,4.17,2.49,5.72,1.54,
earnings,noun,6.68,1.78,7.63,1.3,
immaterial,adj,4.05,2.34,5.26,1.29,
unagitated,adj,2.39,2.13,7,1.77,
switch,verb,5,2.32,3.64,2.08,
tiptoe,adj,2.82,2.13,5.58,1.83,
bloodthirsty,adj,6.41,2,2.9,1.98,
applier,noun,5.78,2.09,7.1,1.46,
impede,verb,6.03,3.19,1.56,0.96,
outfit,verb,5.12,2.42,5.93,2.1,
tool,noun,4.7,2.59,3.98,1.73,
strain,verb,6.85,2.03,3.03,2.09,
habiliment,noun,4.49,2.5,6.07,1.61,
dumpsite,noun,4.12,2.36,3.21,1.87,
munition,noun,7.15,2.4,2.1,1.19,
free,verb,4.48,2.29,4.05,1.41,
saturnine,adj,4.28,2.21,4.71,2.36,
unfavorable judgment,noun,7.17,2.06,3.22,2.06,
polish off,verb,5.73,2.09,4.33,2.35,
unnatural,adj,5.38,2.23,2.43,1.27,
liquid body substance,noun,4.82,2.06,2.86,1.91,
young woman,noun,5.53,2.8,8.22,1.2,
brownness,noun,5.29,2.55,6.88,1.89,
aggressor,noun,5.57,2.61,4.23,2.41,
enlace,verb,4.07,2.15,4.64,1.36,
whacky,adj,5.88,2.38,7.41,1.8,
someone,noun,6.11,2.65,8.29,0.93,
working person,noun,5.12,2.26,5.51,1.8,
violate,verb,5.78,2.21,2.8,1.67,
cocain,noun,5.75,2.47,7.08,1.83,
import,noun,5.56,2.62,7,1.32,
doleful,adj,4.13,2.38,1.61,0.95,
ceremonial occasion,noun,5.97,2.85,7.82,1.56,
dead body,noun,4.02,2.41,4.68,1.97,
mold,verb,4.07,1.98,3.55,1.7,
jail,verb,3.88,2.15,5.24,1.65,
profane,adj,4.88,2.29,3.08,2.05,
discourtesy,noun,6.83,2.7,1.8,1.23,
chubby,adj,4.81,2.8,2.28,1.92,
actor,noun,4.07,2.19,2.74,1.64,
cure,noun,5.75,2.84,2.06,1.57,
riot,noun,7.04,1.96,3.88,2.07,
severalize,verb,7.36,1.91,8.05,1.53,
printed circuit,noun,3.36,2.12,4.82,1.23,
grime,verb,4.93,2.23,2.81,1.52,
incurvature,noun,4.54,3.19,1.85,1.67,
grainy,adj,4.21,1.84,4.55,1.42,
fair,adj,5.07,2.7,6.43,2.04,
face,noun,5.6,2.21,6.8,1.61,
raise,verb,7.17,2.06,3.22,2.06,
pose,verb,2.95,1.72,4.95,0.98,
touch on,verb,5.73,2.09,4.33,2.35,
here,adj,5.12,2.39,6.95,1.85,
honorable,adj,5.32,1.92,7.7,1.43,
odour,noun,5.05,2.36,6.76,1.48,
holler,verb,5,2.19,3.14,1.56,
case-hardened,adj,5.12,2.19,5.22,1.82,
form of address,noun,5.92,2.6,7.08,2.2,
subaltern,adj,3.83,2.05,3.07,1.57,
nourishment,noun,5.62,2.25,7.36,1.38,
deadly sin,noun,4.71,2.26,3.51,1.93,
chintzy,adj,3.83,2.05,3.07,1.57,
deteriorate,verb,3.81,2.29,3.79,2.12,
obvious,adj,3.52,2.05,4.39,1.46,
beautify,verb,4.6,2.35,6.02,1.66,
destroy,verb,4.14,2.3,2.93,1.76,
smelly,adj,4.93,2.23,2.81,1.52,
garment,verb,4.05,1.89,6.41,1.34,
unspeakable,adj,6.27,2.44,1.93,1.44,
slattern,noun,4.93,2.82,3.34,2.31,
cyprian,noun,5.85,2.93,2.3,2.11,
sport,noun,5.85,2.81,8.37,0.94,
study,noun,4.08,2.41,6.2,1.37,
jump for joy,verb,5.78,2.6,7.8,1.83,
medical practitioner,noun,5.86,2.7,5.2,2.54,
witticism,noun,7.22,2.01,8.37,1.11,
residence,noun,5.1,2.75,7.19,1.78,
bait,verb,5.87,2.56,4.84,2.51,
period,noun,6.02,2.62,7.27,1.88,
memory device,noun,5.42,2.25,6.62,1.5,
crossing,noun,3.91,1.92,4.36,1.21,
joyous,adj,5.57,2.8,7.41,1.92,
indifferent,adj,3.83,2.05,3.07,1.57,
activity,noun,5.74,2.46,6.69,1.77,
fervidness,noun,7.17,2.06,3.22,2.06,
blemish,verb,4.79,2.11,3.38,1.7,
subject matter,noun,6.44,2.58,8.2,1.15,
treat,verb,6.83,2.7,1.8,1.23,
vinegary,adj,5.1,1.95,3.93,1.98,
provender,noun,4.14,2.11,6.12,1.44,
sebaceous,adj,4.81,2.8,2.28,1.92,
forbid,verb,4.95,2.19,6.45,1.93,
girl,noun,3.17,2.23,7.27,1.36,
countenance,verb,4.54,1.86,6.46,1.52,
subject field,adj,4.5,1.91,6.89,1.7,
female monarch,noun,5.51,2.77,7.26,1.67,
reusable,adj,4.26,2.47,7.14,1.6,
refer,verb,6.26,2.61,2.79,2.12,
blacken,verb,4.37,2.14,6.47,1.59,
tump over,verb,5.86,2.4,2,1.18,
communicator,noun,5.74,2.38,3.48,2.33,
subdue,verb,5.44,2.68,6.93,1.83,
crack,noun,4.07,1.69,3.43,1.38,
sensory system,noun,5.22,2.38,6.66,1.57,
struggle,noun,6.56,2.34,4.13,1.78,
tiptop,adj,5.5,2.66,6.88,1.93,
mollycoddle,verb,5.53,2.8,8.22,1.2,
sorrow,verb,3.72,2.02,3.37,1.57,
fall,noun,4.7,2.41,7.23,1.8,
gentle,adj,4.63,2.61,7.12,1.34,
mighty,adj,5.83,2.69,6.84,1.8,
module,noun,5.42,2.25,6.62,1.5,
line,noun,5.89,2.37,6.98,1.97,
amass,verb,4.8,2.82,4.16,2.34,
goosy,adj,4.72,2.71,2.31,1.37,
disorder,verb,6.85,2.03,3.03,2.09,
body servant,noun,5.24,2.31,6.73,1.7,
day of rest,noun,5.04,2.66,7.55,1.85,
put across,verb,3.62,2.25,5.98,1.83,
lessen,verb,4.6,2.35,6.02,1.66,
unsuccessful,adj,5.09,3,2.34,1.66,
defeat,noun,6.63,2.84,8.32,1.16,
group,noun,5.94,2.09,7.33,1.7,
ruin,verb,6.81,3.17,1.25,0.91,
value,verb,6.96,2.17,2.76,2.12,
esthesis,noun,5.22,2.38,6.66,1.57,
unreal,adj,3.43,2.09,3.27,1.4,
drop,verb,4.14,2.3,2.93,1.76,
unrefined,adj,6.31,2.47,2.5,2.11,
figuring,noun,5.86,1.81,7,1.34,
smell,noun,5.46,2.47,7.02,1.84,
chitchat,verb,5.74,2.38,3.48,2.33,
treasonous,adj,6.56,2.21,1.93,1.61,
pioneer,verb,3.62,2.25,5.98,1.83,
figure,noun,4.19,2.45,6.32,1.74,
body waste,noun,4.97,2.49,6.61,1.78,
lubber,noun,4.8,2.82,4.16,2.34,
loving,adj,4.88,2.3,6.93,1.28,
starved,adj,5.13,2.44,3.58,2.01,
wretched,adj,5.38,2.23,2.43,1.27,
grip,verb,4.59,2.1,3.83,1.7,
higher cognitive process,noun,4.83,2.46,6.39,1.58,
gangdom,noun,4.8,2.71,7.65,1.55,
hurly burly,noun,5.71,2.34,4.95,2.22,
bother,verb,6.85,2.03,3.03,2.09,
extinct,adj,5.73,2.73,1.94,1.76,
debauch,verb,5.85,2.93,2.3,2.11,
motorbus,noun,3.55,1.8,4.51,1.57,
embarrassing,adj,5.12,2.19,5.22,1.82,
sexy,adj,6.63,2.7,7.97,1,
embellish,verb,4.91,2.57,6.58,1.78,
move,verb,4.7,2.48,4.09,2.21,
dolphin,noun,7.86,1.89,1.89,1.39,
ducky,noun,5.1,2.59,6.79,2.32,
vertical flute,noun,4.69,1.99,5.81,1.21,
business organization,noun,4.56,2.41,7.26,1.72,
armoured vehicle,noun,4.88,1.86,5.16,1.87,
block up,verb,5,2.83,6.42,2.05,
whipping,noun,6.77,2.42,1.64,1.18,
cling to,verb,4.4,2.67,7.72,1.92,
infuriated,adj,7.17,2.07,2.85,1.7,
saucy,adj,3.91,2.64,7.52,1.23,
cowardly,adj,4.43,2.05,5.61,1.94,
lop,verb,4.59,2.1,3.83,1.7,
Savior,noun,5.8,3.01,7.73,1.56,
dishonest,adj,4.67,2.35,3.32,2.32,
dismayed,adj,6.67,2.54,2,1.28,
substructure,noun,3.61,2.56,7.51,1.38,
chalk,noun,4.27,2.07,4.75,1.38,
abuzz,adj,6.38,1.78,5.02,2.02,
uncomparable,adj,4.83,2.66,2.41,1.77,
conduct,noun,4.56,1.78,5.64,1.34,
bacchanalia,noun,6.39,2.63,2.96,1.93,
deceive,verb,5.75,2.47,7.08,1.83,
somatic sensation,noun,6.5,2.49,2.13,1.81,
pokey,noun,5.49,2.67,1.95,1.27,
appall,verb,6.83,2.26,3.52,2.12,
outrage,verb,6.81,3.17,1.25,0.91,
rarified,adj,3.27,2.05,4.88,1.83,
adjudicator,noun,5.47,2.54,7.78,1.35,
unfearing,adj,5.6,2.21,6.8,1.61,
rear,verb,3.95,2.28,5.46,1.75,
women's rightist,noun,5,2.77,7.8,1.29,
nosey,adj,5.82,1.64,6.08,1.63,
severeness,noun,4.76,2.55,2.45,1.61,
vital,adj,5.5,2.74,7.25,2.22,
self-assured,adj,6.22,2.41,7.98,1.29,
rattling,adj,6.23,2.73,8.16,1.12,
reflex,noun,5.75,2.84,2.06,1.57,
glacial,adj,5.19,2.23,4.02,1.99,
wow,noun,6.39,2.63,2.96,1.93,
trickery,noun,5.75,2.45,2.67,1.66,
read,verb,6.84,2.06,7.13,1.58,
repellent,adj,4.93,2.23,2.81,1.52,
rascality,noun,5.76,1.95,5.57,2.05,
befouled,adj,4.88,2.29,3.08,2.05,
misrepresentaation,noun,6.1,2.77,1.56,0.79,
antecedent,noun,5.92,2.6,7.08,2.2,
achiever,noun,4.95,2.81,1.7,1.07,
sack,verb,7.17,2.06,3.22,2.06,
soul,noun,3.82,2.4,5.09,1.67,
giving,adj,5.95,2.73,7.93,1.47,
shit,verb,7.24,2.06,1.68,1.02,
fulfil,verb,5.41,2.43,6.63,1.68,
parcel of land,noun,5.53,2.96,7.92,1.2,
worn,adj,4.1,1.94,4.28,1.84,
topographic point,noun,4.28,2.53,6.58,1.42,
clan,noun,4.8,2.71,7.65,1.55,
agglomeration,noun,4.8,2.82,4.16,2.34,
percussive instrument,noun,3.22,2.23,5.22,0.91,
apprehensiveness,noun,3.83,2.33,1.88,1.23,
cherry,adj,5.29,2.04,6.41,1.61,
disesteem,noun,5.19,2.39,7.64,1.29,
protector,noun,5.85,3.15,8.44,0.9,
sexual morality,noun,5.9,1.83,7.66,1.24,
sense impression,noun,4.66,2.43,6.62,1.84,
fearful,adj,5.84,2.62,2.26,1.91,
pain in the neck,noun,4.49,2.69,3.27,1.86,
wizardly,adj,5.95,2.36,7.46,1.64,
sizeable,adj,3.98,2.22,6.3,1.56,
villain,noun,5.76,2.5,7.57,1.66,
drop down,verb,4.6,2.35,6.02,1.66,
Scheol,noun,5.38,2.62,2.24,1.62,
small-arm,noun,6.15,2.19,4.2,2.58,
environment,noun,3.88,1.99,5.33,0.87,
mere,adj,3.52,2.05,4.39,1.46,
give chase,verb,5.76,2.5,7.57,1.66,
vasoconstrictor,noun,5.19,2.23,4.02,1.99,
set back,verb,2.92,2.16,5.22,0.72,
sober,adj,4,1.87,5.08,1.59,
endeavour,noun,3.82,2.24,5.11,1.78,
ministration,noun,3.93,2.85,7.07,2.14,
day,noun,4.28,2.21,4.71,2.36,
trumpery,noun,4.17,2.02,4.61,1.63,
multiethnic,adj,4.98,2.59,6.88,1.82,
housing,noun,4.21,2.94,7.91,1.63,
souse,noun,5.69,2.36,2.84,2.34,
slumbrous,adj,2.82,2.13,5.58,1.83,
publicise,verb,4.12,2.3,6.34,1.56,
machine,noun,3.55,1.8,4.51,1.57,
prickteaser,noun,5.87,2.56,4.84,2.51,
want,verb,6.88,1.85,7.12,1.62,
laurels,noun,5.39,2.44,7.78,1.22,
enthral,verb,5.44,2.88,8.26,1.04,
coiffure,verb,4.05,1.89,6.41,1.34,
idle,adj,2.65,2.06,4.38,2.02,
relation,noun,5.21,2.75,7.58,1.48,
retard,noun,4.21,2.47,3.16,1.91,
citizen,noun,5.45,2.15,5.6,1.82,
weep,verb,4.57,2.38,3.52,1.99,
consider,verb,5.19,2.39,7.64,1.29,
married person,noun,4.93,2.22,6.33,1.97,
shorten,verb,4.65,2.13,5.2,1.28,
cheer,verb,4.9,2.35,4.31,2.18,
hold,verb,3.86,2.13,5.67,1.26,
pass away,verb,4.7,2.48,4.09,2.21,
Wagon,noun,3.98,2.04,5.37,0.97,
sham,noun,5.75,2.45,2.67,1.66,
dumbfounded,adj,7.47,2.09,7.47,1.56,
tormenter,noun,5.62,2.15,3.13,1.82,
set on,verb,6.83,2.26,3.52,2.12,
great,adj,5.43,2.85,7.47,1.45,
preferent,adj,5.1,2.59,6.79,2.32,
