word,cat,A_M,A_SD,V_M,V_SD
attaint,verb,4.93,2.23,2.81,1.52,
magisterial,adj,4.12,2.29,7.1,1.26,
refuse,verb,5.48,2.52,2.84,2.07,
well-to-do,adj,4.48,2.82,7.1,1.91,
top executive,noun,6.67,1.87,6.54,2.21,
strain,noun,5.86,1.81,7,1.34,
dazzled,adj,4.39,2.36,3.05,1.99,
pierced,adj,5,2.32,3.64,2.08,
saturnine,adj,5.1,1.95,3.93,1.98,
interlace,verb,4.07,2.15,4.64,1.36,
initiate,verb,5.62,2.25,7.36,1.38,
reverberate,verb,5.67,2.51,7.76,1.51,
stimulant,noun,4.38,2.24,5.72,2.43,
potable,noun,5.29,2.55,6.88,1.89,
dirty-minded,adj,4.88,2.29,3.08,2.05,
prize,verb,6.96,2.17,2.76,2.12,
have in mind,verb,4.25,2.47,5.55,2.24,
someone,noun,3.95,1.97,5.05,1.34,
violate,verb,5.78,2.21,2.8,1.67,
motorcoach,noun,3.55,1.8,4.51,1.57,
civilian,noun,5.24,2.31,6.73,1.7,
cherry-red,adj,5.29,2.04,6.41,1.61,
daredevil,adj,5.6,2.21,6.8,1.61,
profane,verb,6.26,2.61,2.79,2.12,
betray,verb,5.75,2.47,7.08,1.83,
bitter,adj,6.44,2.28,2.73,1.5,
call,verb,5.36,2.91,3.93,2.22,
muscular,adj,5.83,2.69,6.84,1.8,
make fun,verb,5.83,2.73,3.13,2.24,
incurvature,noun,3.91,1.92,4.36,1.21,
raise,verb,3.21,2.57,7.31,1.3,
dishy,adj,6.17,2.34,7.6,1.64,
touch on,verb,5.86,2.7,5.2,2.54,
locomote,verb,4.7,2.48,4.09,2.21,
nourishment,noun,3.68,2.57,5.95,2.16,
delude,verb,7.24,2.06,1.68,1.02,
beautify,verb,5.38,2.54,7,1.72,
liberal,adj,5.95,2.73,7.93,1.47,
fear,noun,8.02,1.65,8.05,1.48,
switch on,verb,5,2.32,3.64,2.08,
toss away,verb,4.16,2.16,2.67,1.45,
garment,verb,3.95,2.11,4.11,1.77,
dumfounded,adj,7.47,2.09,7.47,1.56,
counterfeit,adj,3.43,2.09,3.27,1.4,
exist,verb,5.52,2.45,2.88,1.64,
self-confident,adj,6.22,2.41,7.98,1.29,
entry,noun,3.8,2.29,5.13,1.44,
superpatriotic,adj,5.16,2.42,7.55,1.9,
obligate,verb,6.07,2.26,3.38,1.61,
body armor,noun,5.63,2.36,6.88,1.74,
balmy,adj,5.83,2.45,2.85,1.94,
tea cozey,noun,3.32,2.28,7.39,1.53,
defer,verb,2.92,2.16,5.22,0.72,
insurgent,adj,6.56,2.21,1.93,1.61,
conquer,verb,5.44,2.68,6.93,1.83,
darling,adj,6.38,2.68,8.64,0.71,
decent,adj,3.98,2.24,5.76,1.28,
treadle,noun,7.02,1.84,3.47,2.48,
figure,noun,5.5,2.66,6.88,1.93,
instrument,noun,4.89,2.46,6.28,1.45,
tense,adj,2.39,2.13,7,1.77,
chin-wagging,noun,5.74,2.38,3.48,2.33,
nervous,adj,5.94,2.36,2.17,1.21,
deplete,verb,6.22,1.91,2.73,1.72,
flop,verb,4.7,2.48,4.09,2.21,
reflex,noun,5.44,2.68,6.93,1.83,
imaginary place,noun,5.38,2.62,2.24,1.62,
dejection,noun,4,2.14,4.56,1.72,
grouping,noun,5.94,2.09,7.33,1.7,
throne,noun,4,2.14,4.56,1.72,
prepubescent,adj,4.15,1.96,3.39,1.7,
to-do,noun,5.71,2.34,4.95,2.22,
portion,noun,4.95,2.81,1.7,1.07,
true-blue,adj,5.16,2.42,7.55,1.9,
dirtiness,noun,3.98,2.29,3.37,1.34,
roguery,noun,5.76,1.95,5.57,2.05,
gelt,noun,5.64,2.18,6.74,1.73,
machine,noun,3.41,2.14,5,1.96,
slew,verb,5,2.32,3.64,2.08,
