word,cat,A_M,A_SD,V_M,V_SD
out-of-doors,noun,5.92,2.55,7.47,1.8,
arouse,verb,7.36,1.91,8.05,1.53,
ft,noun,3.27,1.98,5.02,0.93,
musical organization,noun,3.52,2.29,6.02,1.89,
identicalness,noun,4.95,2.24,6.57,1.99,
terror,noun,7.02,2.02,3.12,1.84,
speech act,noun,5.02,2.24,7.08,1.59,
unpleasant,adj,4.18,2.5,1.57,0.96,
layer,noun,5.75,2.47,7.08,1.83,
chomp,verb,6,2.43,7.18,1.97,
recourse,noun,4.3,2.26,4.35,1.23,
cold,adj,4.75,2.56,3.5,1.85,
triumph,noun,6.63,2.84,8.32,1.16,
snip,verb,4.05,1.89,6.41,1.34,
sample,verb,5.22,2.38,6.66,1.57,
blank,adj,4.37,2.14,6.47,1.59,
angiosperm,noun,4,2.44,6.64,1.78,
occupy,verb,6.95,2.44,2.31,1.44,
board,noun,2.92,2.16,5.22,0.72,
discipline,noun,5.41,2.73,3.55,2.54,
model,verb,4.07,1.98,3.55,1.7,
fantastic,adj,6.23,2.73,8.16,1.12,
serviceman,noun,5.24,2.31,6.73,1.7,
script,noun,4.17,2.49,5.72,1.54,
reinforcement,noun,4.95,2.62,7.53,1.67,
epithet,noun,4.25,2.47,5.55,2.24,
knowing,adj,3.91,2.64,7.52,1.23,
delectable,adj,5.34,2.51,7.5,1.08,
upset,verb,5.8,2.39,3.66,2,
part,noun,5.32,2.39,6.5,2.03,
conserve,noun,3.7,2.29,5.66,1.44,
quoin,noun,3.91,1.92,4.36,1.21,
party,noun,5.57,2.8,7.41,1.92,
credence,noun,5.4,2.7,7.98,1.42,
misidentify,verb,5.18,2.42,2.86,1.79,
full of life,adj,5.53,2.9,7.2,1.97,
dress up,verb,4.05,1.89,6.41,1.34,
torment,verb,6.1,2.77,1.56,0.79,
disability,noun,3.81,2.27,3.29,1.69,
smooth out,verb,4.91,2.57,6.58,1.78,
annoyance,noun,6.5,2.49,2.13,1.81,
pugnacious,adj,5.33,2.04,4.74,2,
multitude,noun,5.94,2.09,7.33,1.7,
unoccupied,adj,5.15,3.04,8.26,1.31,
snuggle,verb,4.4,2.67,7.72,1.92,
insufficient,adj,3.77,2.29,4.64,1.83,
peddle,verb,4.39,2.29,5.88,1.62,
shuttlecock,noun,3.17,2.23,7.27,1.36,
ride,verb,3.55,1.8,4.51,1.57,
missed,adj,5.82,2.62,2.82,1.83,
smutty,adj,4.61,2.24,5.39,1.8,
castle,noun,5.1,2.75,7.19,1.78,
graphite,noun,3.14,1.9,5.22,0.68,
ability,noun,6.67,1.87,6.54,2.21,
geological formation,noun,5.53,3.07,8.03,1.59,
annoy,verb,5.76,2.15,3.11,1.67,
noncompliant,adj,6.1,2.51,4.26,2.12,
snowy,adj,4.37,2.14,6.47,1.59,
temper,noun,5.5,2.91,8.56,0.81,
neural,adj,6.59,2.07,3.29,1.47,
stump,noun,4,2.14,4.56,1.72,
immaterial,adj,3.18,1.85,4.61,1.28,
pot,noun,4.14,2.11,6.12,1.44,
adequate to,adj,5.08,2.07,7.16,1.39,
judiciary,noun,3.59,2.07,4.61,1.4,
ridge,noun,5,2.83,6.42,2.05,
office staff,noun,4.08,1.92,5.24,1.59,
make,verb,5,2.32,3.64,2.08,
abhorrent,adj,5.04,2.3,4.23,2.3,
plaything,noun,4.36,2.18,5.03,1.23,
elbow joint,noun,3.81,2.14,5.12,0.92,
disdain,noun,5.28,2.04,3.85,2.13,
tool,noun,3.96,1.94,5.29,0.97,
particular,noun,4.1,2.24,5.55,1.58,
regale,verb,5.62,2.25,7.36,1.38,
emaciate,verb,4.14,2.3,2.93,1.76,
walk,noun,3.27,1.98,5.02,0.93,
ceremony,noun,4.94,3.21,1.39,0.87,
blaze,noun,5.38,2.62,2.24,1.62,
fraudulence,noun,5.75,2.45,2.67,1.66,
air travel,noun,4.12,2.3,6.34,1.56,
incubus,noun,7.59,2.23,1.91,1.54,
atrocious,adj,5.38,2.23,2.43,1.27,
hard cash,noun,7.37,2.21,8.37,1,
unwrap,verb,5.67,2.51,7.76,1.51,
ruling,noun,4.89,2.46,6.28,1.45,
journey,verb,6.21,2.51,7.1,2,
frump,noun,5.76,2.5,7.57,1.66,
paid,adj,3.18,1.76,4.74,1.02,
braw,adj,6.15,2.45,7.15,1.64,
Tree,noun,3.42,2.21,6.32,1.56,
young,adj,4.88,2.3,6.93,1.28,
game equipment,noun,5.89,2.37,6.98,1.97,
thankful,adj,4.58,2.14,7.37,0.97,
deliver,verb,4.95,2.19,6.45,1.93,
establish,verb,3.62,2.25,5.98,1.83,
beach wagon,noun,3.98,2.04,5.37,0.97,
grub,noun,5.28,2.96,2.06,1.47,
revolutionize,verb,5,2.53,6.97,1.91,
coy,adj,3.98,2.24,5.76,1.28,
rioting,noun,6.39,2.63,2.96,1.93,
sew,verb,3.46,1.92,3.65,1.61,
railing,noun,5,2.83,6.42,2.05,
print,verb,4.9,2.37,6.61,1.59,
pandemonium,noun,6.67,2.06,4.17,2.36,
reason,noun,4.75,2.5,6.82,1.96,
genetic mutation,noun,4.84,2.52,3.91,2.44,
pettiness,noun,6.74,1.84,8.1,1.36,
tribade,noun,5.12,2.27,4.67,2.45,
asterisk,verb,5.83,2.44,7.27,1.66,
coke,noun,5.75,2.47,7.08,1.83,
cognition,noun,3.93,2.29,5.24,2.01,
dedicated,adj,5.23,2.21,7.41,1.37,
banish,verb,5,2.83,6.42,2.05,
call,verb,4.25,2.47,5.55,2.24,
table,noun,3.36,2.12,4.82,1.23,
innocent,noun,5.51,2.06,6.45,1.76,
cloud-covered,adj,3.46,1.92,3.65,1.61,
desert,adj,4.14,2.3,2.93,1.76,
add,verb,3.68,2.57,5.95,2.16,
legislature,noun,4.56,2.41,7.26,1.72,
cyanogenetic,adj,6.4,2.41,2.1,1.48,
celestial body,noun,5.83,2.44,7.27,1.66,
payment,noun,4.95,2.62,7.53,1.67,
fear,noun,7.21,2.14,2.76,2.25,
ill-mannered,adj,6.31,2.47,2.5,2.11,
holy man,noun,4.49,1.9,6.49,1.7,
infirmary,noun,5.98,2.54,5.04,2.45,
whitened,adj,4.37,2.14,6.47,1.59,
fluent,adj,4.91,2.57,6.58,1.78,
instructor,noun,4.05,2.61,5.68,2.12,
drink,verb,4.78,2.34,5.95,2.19,
chew the fat,verb,5.74,2.38,3.48,2.33,
bombard,verb,7.15,2.4,2.1,1.19,
depository,noun,3.6,2.13,5.54,1.86,
killing,noun,6.77,2.42,1.64,1.18,
at fault,adj,6.04,2.76,2.63,1.98,
complimentary,adj,5.15,3.04,8.26,1.31,
system,noun,5.52,2.63,5.55,2.37,
sports equipment,noun,4.58,2.02,4.88,1.16,
low-key,adj,2.9,1.81,4.67,1.31,
land,noun,4.24,2.49,7.15,1.67,
bounce,verb,5.67,2.51,7.76,1.51,
Department of Education,noun,5.74,2.46,6.69,1.77,
hurting,noun,6.5,2.49,2.13,1.81,
disbelieving,adj,4.91,1.92,4.52,1.63,
negligence,noun,4.83,2.31,2.63,1.64,
activity,noun,7.22,2.01,8.37,1.11,
treat,verb,4.84,2.04,6.08,2.08,
fodder,noun,3.95,2.58,5.24,1.24,
dread,verb,6.96,2.17,2.76,2.12,
cloudiness,noun,3.46,1.92,3.65,1.61,
expedient,noun,4.14,2.05,3.43,1.62,
determine,verb,4.64,2.75,5.31,2.02,
blissfulness,noun,4.41,2.95,6.95,2.24,
phase angle,noun,3.98,1.82,5.17,0.79,
sincere,adj,5.32,1.92,7.7,1.43,
empty,adj,5.13,2.44,3.58,2.01,
lone,adj,4.51,2.68,2.17,1.76,
function,noun,4.08,1.92,5.24,1.59,
piano,adj,4.63,2.61,7.12,1.34,
wine cellar,noun,4.39,2.33,4.32,1.68,
music,noun,4.4,2.36,5.67,2.06,
charming,adj,5.95,2.36,7.46,1.64,
take care,verb,5,2.68,6.68,1.84,
react,verb,4,2.14,4.56,1.72,
vent,noun,6.33,2.21,4.84,2.14,
adagio,adj,3.39,2.22,3.93,1.6,
accent,verb,7.45,2.38,2.09,1.41,
animated,adj,5.5,2.74,7.25,2.22,
nip,noun,4.59,2.1,3.83,1.7,
sexual intercourse,noun,7,2.07,7.36,1.57,
net income,noun,6.68,1.78,7.63,1.3,
implant,verb,3.62,2.25,5.98,1.83,
balmy,adj,4.63,2.61,7.12,1.34,
plume,verb,5.83,2.48,7,2.11,
sorrow,noun,4.78,2.84,1.69,1.04,
fall,verb,4.7,2.48,4.09,2.21,
sweetheart,noun,6.06,2.91,8.11,1.35,
comb,verb,6.64,2.64,2.35,1.7,
straight,adj,3.18,1.76,4.74,1.02,
sanction,noun,4.25,2.47,5.55,2.24,
gender,noun,7.36,1.91,8.05,1.53,
custom-made,adj,4.66,2.12,5.85,1.53,
playing field,noun,4.08,2.41,6.2,1.37,
sight,noun,4.66,2.43,6.62,1.84,
matinee idol,noun,4.95,2.14,6.12,1.86,
familiarity,noun,5.6,2.65,7.98,1.22,
don,noun,5.92,2.6,7.08,2.2,
physical phenomenon,noun,6.67,1.87,6.54,2.21,
immature,adj,5.64,2.51,6.89,2.12,
organization,noun,3.82,2.4,5.09,1.67,
sunshine,noun,6.1,2.3,7.76,1.43,
finish,verb,4.05,1.89,6.41,1.34,
fierce,adj,6.89,2.47,2.29,1.78,
gem,noun,4.76,2.42,6.57,2.04,
perturb,verb,6.85,2.03,3.03,2.09,
emptiness,noun,4.98,2.31,4.3,1.91,
energy,adj,4.78,2.82,6.73,1.47,
tune,noun,4.98,2.52,7.07,1.79,
sunlight,noun,5.04,2.66,7.55,1.85,
necrosis,noun,5.7,2.96,2.28,1.91,
darling,noun,5.1,2.59,6.79,2.32,
base runner,noun,4.76,2.4,5.67,1.91,
decent,adj,4.38,2.69,6.55,2.44,
child-centered,adj,4.5,1.91,6.89,1.7,
pathetic,adj,5.88,2.38,7.41,1.8,
implementation,noun,5.71,2.74,2.37,2.06,
smell,verb,5.31,2.23,5.92,1.57,
prestigiousness,noun,5.86,2.08,7.26,1.9,
learner,noun,5.12,2.46,7.26,1.42,
thumb,verb,3.78,2.42,5.29,1.42,
spill,noun,4.7,2.48,4.09,2.21,
bathing tub,noun,4.36,2.59,6.69,1.57,
gang,noun,4.1,2.24,5.55,1.58,
use,verb,6.83,2.7,1.8,1.23,
starved,adj,5.61,2.53,2.39,1.82,
boring,adj,3.39,2.22,3.93,1.6,
H2O,noun,4.97,2.49,6.61,1.78,
party favor,noun,4.54,1.86,6.46,1.52,
energetic,adj,5.9,2.66,6.79,1.54,
rebellion,noun,6.56,2.34,4.13,1.78,
easily,adv,4.48,2.82,7.1,1.91,
celestial sphere,noun,3.88,1.99,5.33,0.87,
Hansen's disease,noun,6.29,2.23,2.09,1.4,
instrument,noun,4.33,1.78,5.19,1.27,
heater,noun,4.02,1.94,4.67,1.05,
tooth doctor,noun,5.73,2.13,4.02,2.23,
tense,adj,6.59,2.07,3.29,1.47,
dour,adj,4.28,2.21,4.71,2.36,
edit,verb,5,2.32,3.64,2.08,
lavishness,noun,4.75,2.91,7.88,1.49,
recognize,verb,5.27,2.31,7,1.52,
shuffle,verb,5,2.32,3.64,2.08,
structure,noun,3.8,2.29,5.13,1.44,
western fence lizard,noun,5.39,2.53,6.46,1.76,
slow down,verb,3.39,2.22,3.93,1.6,
post horse,noun,3.93,2.56,5.34,1.75,
celebrate,verb,6.69,2.84,7.86,1.83,
cowardly,adj,6.33,2.28,2.25,1.18,
ashen,adj,4.37,2.14,6.47,1.59,
buss,verb,7.32,2.03,8.26,1.54,
patty,noun,5,2.37,7.26,1.27,
chase away,verb,7.17,2.06,3.22,2.06,
fable,noun,4.88,1.76,6.39,1.34,
coffee,noun,5.29,2.55,6.88,1.89,
tonality,noun,3.7,2.18,5.68,1.62,
corruptness,noun,5.03,2.77,1.66,1.34,
permit,verb,5.3,2.66,6.68,2.71,
attendant,noun,4.88,2.3,6.93,1.28,
mania,noun,7.26,2.57,8.03,1.27,
calculating,adj,5.12,2.19,5.22,1.82,
athletic contest,noun,6.1,2.29,6.61,2.08,
pesticide,noun,4.14,2.28,5.45,1.63,
knowledgeable,adj,6.98,2.21,7.61,1.51,
stuff,verb,3.8,2.18,5.22,1.13,
dingy,adj,4.88,2.29,3.08,2.05,
lamia,noun,6.37,2.35,4.26,1.86,
vomiting,noun,5.75,2.84,2.06,1.57,
shape,verb,3.82,2.4,5.09,1.67,
trough,noun,3.47,2.12,5.33,1.33,
affable,adj,5.11,2.96,8.43,1.08,
skilled worker,noun,4.44,1.96,6.16,1.89,
superbia,noun,5.83,2.48,7,2.11,
letters patent,noun,3.5,1.84,5.29,1.08,
corrode,verb,5.69,2.51,7.47,1.73,
climax,noun,8.1,1.45,8.32,1.31,
mucky,adj,4.13,2.13,4.44,2.07,
powerfulness,noun,6.67,1.87,6.54,2.21,
care,verb,4.84,2.04,6.08,2.08,
firmly,adv,5.12,2.19,5.22,1.82,
out,adj,3.86,2.72,7.07,1.9,
fuel,verb,7.17,2.06,3.22,2.06,
hairdo,noun,6.64,2.64,2.35,1.7,
Grass,noun,4.14,2.11,6.12,1.44,
old woman,noun,6.13,2.71,8.39,1.15,
belligerent,adj,5.83,2.33,5.1,1.68,
by-blow,noun,6.07,2.15,3.36,2.16,
leader,noun,5.92,2.6,7.08,2.2,
attending,adj,5.12,2.39,6.95,1.85,
striver,noun,6.21,2.93,1.84,1.13,
giving,noun,6.14,2.76,7.77,2.24,
Muslim,noun,6.28,2.53,3.09,2.09,
make unnecessary,verb,4.95,2.19,6.45,1.93,
at leisure,adv,3.8,2.38,6.88,1.81,
basement,noun,4.39,2.33,4.32,1.68,
plank,noun,3.36,2.12,4.82,1.23,
hog,noun,4.2,2.42,5.07,1.97,
counter,noun,5,2.83,6.42,2.05,
dame,noun,3.17,2.23,7.27,1.36,
domain,noun,5.32,2.39,6.5,2.03,
bang-up,adj,5.43,2.85,7.47,1.45,
discharge pipe,noun,3.71,1.75,5.02,0.93,
dally,verb,6.91,1.69,7.52,1.19,
portion,noun,3.82,2.24,5.11,1.78,
babe,noun,5.53,2.8,8.22,1.2,
war hawk,noun,4.39,2.29,5.88,1.62,
Bench,noun,3.59,2.07,4.61,1.4,
dislike,verb,4.47,2.12,3.76,1.9,
ball field,noun,5.53,2.96,7.92,1.2,
faithlessly,adv,3.43,2.09,3.27,1.4,
stream,noun,4.51,2.42,6.85,1.69,
at large,adj,5.15,3.04,8.26,1.31,
please,verb,5.44,2.88,8.26,1.04,
come,verb,4.7,2.48,4.09,2.21,
appoint,verb,4.25,2.47,5.55,2.24,
cicatrix,noun,4.79,2.11,3.38,1.7,
legerity,noun,4.85,1.8,6.46,1.57,
environment,noun,4.21,2.94,7.91,1.63,
stealer,noun,6.89,2.13,2.13,1.69,
abeyant,adj,5.62,2.39,3.07,1.74,
starchy,adj,4.02,2.41,4.68,1.97,
odontalgia,noun,5.55,2.51,1.98,1.15,
flip,verb,4.27,2.17,7.37,1.4,
unfriendly,adj,6.44,2.28,2.73,1.5,
bird louse,noun,4.98,2.03,2.81,1.92,
cruel,adj,6.6,2.36,2.8,1.9,
tract,noun,4.08,2.41,6.2,1.37,
gossip,noun,4.38,2.24,5.72,2.43,
cupboard,noun,3.86,2.72,7.07,1.9,
hack,verb,5,2.32,3.64,2.08,
indecent,adj,5.04,2.3,4.23,2.3,
soreness,noun,4.17,2.44,2.19,1.23,
preserve,verb,4.95,2.19,6.45,1.93,
vacation,verb,6.59,2.73,7.55,2.14,
dislodge,verb,5.15,3.04,8.26,1.31,
unique,adj,4.83,2.66,2.41,1.77,
accident,noun,5.36,2.45,6.57,2.04,
enactment,noun,4.36,2.13,5.28,1.44,
condense,verb,4.65,2.13,5.2,1.28,
bomb calorimeter,noun,7.15,2.4,2.1,1.19,
inhale,verb,5,2.53,6.97,1.91,
luxuriousness,noun,4.75,2.91,7.88,1.49,
idle,adj,5.73,2.73,1.94,1.76,
discredited,adj,4.88,2.27,2.5,1.34,
anticipant,adj,5.78,2.09,7.1,1.46,
petroleum,noun,5.07,2.37,3.12,1.65,
defecate,verb,4,2.14,4.56,1.72,
fingerbreadth,noun,3.78,2.42,5.29,1.42,
shorten,verb,5,2.32,3.64,2.08,
computerized tomography,noun,4.38,2.24,5.72,2.43,
dilute,verb,5,2.32,3.64,2.08,
jolly,adv,6.03,2.22,7.75,1.26,
calamitous,adj,4.61,2.24,5.39,1.8,
true cat,noun,4.38,2.24,5.72,2.43,
alcohol-dependent,adj,5.69,2.36,2.84,2.34,
array,noun,3.62,1.91,5.17,0.85,
prizewinning,adj,5.85,3.15,8.44,0.9,
occupied,adj,6.77,2.07,8,1.38,
branding iron,noun,3.76,2.06,4.9,1.02,
Heaven,noun,5.61,3.2,7.3,2.39,
collision,noun,5.73,2.09,4.33,2.35,
derangement,noun,5.86,2.4,2,1.18,
publicize,verb,4.12,2.3,6.34,1.56,
advance,verb,6.02,2.58,7.73,1.34,
preen,verb,4.05,1.89,6.41,1.34,
sweetie,noun,5.5,2.73,8.42,0.83,
amusing,adj,7.22,2.01,8.37,1.11,
undiluted,adj,4.61,2.24,5.39,1.8,
discriminate,adj,4.38,2.69,6.55,2.44,
barricade,verb,5,2.83,6.42,2.05,
cancel,noun,4.09,2.37,6.59,1.57,
inanimate,adj,5.73,2.73,1.94,1.76,
pig it,verb,4.2,2.42,5.07,1.97,
compassion,noun,3.72,2.02,3.37,1.57,
correspondence,noun,5.02,2.24,7.08,1.59,
mistake,noun,4.07,1.69,3.43,1.38,
marketplace,noun,4.12,1.83,5.66,1.02,
replica,noun,5.11,2.84,7,2.01,
Adam,noun,7.38,1.92,7.98,1.52,
creature,noun,4.33,1.78,5.19,1.27,
capitulation,noun,4.7,2.48,4.09,2.21,
section,noun,4.36,2.13,5.28,1.44,
doss,verb,6.95,2.44,2.31,1.44,
student,noun,5.12,2.46,7.26,1.42,
societal,adj,4.98,2.59,6.88,1.82,
puritan,adj,4.31,2.2,6.76,1.78,
apparent,adj,3.52,2.05,4.39,1.46,
boxing,noun,7.15,2.19,3.76,2.63,
mill,noun,3.74,2.13,5.6,1.65,
fast,adj,3.39,2.22,3.93,1.6,
flabby,adj,4.63,2.61,7.12,1.34,
blank space,noun,5.14,2.54,6.78,1.66,
ocean trip,noun,5.55,2.23,6.25,1.91,
unfavorable,adj,6.44,2.28,2.73,1.5,
junk,verb,4.16,2.16,2.67,1.45,
present,verb,5.31,2.23,5.92,1.57,
spirit up,verb,5.56,2.62,7,1.32,
aerate,verb,4.86,2.56,5.46,0.98,
abdomen,noun,3.93,2.49,4.82,2.06,
slum area,noun,4.78,2.52,2.39,1.25,
Kuki,noun,3.31,1.98,5.29,1.27,
rage,noun,7.26,2.57,8.03,1.27,
hydrophobia,noun,6.1,2.62,1.77,0.97,
luxuria,noun,6.88,1.85,7.12,1.62,
lout,noun,4.8,2.82,4.16,2.34,
throw,verb,3.77,2.29,4.64,1.83,
electric cord,noun,3.54,2.09,5.1,1.09,
cauterize,verb,6.22,1.91,2.73,1.72,
arthropod,noun,4.07,2.46,4.07,2.16,
desecrate,verb,6.83,2.26,3.52,2.12,
supporter,noun,5.47,2.15,6.22,1.59,
eminence,noun,5.51,2.77,7.26,1.67,
darkness,noun,4.3,2.26,4.35,1.23,
change integrity,verb,4.44,1.96,6.16,1.89,
family unit,noun,4.8,2.71,7.65,1.55,
frigid,adj,5.19,2.23,4.02,1.99,
cool,adj,5.19,2.23,4.02,1.99,
graceful,adj,4.53,2.65,7.43,1.26,
embrace,verb,5.35,2.76,8,1.55,
vandalize,verb,3.7,2.18,5.68,1.62,
mendicant,noun,4.91,2.45,3.22,2.02,
invaluableness,noun,5.76,2.79,7.54,1.63,
glow,verb,6.22,1.91,2.73,1.72,
product,noun,4.17,2.49,5.72,1.54,
distortion,noun,6.1,2.77,1.56,0.79,
handicap,noun,5.1,2.31,2.83,1.56,
trip,verb,6.21,2.51,7.1,2,
addlebrained,adj,6.03,1.88,3.21,1.51,
look out,verb,4.1,2.12,5.78,1.51,
munificent,adj,4.93,2.4,6.21,2.03,
founder,noun,5.92,2.6,7.08,2.2,
bathroom,noun,4.16,2.31,7.33,1.45,
break up,verb,6.95,2.44,2.31,1.44,
bullet train,noun,5.33,2.48,3.29,2.06,
wound,verb,5.85,2.49,1.9,1.26,
responsibility,noun,4.07,1.69,3.43,1.38,
bleak,adj,4.61,2.24,5.39,1.8,
abashed,adj,5.87,2.55,3.03,1.85,
wretchedness,noun,5.17,2.69,1.93,1.6,
apathetic,adj,3.18,1.85,4.61,1.28,
square up,verb,3.18,1.76,4.74,1.02,
adept,noun,5.5,2.66,6.88,1.93,
maturity,noun,5.67,2.52,6.75,2.29,
animal,noun,5.57,2.61,4.23,2.41,
blessed,adj,6.49,2.77,8.21,1.82,
swear,verb,5.3,2.66,6.68,2.71,
currency,noun,5.7,2.66,7.59,1.4,
extraordinary,adj,6.29,2.43,2.93,2.15,
diligence,noun,4.47,2.43,5.3,1.61,
surprise,verb,5.71,2.34,4.95,2.22,
building,noun,5.71,2.17,5.88,1.87,
garbage dump,noun,4.12,2.36,3.21,1.87,
reddish,adj,5.29,2.04,6.41,1.61,
harmonize,verb,3.7,2.18,5.68,1.62,
bar,noun,5,2.37,7.26,1.27,
represent,verb,4.1,2.36,5.62,1.72,
unwholesome,adj,5.06,2.68,2.87,2.14,
natator,noun,4.82,2.49,6.54,1.64,
phallus,noun,5.54,2.63,5.9,1.72,
military personnel,noun,6.44,2.28,2.73,1.5,
becharm,verb,5.16,2.25,6.77,1.58,
set,noun,4.08,2.41,6.2,1.37,
crushed,adj,5.43,2.42,3.05,1.92,
Allied Command Europe,noun,5.5,2.66,6.88,1.93,
roast,verb,5.83,2.73,3.13,2.24,
mysterious,adj,4.84,2.57,6,2.21,
impaired,adj,5.43,2.42,3.05,1.92,
sourness,noun,5.1,1.95,3.93,1.98,
overawe,verb,3.49,2.13,5.57,1.53,
free people,noun,5.15,3.04,8.26,1.31,
box,noun,3.91,1.92,4.36,1.21,
queen regnant,noun,4.76,2.18,6.44,1.43,
circuit board,noun,3.36,2.12,4.82,1.23,
impartial,adj,3.18,1.85,4.61,1.28,
key,noun,4.1,2.36,5.62,1.72,
restrained,adj,3.98,2.24,5.76,1.28,
leap,noun,5.67,2.51,7.76,1.51,
calculator,noun,4.75,1.93,6.24,1.61,
cad,noun,5.76,2.5,7.57,1.66,
tension,noun,7.45,2.38,2.09,1.41,
connected,adj,6.77,2.07,8,1.38,
folderal,noun,4.17,2.02,4.61,1.63,
deliverance,noun,6.53,2.56,7.7,1.24,
slope,verb,4.7,2.48,4.09,2.21,
aroused,adj,6.53,2.1,3.56,1.36,
footlocker,noun,3.38,2.13,5.19,1.31,
sugarcoat,verb,4.58,2.4,6.54,2.09,
rusted,adj,3.77,2.16,3.86,1.47,
baggage,noun,4.18,2.19,5.09,1.57,
shop,verb,4.12,1.83,5.66,1.02,
unvarnished,adj,3.52,2.05,4.39,1.46,
redness,noun,5.29,2.04,6.41,1.61,
overanxious,adj,5.56,2.34,2.36,1.33,
digit,noun,3.78,2.42,5.29,1.42,
accidental,adj,5.38,2.58,6.02,1.77,
earthy,adj,4.09,2.37,6.59,1.57,
lifeless,adj,5.73,2.73,1.94,1.76,
night,noun,4.28,2.21,4.71,2.36,
carnival,noun,5.97,2.59,7.3,1.84,
meek,adj,3.98,2.24,5.76,1.28,
glad,adj,6.49,2.77,8.21,1.82,
nutrify,verb,4.29,2.51,6.46,1.69,
impressionable,adj,4.48,2.82,7.1,1.91,
gun barrel,noun,3.36,2.28,5.05,1.46,
file,noun,3.62,1.91,5.17,0.85,
denounce,verb,7.24,2.06,1.68,1.02,
intellectual,noun,4.75,2.5,6.82,1.96,
repay,verb,4.95,2.62,7.53,1.67,
worldly concern,noun,5.32,2.39,6.5,2.03,
greyback,noun,4.07,2.15,4.64,1.36,
tank car,noun,4.88,1.86,5.16,1.87,
beacon,noun,4.41,2.44,5.89,2.08,
glamor,noun,4.68,2.23,6.76,1.6,
evil,adj,6.09,2.44,2.96,2.37,
stock,verb,3.62,2.25,5.98,1.83,
solo,adv,4.83,2.66,2.41,1.77,
water faucet,noun,3.71,1.75,5.02,0.93,
accrue,verb,4.7,2.48,4.09,2.21,
poesy,noun,4,2.85,5.86,1.91,
intelligence,noun,5.17,2.11,5.3,1.67,
perceive,verb,4.53,2.72,6.73,1.75,
variola,noun,5.58,2.13,2.52,2.08,
suggest,verb,6.98,2.21,7.61,1.51,
suffering,noun,6.06,2.67,2.43,2.17,
condemnable,adj,4.79,2.51,2.93,1.66,
desire,verb,5.61,2.92,7.04,1.98,
decrepit,adj,4.1,2.07,3.26,1.47,
fell,verb,5,2.32,3.64,2.08,
joint,noun,3.81,2.14,5.12,0.92,
confiscate,adj,5.82,2.62,2.82,1.83,
common cold,noun,5.19,2.23,4.02,1.99,
toleration,noun,5.4,2.7,7.98,1.42,
closure by compartment,noun,6.56,2.54,2.48,2.11,
messenger,noun,4.76,2.4,5.67,1.91,
legal tender,noun,4.88,2.3,6.93,1.28,
nude painting,noun,6.41,2.09,6.82,1.63,
Christian church,noun,4.34,2.45,6.28,2.31,
jolly boat,noun,5.57,2.8,7.41,1.92,
depressed,adj,4.31,2.2,6.76,1.78,
wolf,noun,5.57,2.61,4.23,2.41,
sweetening,noun,4.51,2.25,6.73,1.7,
kid,verb,5.57,2.8,7.41,1.92,
sophisticate,verb,5.86,2.7,5.2,2.54,
warmness,noun,3.73,2.4,7.41,1.81,
bunny rabbit,noun,4.06,2.61,7.24,1.32,
understanding,noun,5.02,2.24,7.08,1.59,
sexual desire,noun,7.26,2.57,8.03,1.27,
rite,noun,4.08,1.92,5.24,1.59,
begin,verb,4.39,2.81,6.16,2.33,
plant,noun,4.68,2.33,3.06,1.75,
egotistic,adj,5.5,2.62,2.42,1.62,
arrow,noun,6.29,2.56,2.93,2.06,
isolated,adj,4.26,2.57,3.86,1.88,
Lie,noun,5.96,2.63,2.79,1.92,
defect,verb,4.95,2.36,3.02,1.66,
unprincipled,adj,4.98,2.48,3.5,2.16,
blase,adj,2.83,2.31,2.95,1.35,
periodical,noun,4.05,1.96,5.14,1.49,
scissors hold,noun,4.47,1.76,5.05,0.96,
hindrance,noun,3.81,2.27,3.29,1.69,
flower,noun,5.03,2.65,7.26,1.18,
uncongenial,adj,6.44,2.28,2.73,1.5,
sensualist,noun,7.24,1.97,7.43,1.53,
stratum,noun,3.61,2.56,7.51,1.38,
pretty,adv,5.57,2.8,7.41,1.92,
observe,verb,4.1,2.12,5.78,1.51,
ache,verb,6.22,1.91,2.73,1.72,
dressed ore,noun,4.65,2.13,5.2,1.28,
firearm,noun,6.35,2.04,4.02,2.76,
hinder,verb,3.81,2.27,3.29,1.69,
female child,noun,4.29,2.69,6.87,1.64,
root cellar,noun,4.39,2.33,4.32,1.68,
Earth,noun,5.32,2.39,6.5,2.03,
reinforce,verb,4.95,2.62,7.53,1.67,
terrifying,adj,6.23,2.73,8.16,1.12,
mentum,noun,3.31,1.98,5.29,1.27,
man,noun,4.61,2.24,5.39,1.8,
disgust,verb,6.56,2.34,4.13,1.78,
wreath,noun,4.28,2.53,6.58,1.42,
combatant,noun,3.17,1.84,5.33,1.2,
toilet,noun,4,2.14,4.56,1.72,
Cash,noun,7.37,2.21,8.37,1,
tease apart,verb,5.87,2.56,4.84,2.51,
contemptuous,adj,5.04,2.14,3.68,1.9,
plant louse,noun,4.98,2.03,2.81,1.92,
shift,noun,4.1,2.12,5.78,1.51,
resplendence,noun,6.02,2.71,7.55,1.68,
Sin,noun,5.78,2.21,2.8,1.67,
field of force,noun,4.08,2.41,6.2,1.37,
bowling alley,noun,4.91,2.42,4.48,1.97,
ingenuous,adj,4.21,1.99,6.51,1.34,
cask,noun,3.36,2.28,5.05,1.46,
