word,cat,A_M,A_SD,V_M,V_SD
sexual love,noun,6.44,3.35,8.72,0.7,
world,noun,5.24,2.31,6.73,1.7,
sheepskin,noun,5.67,2.8,8,1.39,
comfort,verb,4.4,3.08,7.3,1.85,
citizenry,noun,5.94,2.09,7.33,1.7,
opinion,noun,5.86,1.81,7,1.34,
gradation,noun,5,2.32,3.64,2.08,
incision,noun,4.7,2.59,3.98,1.73,
theater,noun,4.56,2.41,7.26,1.72,
severely,adv,5.12,2.19,5.22,1.82,
unrefined,adj,5.33,2.04,4.74,2,
example,noun,6.84,2.06,7.13,1.58,
harmful,adj,6.39,2.44,3.23,2.64,
durables,noun,4.05,2.06,5.1,1.21,
chitchat,noun,5.74,2.38,3.48,2.33,
induct,verb,2.95,1.72,4.95,0.98,
obstruct,verb,4.12,2.01,3.81,1.42,
careen,noun,4.52,2.37,5.56,1.38,
snub,noun,5,2.32,3.64,2.08,
stressed,adj,6.4,2.38,1.94,1.1,
track,noun,5,2.32,3.64,2.08,
drinking glass,noun,4.27,2.07,4.75,1.38,
figure,noun,3.14,1.9,5.22,0.68,
exultation,noun,5.78,2.6,7.8,1.83,
dupe,noun,6.06,2.32,2.18,1.48,
caption,noun,4.88,1.76,6.39,1.34,
fink,verb,4.95,2.36,3.02,1.66,
victory,noun,5.78,2.6,7.8,1.83,
paragon,noun,5.95,2.73,7.25,2.05,
trustingness,noun,5.3,2.66,6.68,2.71,
severe,adj,6.27,2.44,1.93,1.44,
inexperienced person,noun,4.21,1.99,6.51,1.34,
catastrophe,noun,6.33,2.7,1.73,1.13,
rocky,adj,5.33,2.04,4.74,2,
baffled,adj,5.82,2.62,2.82,1.83,
dusky,adj,4.7,2.41,7.23,1.8,
King,noun,5.51,2.77,7.26,1.67,
tower,noun,3.62,1.91,5.17,0.85,
aroma,noun,5.05,2.36,6.76,1.48,
pigeon,noun,3.79,2.28,6.9,1.54,
dishonest,adj,3.43,2.09,3.27,1.4,
tabular array,noun,2.92,2.16,5.22,0.72,
Christmas,noun,6.27,2.56,7.8,1.55,
off,adj,5.1,1.95,3.93,1.98,
mortify,verb,6.14,2.42,2.24,1.34,
bathe,verb,4.16,2.31,7.33,1.45,
choice,noun,4.74,2.23,6.49,1.31,
cut,verb,6.22,1.91,2.73,1.72,
release,verb,5.15,3.04,8.26,1.31,
beauteous,adj,6.17,2.34,7.6,1.64,
noncurrent,adj,5.73,2.73,1.94,1.76,
wreck,noun,6.95,2.44,2.31,1.44,
outrage,noun,5.12,2.22,3.32,1.81,
font,noun,5.04,2.18,6.39,1.6,
postpone,verb,2.92,2.16,5.22,0.72,
chew,verb,6,2.43,7.18,1.97,
out of practice,adj,3.77,2.16,3.86,1.47,
statistic,noun,3.83,2.29,5.76,1.65,
honor,verb,4.95,2.62,7.53,1.67,
shank,noun,4.71,2.84,4.9,2.2,
quenched,adj,4.94,2.63,7.94,1.19,
surety,noun,6.76,2.63,2.2,1.8,
postgraduate,adj,7.25,2.25,8.19,1.13,
unreverberant,adj,5.73,2.73,1.94,1.76,
aquatic vertebrate,noun,4,2.19,6.04,1.94,
blossom out,verb,5.03,2.65,7.26,1.18,
unblock,verb,5.15,3.04,8.26,1.31,
hired hand,noun,4.4,2.07,5.95,1.38,
invertebrate foot,noun,3.27,1.98,5.02,0.93,
warm up,verb,4.57,2.26,5.68,1.49,
achiever,noun,6.11,2.65,8.29,0.93,
rainwater,noun,3.65,2.35,5.08,2.51,
peace treaty,noun,2.95,2.55,7.72,1.75,
burn,verb,5,2.32,3.64,2.08,
iron,verb,5.44,2.1,3.9,2.01,
score,noun,6.44,3.35,8.72,0.7,
diary,noun,4.05,1.96,5.14,1.49,
exhibition hall,noun,5.1,2.75,7.19,1.78,
gag,verb,6.03,3.19,1.56,0.96,
Bible,noun,4.17,2.49,5.72,1.54,
decayed,adj,4.53,2.38,2.26,1.37,
bouquet,noun,4.79,2.54,6.07,1.97,
adversity,noun,4.76,2.55,2.45,1.61,
tongue,noun,5.8,2,3.62,2.18,
lay waste to,verb,4.14,2.3,2.93,1.76,
vesicate,verb,4.1,2.34,2.88,1.75,
battlemented,adj,5.36,2.37,4.39,1.63,
gun,noun,4.71,2.84,4.9,2.2,
endearing,adj,5.12,2.71,7.81,1.24,
hear,verb,5.39,2.22,7.15,1.49,
intimate,adj,3.32,2.28,7.39,1.53,
larn,verb,5.39,2.22,7.15,1.49,
inactive,adj,4.28,2.21,4.71,2.36,
combust,verb,6.22,1.91,2.73,1.72,
excellency,noun,5.54,2.67,8.38,0.96,
jaundiced,adj,4.43,2.05,5.61,1.94,
gramineous plant,noun,4.14,2.11,6.12,1.44,
scandal,noun,3.76,2.26,4.17,1.77,
notice,noun,5,2.68,6.68,1.84,
office,noun,6.67,1.87,6.54,2.21,
disclose,verb,5.04,2.18,6.39,1.6,
cheer,verb,5,2.53,6.97,1.91,
musical passage,noun,4.36,2.13,5.28,1.44,
dense,adj,3.39,2.22,3.93,1.6,
false,adj,5.1,1.95,3.93,1.98,
meddle,verb,4.95,2.01,4.1,1.88,
great,adj,6.24,2.59,7.75,1.75,
polish,verb,4.91,2.57,6.58,1.78,
simple machine,noun,3.82,2.4,5.09,1.67,
abridge,verb,5,2.32,3.64,2.08,
community,noun,4.56,2.41,7.26,1.72,
obviously,adv,3.52,2.05,4.39,1.46,
meet,verb,5.41,2.43,6.63,1.68,
cast-iron,adj,3.76,2.06,4.9,1.02,
head,verb,4.28,2.53,6.58,1.42,
United States Army,noun,5.03,2.03,4.72,1.75,
locomotive,noun,3.98,2.33,5.2,1.18,
squarely,adv,3.18,1.76,4.74,1.02,
delectation,noun,5.2,2.72,7.8,1.2,
spiritual being,noun,4.83,2.63,7.53,1.58,
junior-grade,adj,3.83,2.05,3.07,1.57,
pointer,noun,5.36,2.89,3.82,1.73,
crucial,adj,4.05,2.34,5.26,1.29,
male child,noun,4.58,2.37,6.32,1.6,
eventful,adj,5.53,2.9,7.2,1.97,
common,adj,4.21,1.84,4.55,1.42,
lamp,noun,4.05,2.28,5.57,1.19,
protozoal infection,noun,4.4,2.54,2.4,1.38,
cloth,noun,4.14,1.98,5.3,1.2,
exotic,adj,5.45,2.15,5.6,1.82,
stalk,noun,4.2,1.93,4,1.8,
greenness,noun,4.28,2.46,6.18,2.05,
ease up,verb,4.6,2.35,6.02,1.66,
unafraid,adj,3.14,2.47,7.57,1.76,
regular army,noun,5.03,2.03,4.72,1.75,
prepared,adj,5.36,2.37,4.39,1.63,
foreigner,noun,5.45,2.15,5.6,1.82,
gleeful,adj,6.21,2.3,7.45,1.77,
nonaccomplishment,noun,4.95,2.81,1.7,1.07,
unfold,verb,4.14,2.11,6.12,1.44,
go to bed,verb,3.61,2.56,7.51,1.38,
side,noun,5.04,2.18,6.39,1.6,
influence,verb,5.16,2.25,6.77,1.58,
overflow,noun,6,2.02,3.19,1.66,
six-gun,noun,5.55,2.39,4.02,2.44,
blood-filled,adj,6.41,2,2.9,1.98,
answer,verb,4.08,2.41,6.2,1.37,
cellular telephone,noun,4.08,2.19,3.82,1.7,
warm,adj,6.57,1.78,6.64,1.61,
tugboat,noun,3.95,2.28,5.46,1.75,
spartan,adj,5.26,2.36,3.2,1.74,
repair,verb,5.86,2.7,5.2,2.54,
basidiomycete,noun,4.72,2.33,5.78,2.22,
gash,noun,5,2.32,3.64,2.08,
brilliant,adj,5.4,2.33,7.5,1.55,
substance,noun,4.63,2.81,6.27,2.34,
creaseless,adj,4.91,2.57,6.58,1.78,
wheel,verb,3.47,2.12,5.33,1.33,
spine,noun,5.14,2.14,3.64,1.76,
exponent,noun,6.67,1.87,6.54,2.21,
pump,noun,6.34,2.25,7.39,1.53,
sorry,adj,5.74,2.32,2.28,1.42,
penitent,adj,4.69,1.98,5.53,1.86,
judicious,adj,3.91,2.64,7.52,1.23,
hitting,noun,5.73,2.09,4.33,2.35,
concentrated,adj,5.12,2.19,5.22,1.82,
benignant,adj,4.46,2.55,7.59,1.67,
wellness,noun,5.13,2.35,6.81,1.88,
guileless,adj,5.32,1.92,7.7,1.43,
absolutely,adv,5.73,2.73,1.94,1.76,
unsocial,adj,4.83,2.66,2.41,1.77,
write,verb,4.9,2.37,6.61,1.59,
elaborate,verb,4.1,2.24,5.55,1.58,
shortened,adj,5,2.32,3.64,2.08,
adamantine,adj,5.12,2.19,5.22,1.82,
pennant,noun,4.28,2.53,6.58,1.42,
carcase,noun,4.83,2.07,3.34,1.92,
dull,adj,4.63,2.61,7.12,1.34,
butt,noun,6.64,2.64,2.35,1.7,
intent,noun,5.56,2.62,7,1.32,
commercialize,verb,4.12,1.83,5.66,1.02,
performance,noun,5.71,2.74,2.37,2.06,
feather,verb,3.18,1.76,4.74,1.02,
film,noun,4.93,2.54,6.86,1.81,
violence,noun,8.17,1.4,2.41,1.86,
loop,verb,4.39,2.08,3.76,1.64,
tasty,adj,5.1,1.95,3.93,1.98,
fudge,verb,4.44,1.96,6.16,1.89,
couple on,verb,6.39,2.31,7.41,1.97,
member,noun,4.71,2.68,7.11,2.17,
bottleful,noun,4.79,2.44,6.15,1.49,
unplayful,adj,4,1.87,5.08,1.59,
mar,verb,6.41,2.94,1.82,1.45,
incomplete,adj,5.43,2.42,3.05,1.92,
monster,noun,6.76,2.68,2.11,1.56,
delinquent,adj,4.1,1.94,4.28,1.84,
arrogant,adj,5.56,3.01,8.03,1.56,
jewel,noun,5.53,2.96,7.92,1.2,
screaming,noun,7.04,1.96,3.88,2.07,
doorway,noun,3.8,2.29,5.13,1.44,
qualitative,adj,4.63,2.61,7.12,1.34,
liberate,verb,5.15,3.04,8.26,1.31,
graveyard,noun,4.82,2.66,2.63,1.4,
wild,adj,6.89,2.47,2.29,1.78,
rapture,noun,7.38,1.92,7.98,1.52,
create,verb,4.1,2.36,5.62,1.72,
contempt,noun,5.48,2.52,2.84,2.07,
cheer up,verb,6.12,2.45,8.1,1.17,
apartment,noun,5.52,2.49,6.81,1.64,
total darkness,noun,4.61,2.24,5.39,1.8,
important,adj,4,1.87,5.08,1.59,
comment,noun,5.74,2.38,3.48,2.33,
goodly,adj,3.98,2.22,6.3,1.56,
tonal pattern,noun,4.98,2.52,7.07,1.79,
price,noun,5.57,2.26,3.05,1.65,
the true,noun,5,2.77,7.8,1.29,
United States liquid unit,noun,3.59,2.51,5.39,2.01,
whiteness,noun,4.37,2.14,6.47,1.59,
mammilla,noun,5.56,2.55,6.27,1.81,
tone,noun,5.56,2.62,7,1.32,
eat,verb,5.69,2.51,7.47,1.73,
uncomfortableness,noun,4.17,2.44,2.19,1.23,
drollery,noun,5.85,2.81,8.37,0.94,
cab,verb,3.41,2.14,5,1.96,
forgo,verb,4.9,2.35,4.31,2.18,
sexual,adj,6.98,2.21,7.61,1.51,
prune,verb,5,2.32,3.64,2.08,
mind,noun,5.86,1.81,7,1.34,
self-respecting,adj,4.12,2.29,7.1,1.26,
cloth covering,noun,2.95,1.72,4.95,0.98,
scorbutus,noun,4.71,2.72,3.19,2,
White,noun,4.37,2.14,6.47,1.59,
gain,verb,6.68,1.78,7.63,1.3,
retention,noun,5.42,2.25,6.62,1.5,
sordid,adj,4.88,2.29,3.08,2.05,
subordinate,noun,5.24,2.31,6.73,1.7,
angular position,noun,4.54,3.19,1.85,1.67,
fresh,adj,3.91,2.64,7.52,1.23,
slayer,noun,7.86,1.89,1.89,1.39,
exuberate,verb,5.78,2.6,7.8,1.83,
press,noun,6.07,2.26,3.38,1.61,
breeze through,verb,5.5,2.66,6.88,1.93,
sing,verb,4.69,1.99,5.81,1.21,
hearty,adj,3.18,1.76,4.74,1.02,
flirting,noun,6.91,1.69,7.52,1.19,
airsick,adj,5.8,2.88,2.05,1.2,
youthfulness,noun,5.67,2.52,6.75,2.29,
blonde,noun,5.07,2.7,6.43,2.04,
stagnant,adj,5.73,2.73,1.94,1.76,
nosy-parker,noun,4.84,2.41,5.17,2.02,
clothing,noun,4.49,2.5,6.07,1.61,
indispose,verb,5.85,2.49,1.9,1.26,
loud,adj,6.38,1.78,5.02,2.02,
sinfulness,noun,5.78,2.21,2.8,1.67,
occasion,verb,5,2.53,6.97,1.91,
pad,verb,4.95,2.36,3.02,1.66,
gashed,adj,5,2.32,3.64,2.08,
beautiful,adj,6.03,2.22,7.75,1.26,
spirit,noun,6.34,2.25,7.39,1.53,
blunder,verb,5.78,2.21,2.8,1.67,
give birth,verb,3.36,2.18,5.89,1.73,
low,adj,3.74,2.33,5.86,1.42,
undemanding,adj,4.3,2.52,7.2,1.5,
cocoa,noun,5.29,2.55,6.88,1.89,
swage,verb,5.86,2.4,2,1.18,
impression,noun,4.89,2.46,6.28,1.45,
subterfuge,noun,4.39,2.36,3.05,1.99,
watchfulness,noun,6.36,2.66,2.51,1.83,
true statement,noun,5,2.77,7.8,1.29,
public opinion,noun,4.89,2.46,6.28,1.45,
cabinet,noun,3.38,2.13,5.19,1.31,
disquieted,adj,5.86,2.4,2,1.18,
acidify,verb,5.1,1.95,3.93,1.98,
sort,noun,4.46,2.55,7.59,1.67,
exhilarate,verb,8.02,1.65,8.05,1.48,
trim,verb,4.05,1.89,6.41,1.34,
bloom,verb,5.03,2.65,7.26,1.18,
letter of the alphabet,noun,4.9,2.37,6.61,1.59,
humiliate,verb,3.74,2.33,5.86,1.42,
guarantee,verb,3.14,2.47,7.57,1.76,
commiseration,noun,3.72,2.02,3.37,1.57,
aspirant,noun,5.78,2.09,7.1,1.46,
pillar,noun,3.62,1.91,5.17,0.85,
concern,noun,6.96,2.17,2.76,2.12,
visual sensation,noun,4.66,2.43,6.62,1.84,
teaser,noun,5.87,2.56,4.84,2.51,
thinker,noun,5,2.68,6.68,1.84,
packer,noun,5.12,2.26,5.51,1.8,
malodor,noun,4.36,2.46,2.19,1.37,
funny,adj,5.82,1.64,6.08,1.63,
joyousness,noun,7.22,2.13,8.6,0.71,
nausea,noun,5.61,2.67,2.25,1.71,
right,adj,5.43,2.85,7.47,1.45,
descent,noun,4.7,2.48,4.09,2.21,
destruct,verb,6.83,2.38,2.64,2.03,
copiousness,noun,5.51,2.63,6.59,2.01,
wind,verb,6.82,2.1,3.31,2.2,
futile,adj,4.87,2.58,2.13,1.42,
hate,verb,6.44,3.35,8.72,0.7,
loon,noun,5.04,2.1,6.45,1.55,
upper-class,adj,4.48,2.12,6.25,1.59,
brilliantly,adv,5.4,2.33,7.5,1.55,
overshadow,verb,4.3,2.26,4.35,1.23,
dead,adj,5.19,2.23,4.02,1.99,
steady,adj,3.14,2.47,7.57,1.76,
demolish,verb,6.83,2.38,2.64,2.03,
defunct,adj,5.73,2.73,1.94,1.76,
African-American,adj,4.61,2.24,5.39,1.8,
acquire,verb,7.72,2.16,8.38,0.92,
crap,noun,3.76,2.26,4.17,1.77,
writing implement,noun,3.14,1.9,5.22,0.68,
rotten,adj,5.74,2.26,2.38,1.71,
murder,verb,5.73,2.09,4.33,2.35,
jostle,verb,3.81,2.14,5.12,0.92,
Jesus,noun,5.8,3.01,7.73,1.56,
blackness,noun,4.61,2.24,5.39,1.8,
bob,noun,3.8,2.18,5.22,1.13,
queen,noun,5.51,2.77,7.26,1.67,
Church Father,noun,5.92,2.6,7.08,2.2,
colour,verb,4.73,2.64,7.02,1.57,
think about,verb,5,2.68,6.68,1.84,
crowd,noun,5.03,2.03,4.72,1.75,
consequence,noun,3.83,2.29,5.76,1.65,
anniversary,noun,6.68,2.11,7.84,1.92,
coarse,adj,5.07,2.37,3.12,1.65,
hushed,adj,2.82,2.13,5.58,1.83,
display panel,noun,3.36,2.12,4.82,1.23,
artwork,noun,4.86,2.88,6.68,2.1,
qui vive,noun,6.85,2.53,6.2,1.76,
mould,noun,4.07,1.98,3.55,1.7,
marriage,noun,5.97,2.85,7.82,1.56,
be,verb,5,2.32,3.64,2.08,
practice of medicine,noun,4.4,2.36,5.67,2.06,
Brother,noun,4.71,2.68,7.11,2.17,
assured,adj,6.22,2.41,7.98,1.29,
biography,noun,6.02,2.62,7.27,1.88,
dry quart,noun,3.59,2.51,5.39,2.01,
presence,noun,4.3,2.26,4.35,1.23,
electric chair,noun,3.15,1.77,5.08,0.98,
corsage,noun,5.46,2.47,7.02,1.84,
smile,verb,5.27,2.64,7.4,1.87,
promise,noun,4.64,2.88,8.14,1.23,
feeling,noun,4.41,2.3,5.98,1.71,
tenderize,verb,4.88,2.3,6.93,1.28,
alumnus,noun,7.25,2.25,8.19,1.13,
faint,adj,4.1,2.07,3.26,1.47,
malice,noun,6.08,2.44,2.68,1.81,
mint,verb,4.29,2.48,6.02,1.96,
Milk,noun,3.68,2.57,5.95,2.16,
spaceman,noun,5.28,2.11,6.66,1.6,
grease-gun,noun,7.02,1.84,3.47,2.48,
transit,verb,5,2.32,3.64,2.08,
iniquitous,adj,6.29,2.43,2.93,2.15,
contemn,verb,6.28,2.43,2.03,1.38,
cultural,adj,4.98,2.59,6.88,1.82,
medium,noun,4.63,2.81,6.27,2.34,
working dog,noun,5.12,2.26,5.51,1.8,
elated,adj,5.98,2.54,8.22,1.22,
award,noun,5.9,1.83,7.66,1.24,
stolon,noun,4.76,2.4,5.67,1.91,
collocate,verb,4.8,2.82,4.16,2.34,
strict,adj,4.66,2.47,3.66,2.12,
front,verb,5.04,2.18,6.39,1.6,
professional dancer,noun,6,2.2,7.14,1.56,
state of war,noun,7.49,2.16,2.08,1.91,
gambler,noun,4.95,2.57,2.25,1.48,
springtime,noun,5.67,2.51,7.76,1.51,
Hydra,noun,6.82,2.1,3.31,2.2,
birdwatch,verb,3.17,2.23,7.27,1.36,
afraid,adj,6.33,2.28,2.25,1.18,
pup,noun,5.85,2.78,7.56,1.9,
fecal matter,noun,4,2.14,4.56,1.72,
cheat on,verb,7.24,2.06,1.68,1.02,
kin,noun,4.8,2.71,7.65,1.55,
clean-cut,adj,3.98,2.22,6.3,1.56,
silence,noun,2.82,2.13,5.58,1.83,
forlornness,noun,4.56,2.97,1.61,1.02,
sexual urge,noun,7.36,1.91,8.05,1.53,
cheating,adj,4.93,2.23,2.81,1.52,
usage,noun,4.66,2.12,5.85,1.53,
relieve,verb,4.48,2.29,4.05,1.41,
vertical surface,noun,5.04,2.18,6.39,1.6,
coronate,verb,4.28,2.53,6.58,1.42,
rid,verb,5.15,3.04,8.26,1.31,
fortune,noun,4.95,2.81,1.7,1.07,
maleficence,noun,5.76,1.95,5.57,2.05,
amuck,adj,5.83,2.45,2.85,1.94,
ethical,adj,4.49,2.28,6.2,1.85,
A-one,adj,5.5,2.66,6.88,1.93,
natural object,noun,5.52,2.63,5.55,2.37,
ice mass,noun,4.24,2.29,5.5,1.25,
tradition,noun,4.66,2.12,5.85,1.53,
drama,noun,6.24,2.64,1.78,1.31,
beget,verb,6.13,2.71,8.39,1.15,
envenom,verb,6.05,2.82,1.98,1.44,
employ,noun,5.28,2.12,6.47,1.81,
arrangement,noun,5.02,2.24,7.08,1.59,
slub,noun,4.07,2.15,4.64,1.36,
pure,adj,4.37,2.14,6.47,1.59,
patent of invention,noun,3.5,1.84,5.29,1.08,
rock candy,noun,4.52,2.37,5.56,1.38,
placid,adj,2.82,2.13,5.58,1.83,
Fe,noun,3.76,2.06,4.9,1.02,
diseased,adj,5.06,2.68,2.87,2.14,
waggon,noun,3.98,2.04,5.37,0.97,
descend,verb,4.7,2.48,4.09,2.21,
strong,adj,5.12,2.19,5.22,1.82,
cloud,verb,3.46,1.92,3.65,1.61,
scum,noun,4.16,2.16,2.67,1.45,
bribe,verb,4.67,2.35,3.32,2.32,
goad,verb,5.36,2.89,3.82,1.73,
shoetree,verb,3.42,2.21,6.32,1.56,
region,noun,3.82,2.24,5.11,1.78,
hand clapping,noun,5.8,2.79,7.5,1.5,
celebrated,adj,5.73,2.68,6.98,2.07,
befoul,verb,4.93,2.23,2.81,1.52,
Scorpio,noun,5.38,3.08,3.69,2.63,
pardon,verb,4.48,2.29,4.05,1.41,
substantial,adj,4.05,2.34,5.26,1.29,
disgusting,adj,4.93,2.23,2.81,1.52,
get rid of,verb,4.88,2.36,2.43,1.56,
way,noun,4.36,2.13,5.28,1.44,
rock 'n' roll,noun,4.52,2.37,5.56,1.38,
clear the throat,verb,4.39,2.29,5.88,1.62,
loser,noun,4.95,2.81,1.7,1.07,
anticipation,noun,4.29,2.31,2.76,1.64,
portray,verb,5.12,2.39,6.95,1.85,
malignant neoplastic disease,noun,6.42,2.83,1.5,0.85,
bring around,verb,4.77,2.23,7.09,1.46,
apparel,noun,4.05,1.89,6.41,1.34,
heartache,noun,4.78,2.84,1.69,1.04,
titillating,adj,7.24,1.97,7.43,1.53,
dustpanful,noun,3.43,2,3.98,1.68,
dwelling,noun,4.21,2.94,7.91,1.63,
share,noun,5,2.32,3.64,2.08,
salutation,noun,5.31,2.23,5.92,1.57,
corrupt,adj,5.74,2.26,2.38,1.71,
smuggler,noun,4.76,2.4,5.67,1.91,
palsy,noun,4.73,2.83,1.98,1.44,
Black,noun,4.61,2.24,5.39,1.8,
playfulness,noun,7.22,2.01,8.37,1.11,
baby's room,noun,4.04,2.74,5.73,2.3,
king of beasts,noun,6.2,2.16,5.57,1.99,
tire,verb,3.81,2.29,3.79,2.12,
posting,noun,3.93,2.56,5.34,1.75,
admired,adj,6.38,2.68,8.64,0.71,
wary,adj,3.77,2.29,4.64,1.83,
bumper-to-bumper,adj,3.39,2.22,3.93,1.6,
cushion,noun,2.97,2.52,7.92,1.4,
unholy,adj,6.29,2.43,2.93,2.15,
physical,adj,4.09,2.37,6.59,1.57,
unwellness,noun,4.71,2.24,2.48,1.4,
cash in,verb,7.37,2.21,8.37,1,
shout,verb,7.04,1.96,3.88,2.07,
dish the dirt,verb,5.74,2.38,3.48,2.33,
kicking,noun,4.9,2.35,4.31,2.18,
sway,verb,4.52,2.37,5.56,1.38,
hangdog,adj,6.04,2.76,2.63,1.98,
send,verb,4.12,2.3,6.34,1.56,
world-weary,adj,2.83,2.31,2.95,1.35,
execute,verb,6.22,1.91,2.73,1.72,
water system,noun,4.97,2.49,6.61,1.78,
blasphemous,adj,4.31,2.2,6.76,1.78,
sign,verb,4.6,2.35,6.02,1.66,
movable barrier,noun,3.8,2.29,5.13,1.44,
felicitous,adj,6.49,2.77,8.21,1.82,
exemption,noun,5.52,2.72,7.58,2.04,
emancipated,adj,5.15,3.04,8.26,1.31,
disuse,noun,4.83,2.31,2.63,1.64,
emetic,noun,5.75,2.84,2.06,1.57,
hellion,noun,6.07,2.61,2.21,1.99,
sculpture,noun,3.46,1.72,5.17,0.7,
shave,verb,6.14,2.39,6.43,1.98,
testis,noun,3.76,2.39,5.29,1.82,
sunbathe,verb,5.04,2.66,7.55,1.85,
rubbish,noun,4.16,2.16,2.67,1.45,
caring,adj,4.88,2.3,6.93,1.28,
trouble oneself,verb,6.85,2.03,3.03,2.09,
Paradise,noun,5.12,3.38,8.72,0.6,
proclaim,verb,4.97,2.13,5.75,1.38,
pitch,noun,4.71,2.09,6.93,1.47,
gesticulate,verb,5.44,2.68,6.93,1.83,
separate,verb,5,2.32,3.64,2.08,
type,noun,4.37,2.51,7.65,1.37,
homo,noun,5.24,2.31,6.73,1.7,
reverential,adj,4.6,2.67,7.22,1.27,
toy dog,noun,5.11,2.84,7,2.01,
dance,verb,4.9,2.35,4.31,2.18,
wealth,noun,6.17,2.7,7.7,1.95,
untoughened,adj,4.88,2.3,6.93,1.28,
curious,adj,4.27,2.46,4.82,2.04,
maintenance,noun,4.3,2.29,3.95,2,
sphere of influence,noun,3.88,1.99,5.33,0.87,
carefree,adj,3.89,2.54,7.62,1.41,
building block,noun,3.75,2.49,5.59,1.87,
invest,verb,3.95,2.09,5.25,1.33,
sit,verb,2.95,1.72,4.95,0.98,
eggs,noun,3.76,2.39,5.29,1.82,
one,noun,5.5,2.66,6.88,1.93,
unassisted,adj,5.8,2.8,6.34,2.42,
solitariness,noun,4.56,2.97,1.61,1.02,
dining table,noun,3.36,2.12,4.82,1.23,
abrogation,noun,5.64,2.99,8.16,1.36,
airplane,noun,6.14,2.39,6.43,1.98,
insult,noun,6.83,2.7,1.8,1.23,
controversy,noun,7.15,2.19,3.76,2.63,
demoralized,adj,4.53,2.11,3,2.16,
force,noun,6.07,2.26,3.38,1.61,
interested,adj,5.82,1.64,6.08,1.63,
individual,noun,4.19,2.45,6.32,1.74,
wrong,noun,5.57,2.26,3.05,1.65,
bamboozle,verb,5.75,2.47,7.08,1.83,
profanation,noun,4.93,2.34,3.75,2.26,
offspring,noun,5.64,2.51,6.89,2.12,
immediate payment,noun,7.37,2.21,8.37,1,
insolate,verb,5.04,2.66,7.55,1.85,
decapitate,verb,6.56,2.54,2.48,2.11,
gay,adj,5.57,2.8,7.41,1.92,
compartment,noun,4.08,2.19,3.82,1.7,
liquid unit,noun,4.16,2.31,7.33,1.45,
niceness,noun,3.74,2.37,7.18,1.5,
gelatin,noun,3.7,2.29,5.66,1.44,
signal flag,noun,4.6,2.35,6.02,1.66,
diss,verb,6,2.46,2.29,1.33,
gondola,noun,6.24,2.04,7.73,1.63,
control panel,noun,3.36,2.12,4.82,1.23,
fix,verb,4.44,1.96,6.16,1.89,
probability,noun,5.38,2.58,6.02,1.77,
termination,noun,5.39,2.8,3.5,2.3,
fed up,adj,5.42,2.59,2.45,1.41,
felo-de-se,noun,5.73,3.14,1.25,0.69,
misuse,noun,6.83,2.7,1.8,1.23,
glass in,verb,4.27,2.07,4.75,1.38,
barbed,adj,4.24,2.17,3.95,2.09,
tree,verb,3.91,1.92,4.36,1.21,
union,noun,3.68,1.99,5.16,1.57,
Chaos,noun,6.67,2.06,4.17,2.36,
Lamb,noun,3.36,2.18,5.89,1.73,
campaign,noun,7.49,2.16,2.08,1.91,
falling,adj,4.63,2.61,7.12,1.34,
leery,adj,6.25,1.59,3.76,1.42,
asleep,adj,5.73,2.73,1.94,1.76,
derision,noun,5.83,2.73,3.13,2.24,
rich person,noun,6.14,2.7,8.03,1.42,
last,noun,4.59,3.07,1.61,1.4,
loom,verb,3.95,2.28,5.46,1.75,
improvement,noun,5.95,2.73,7.25,2.05,
down,adj,4.72,2.95,1.83,1.42,
yard,noun,4.39,2.35,6.71,1.74,
item,noun,4.1,2.24,5.55,1.58,
reaction,noun,5.41,2.43,6.63,1.68,
positron emission tomography,noun,5.1,2.59,6.79,2.32,
give notice,verb,7.17,2.06,3.22,2.06,
leg it,verb,3.27,1.98,5.02,0.93,
square toes,noun,3.18,1.76,4.74,1.02,
ovum,noun,3.76,2.39,5.29,1.82,
plane figure,noun,5.83,2.44,7.27,1.66,
amaze,verb,6.33,2.02,7.29,1.09,
acquaintance,noun,5.74,2.57,7.74,1.24,
diversion,noun,5.89,2.37,6.98,1.97,
airwave,noun,4.12,2.3,6.34,1.56,
consecrate,verb,4.05,2.59,7.19,1.69,
gloominess,noun,3.83,2.33,1.88,1.23,
salvage,verb,4.95,2.19,6.45,1.93,
vantage,noun,4.76,2.18,6.95,1.85,
difficult,adj,4,1.87,5.08,1.59,
possession,noun,6.75,2.3,8.27,0.9,
destruction,noun,6.33,2.7,1.73,1.13,
comfortableness,noun,3.93,2.85,7.07,2.14,
fashion,noun,5,2.32,3.64,2.08,
tense up,verb,6.53,2.1,3.56,1.36,
unmatched,adj,4.27,2.46,4.82,2.04,
kind,adj,3.21,2.57,7.31,1.3,
power hammer,noun,4.58,2.02,4.88,1.16,
dress,verb,4.49,2.5,6.07,1.61,
mucous secretion,noun,3.41,2.17,3.34,2.29,
attribute,noun,4.64,2.75,5.31,2.02,
flavor,noun,5.16,2.25,6.77,1.58,
awestruck,adj,5.74,2.31,6.7,1.38,
dawn,noun,5.06,3.05,7.86,1.35,
lapin,noun,4.02,2.19,6.57,1.92,
abundant,adj,4.48,2.82,7.1,1.91,
pair,verb,6.39,2.31,7.41,1.97,
