word,cat,A_M,A_SD,V_M,V_SD
knife,verb,5.8,2,3.62,2.18,
idea,noun,5.86,1.81,7,1.34,
milk,verb,3.68,2.57,5.95,2.16,
butterfly,verb,3.47,2.39,7.17,1.2,
golfer,noun,3.73,2.26,5.61,1.93,
nipple,noun,5.56,2.55,6.27,1.81,
scar,verb,4.79,2.11,3.38,1.7,
smallpox,noun,5.58,2.13,2.52,2.08,
rough,adv,5.33,2.04,4.74,2,
car,noun,6.24,2.04,7.73,1.63,
bored,adj,2.83,2.31,2.95,1.35,
breeze,verb,4.37,2.32,6.85,1.71,
runner,noun,4.76,2.4,5.67,1.91,
quiet,adv,2.82,2.13,5.58,1.83,
displeased,adj,5.64,2.48,2.79,2.23,
decorate,verb,5.14,2.39,6.93,1.3,
perfection,noun,5.95,2.73,7.25,2.05,
anguished,adj,5.33,2.69,2.12,1.56,
sickness,noun,5.61,2.67,2.25,1.71,
charm,verb,5.16,2.25,6.77,1.58,
humble,verb,3.74,2.33,5.86,1.42,
salute,verb,5.31,2.23,5.92,1.57,
pistol,noun,6.15,2.19,4.2,2.58,
excellence,noun,5.54,2.67,8.38,0.96,
violent,adj,6.89,2.47,2.29,1.78,
coin,verb,4.29,2.48,6.02,1.96,
engaged,adj,6.77,2.07,8,1.38,
waste,verb,4.14,2.3,2.93,1.76,
blister,verb,4.1,2.34,2.88,1.75,
fight,verb,7.15,2.19,3.76,2.63,
yellow,verb,4.43,2.05,5.61,1.94,
circle,verb,3.86,2.13,5.67,1.26,
shy,verb,3.77,2.29,4.64,1.83,
trust,verb,5.3,2.66,6.68,2.71,
city,noun,5.24,2.53,6.03,1.37,
crash,verb,6.95,2.44,2.31,1.44,
fraud,noun,5.75,2.45,2.67,1.66,
rejected,adj,6.37,2.56,1.5,1.09,
cockroach,noun,6.11,2.78,2.81,2.11,
pus,noun,4.82,2.06,2.86,1.91,
pig,verb,4.2,2.42,5.07,1.97,
sick,verb,4.29,2.45,1.9,1.14,
youth,noun,5.67,2.52,6.75,2.29,
bland,adj,3.29,1.89,4.1,1.08,
volcano,noun,6.33,2.21,4.84,2.14,
ship,verb,4.38,2.29,5.55,1.4,
radio,verb,4.78,2.82,6.73,1.47,
morbid,adj,5.06,2.68,2.87,2.14,
rainbow,noun,4.64,2.88,8.14,1.23,
disgusted,adj,5.42,2.59,2.45,1.41,
prairie,noun,3.41,2.17,5.75,1.43,
brother,noun,4.71,2.68,7.11,2.17,
haphazard,adv,4.07,2.18,4.02,1.41,
limber,verb,4.57,2.26,5.68,1.49,
orchestra,noun,3.52,2.29,6.02,1.89,
valentine,noun,6.06,2.91,8.11,1.35,
penalty,noun,5.1,2.31,2.83,1.56,
funeral,noun,4.94,3.21,1.39,0.87,
tidy,verb,3.98,2.22,6.3,1.56,
disdainful,adj,5.04,2.14,3.68,1.9,
thief,noun,6.89,2.13,2.13,1.69,
rusty,adj,3.77,2.16,3.86,1.47,
natural,noun,4.09,2.37,6.59,1.57,
obey,verb,4.23,1.72,4.52,1.88,
swift,noun,5.39,2.53,6.46,1.76,
hard,adv,5.12,2.19,5.22,1.82,
field,verb,4.08,2.41,6.2,1.37,
snob,noun,5.65,2.36,3.36,1.81,
lesbian,noun,5.12,2.27,4.67,2.45,
kick,verb,4.9,2.35,4.31,2.18,
patriot,noun,5.17,2.53,6.71,1.69,
sin,verb,5.78,2.21,2.8,1.67,
bold,noun,5.6,2.21,6.8,1.61,
chin,verb,3.31,1.98,5.29,1.27,
defiant,adj,6.1,2.51,4.26,2.12,
inferior,noun,3.83,2.05,3.07,1.57,
bankrupt,verb,6.21,2.79,2,1.31,
song,noun,6.07,2.42,7.1,1.97,
headlight,noun,3.81,2.22,5.24,1.51,
zest,verb,5.59,2.66,6.79,2.04,
black,verb,4.61,2.24,5.39,1.8,
protected,adj,4.09,2.77,7.29,1.79,
infection,noun,5.03,2.77,1.66,1.34,
umbrella,noun,3.68,1.99,5.16,1.57,
cold,noun,5.19,2.23,4.02,1.99,
triumph,verb,5.78,2.6,7.8,1.83,
rude,adj,6.31,2.47,2.5,2.11,
grass,verb,4.14,2.11,6.12,1.44,
pain,verb,6.5,2.49,2.13,1.81,
thrill,verb,8.02,1.65,8.05,1.48,
travel,verb,6.21,2.51,7.1,2,
square,adv,3.18,1.76,4.74,1.02,
priest,noun,4.41,2.71,6.42,2,
abundance,noun,5.51,2.63,6.59,2.01,
alive,adj,5.5,2.74,7.25,2.22,
board,verb,3.36,2.12,4.82,1.23,
mildew,verb,4.08,1.79,3.17,1.36,
optimism,noun,5.34,2.58,6.95,2.24,
egg,verb,3.76,2.39,5.29,1.82,
cancer,noun,6.42,2.83,1.5,0.85,
casino,noun,6.51,2.12,6.81,1.66,
cane,verb,4.2,1.93,4,1.8,
upset,verb,5.86,2.4,2,1.18,
happy,adj,6.49,2.77,8.21,1.82,
pizza,noun,5.24,2.09,6.65,2.23,
part,adv,3.82,2.24,5.11,1.78,
helpless,adj,5.34,2.52,2.2,1.42,
shark,verb,7.16,1.96,3.65,2.47,
riches,noun,6.17,2.7,7.7,1.95,
heal,verb,4.77,2.23,7.09,1.46,
hamburger,noun,4.55,2.14,6.27,1.5,
party,verb,6.69,2.84,7.86,1.83,
measles,noun,5.06,2.44,2.74,1.97,
poverty,noun,4.87,2.66,1.67,0.9,
liberty,noun,5.6,2.65,7.98,1.22,
louse,noun,4.98,2.03,2.81,1.92,
deceit,noun,5.68,2.46,2.9,1.63,
fever,noun,4.29,2.31,2.76,1.64,
cemetery,noun,4.82,2.66,2.63,1.4,
serious,adj,4,1.87,5.08,1.59,
reward,verb,4.95,2.62,7.53,1.67,
melody,noun,4.98,2.52,7.07,1.79,
snow,verb,5.75,2.47,7.08,1.83,
deformed,adj,4.07,2.34,2.41,1.66,
damage,verb,5.57,2.26,3.05,1.65,
untroubled,adj,3.89,2.54,7.62,1.41,
snuggle,verb,4.16,2.8,7.92,1.24,
sleep,verb,2.8,2.66,7.2,1.77,
slaughter,verb,6.77,2.42,1.64,1.18,
highway,noun,5.16,2.44,5.92,1.72,
narcotic,noun,4.93,2.57,4.29,2.3,
panic,verb,7.02,2.02,3.12,1.84,
annoy,verb,6.49,2.17,2.74,1.81,
inhabitant,noun,3.95,1.97,5.05,1.34,
disturb,verb,5.8,2.39,3.66,2,
pity,verb,3.72,2.02,3.37,1.57,
pie,noun,4.2,2.4,6.41,1.89,
feeble,adj,4.1,2.07,3.26,1.47,
proud,adj,5.56,3.01,8.03,1.56,
detest,verb,6.06,2.39,2.17,1.3,
vanity,noun,4.98,2.31,4.3,1.91,
memory,noun,5.42,2.25,6.62,1.5,
tool,verb,4.33,1.78,5.19,1.27,
lucky,adj,6.53,2.34,8.17,1.06,
doctor,verb,5.86,2.7,5.2,2.54,
food,noun,5.92,2.11,7.65,1.37,
saint,verb,4.49,1.9,6.49,1.7,
wasp,noun,5.5,2.17,3.37,1.63,
game,verb,5.89,2.37,6.98,1.97,
leprosy,noun,6.29,2.23,2.09,1.4,
hotel,noun,4.8,2.53,6,1.77,
free,adv,5.15,3.04,8.26,1.31,
aloof,adj,4.28,2.1,4.9,1.92,
toothache,noun,5.55,2.51,1.98,1.15,
mobility,noun,5,2.18,6.83,1.79,
knot,verb,4.07,2.15,4.64,1.36,
reptile,noun,5.18,2.19,4.77,2,
outdoors,adv,5.92,2.55,7.47,1.8,
young,noun,5.64,2.51,6.89,2.12,
banner,noun,3.83,1.95,5.4,0.83,
thankful,adj,4.34,2.31,6.89,2.29,
unhappy,adj,4.18,2.5,1.57,0.96,
murderer,noun,7.47,2.18,1.53,0.96,
overcast,verb,3.46,1.92,3.65,1.61,
lazy,adj,2.65,2.06,4.38,2.02,
astonished,adj,6.58,2.22,6.56,1.61,
spider,noun,5.71,2.21,3.33,1.72,
pencil,verb,3.14,1.9,5.22,0.68,
paint,verb,4.1,2.36,5.62,1.72,
surgery,noun,6.35,2.32,2.86,2.19,
pet,verb,5.1,2.59,6.79,2.32,
lively,adj,5.53,2.9,7.2,1.97,
ugly,adj,5.38,2.23,2.43,1.27,
jail,verb,5.49,2.67,1.95,1.27,
mold,verb,4.07,1.98,3.55,1.7,
penis,noun,5.54,2.63,5.9,1.72,
betray,verb,7.24,2.06,1.68,1.02,
spanking,noun,5.41,2.73,3.55,2.54,
nature,noun,4.37,2.51,7.65,1.37,
alien,verb,5.45,2.15,5.6,1.82,
bomb,verb,7.15,2.4,2.1,1.19,
movie,noun,4.93,2.54,6.86,1.81,
mystic,noun,4.84,2.57,6,2.21,
pinch,verb,4.59,2.1,3.83,1.7,
riot,verb,6.39,2.63,2.96,1.93,
gripe,verb,5,2.19,3.14,1.56,
ankle,noun,4.16,2.03,5.27,1.54,
life,noun,6.02,2.62,7.27,1.88,
merry,adj,5.9,2.42,7.9,1.49,
muscular,adj,5.47,2.2,6.82,1.63,
water,verb,4.97,2.49,6.61,1.78,
table,verb,2.92,2.16,5.22,0.72,
grime,verb,3.98,2.29,3.37,1.34,
innocent,noun,4.21,1.99,6.51,1.34,
face,verb,5.04,2.18,6.39,1.6,
dagger,noun,6.14,2.64,3.38,1.77,
scurvy,noun,4.71,2.72,3.19,2,
kindness,noun,4.3,2.62,7.82,1.39,
bowl,verb,3.47,2.12,5.33,1.33,
failure,noun,4.95,2.81,1.7,1.07,
destroy,verb,6.83,2.38,2.64,2.03,
friendly,noun,5.11,2.96,8.43,1.08,
cyclone,noun,6.36,2.89,3.6,2.38,
fear,verb,6.96,2.17,2.76,2.12,
hostile,noun,6.44,2.28,2.73,1.5,
garment,verb,4.49,2.5,6.07,1.61,
flood,verb,6,2.02,3.19,1.66,
manner,noun,4.56,1.78,5.64,1.34,
wealthy,adj,5.8,2.73,7.7,1.34,
improve,verb,5.69,2.15,7.65,1.16,
embarrassed,adj,5.87,2.55,3.03,1.85,
unfaithful,adj,6.2,2.7,2.05,1.55,
rabies,noun,6.1,2.62,1.77,0.97,
truck,verb,4.84,2.17,5.47,1.88,
sphere,noun,3.88,1.99,5.33,0.87,
indifferent,adj,3.18,1.85,4.61,1.28,
storm,verb,5.71,2.34,4.95,2.22,
star,verb,5.83,2.44,7.27,1.66,
rape,verb,6.81,3.17,1.25,0.91,
history,noun,3.93,2.29,5.24,2.01,
rigid,adj,4.66,2.47,3.66,2.12,
journal,noun,4.05,1.96,5.14,1.49,
lightning,noun,6.61,1.77,4.57,2.66,
angry,adj,7.17,2.07,2.85,1.7,
disloyal,adj,6.56,2.21,1.93,1.61,
treat,verb,5.62,2.25,7.36,1.38,
quarrel,verb,6.29,2.56,2.93,2.06,
alley,noun,4.91,2.42,4.48,1.97,
joy,verb,7.22,2.13,8.6,0.71,
abortion,noun,5.39,2.8,3.5,2.3,
insolent,adj,5.38,2.37,4.35,1.76,
cliff,noun,6.25,2.15,4.67,2.08,
cuddle,verb,4.4,2.67,7.72,1.92,
earth,verb,4.24,2.49,7.15,1.67,
pervert,verb,6.26,2.61,2.79,2.12,
massacre,verb,5.33,2.63,2.28,1.74,
modest,adj,3.98,2.24,5.76,1.28,
nonsense,noun,4.17,2.02,4.61,1.63,
girl,noun,4.29,2.69,6.87,1.64,
nursery,noun,4.04,2.74,5.73,2.3,
radiator,noun,4.02,1.94,4.67,1.05,
house,verb,4.56,2.41,7.26,1.72,
passage,noun,4.36,2.13,5.28,1.44,
dream,verb,4.53,2.72,6.73,1.75,
music,noun,5.32,3.19,8.13,1.09,
obscene,adj,5.04,2.3,4.23,2.3,
danger,noun,7.32,2.07,2.95,2.22,
mischief,noun,5.76,1.95,5.57,2.05,
demon,noun,6.76,2.68,2.11,1.56,
tumor,noun,6.51,2.85,2.36,2.04,
finger,verb,3.78,2.42,5.29,1.42,
body,verb,5.52,2.63,5.55,2.37,
sugar,verb,5.64,2.18,6.74,1.73,
odd,adj,4.27,2.46,4.82,2.04,
glass,verb,4.27,2.07,4.75,1.38,
tragedy,noun,6.24,2.64,1.78,1.31,
savior,noun,5.8,3.01,7.73,1.56,
loyal,adj,5.16,2.42,7.55,1.9,
news,noun,5.17,2.11,5.3,1.67,
gymnast,noun,5.02,2.2,6.35,1.79,
foul,verb,4.93,2.23,2.81,1.52,
people,verb,5.94,2.09,7.33,1.7,
abduction,noun,5.53,2.43,2.76,2.06,
fall,verb,4.7,2.48,4.09,2.21,
gentle,verb,3.21,2.57,7.31,1.3,
advantage,verb,4.76,2.18,6.95,1.85,
alone,adv,4.83,2.66,2.41,1.77,
sweetheart,noun,5.5,2.73,8.42,0.83,
mighty,adv,5.61,2.38,6.54,2.19,
venom,noun,6.08,2.44,2.68,1.81,
embattled,adj,5.36,2.37,4.39,1.63,
hell,noun,5.38,2.62,2.24,1.62,
gender,noun,4.38,2.13,5.73,1.55,
ridicule,verb,5.83,2.73,3.13,2.24,
tomb,noun,4.73,2.72,2.94,1.88,
immature,adj,4.15,1.96,3.39,1.7,
hit,verb,5.73,2.09,4.33,2.35,
malaria,noun,4.4,2.54,2.4,1.38,
mucus,noun,3.41,2.17,3.34,2.29,
cute,adj,5.53,2.71,7.62,1.01,
moment,noun,3.83,2.29,5.76,1.65,
cozy,noun,3.32,2.28,7.39,1.53,
world,noun,5.32,2.39,6.5,2.03,
comfort,verb,3.93,2.85,7.07,2.14,
tune,verb,4.71,2.09,6.93,1.47,
sunlight,noun,6.1,2.3,7.76,1.43,
opinion,noun,4.89,2.46,6.28,1.45,
agony,noun,6.06,2.67,2.43,2.17,
hay,verb,3.95,2.58,5.24,1.24,
computer,noun,4.75,1.93,6.24,1.61,
filth,noun,5.12,2.32,2.47,1.68,
selfish,adj,5.5,2.62,2.42,1.62,
mantel,noun,3.27,2.23,4.93,1.4,
razor,verb,5.36,2.44,4.81,2.16,
nonchalant,adj,3.12,1.93,4.74,1.11,
erotic,noun,7.24,1.97,7.43,1.53,
weapon,noun,6.03,1.89,3.97,1.92,
sky,verb,4.27,2.17,7.37,1.4,
lonely,adj,4.51,2.68,2.17,1.76,
hospital,noun,5.98,2.54,5.04,2.45,
kerchief,noun,3.43,2.08,5.11,1.33,
success,noun,6.11,2.65,8.29,0.93,
prestige,noun,5.86,2.08,7.26,1.9,
intruder,noun,6.86,2.41,2.77,2.32,
hooker,noun,4.93,2.82,3.34,2.31,
elegant,adj,4.53,2.65,7.43,1.26,
victory,noun,6.63,2.84,8.32,1.16,
avenue,noun,4.12,2.01,5.5,1.37,
sexy,adj,7.36,1.91,8.02,1.12,
engine,noun,3.98,2.33,5.2,1.18,
home,verb,4.21,2.94,7.91,1.63,
severe,adj,5.26,2.36,3.2,1.74,
god,noun,5.95,2.84,8.15,1.27,
tense,verb,6.53,2.1,3.56,1.36,
horror,noun,7.21,2.14,2.76,2.25,
millionaire,noun,6.14,2.7,8.03,1.42,
circus,noun,5.97,2.59,7.3,1.84,
burdened,adj,5.63,2.07,2.5,1.32,
ketchup,noun,4.09,2.08,5.6,1.35,
debt,noun,5.68,2.74,2.22,1.17,
skyscraper,noun,5.71,2.17,5.88,1.87,
nervous,adj,6.59,2.07,3.29,1.47,
hostage,noun,6.76,2.63,2.2,1.8,
context,noun,4.22,2.24,5.2,1.38,
contents,noun,4.32,2.14,4.89,0.89,
tower,verb,3.95,2.28,5.46,1.75,
repentant,adj,4.69,1.98,5.53,1.86,
swimmer,noun,4.82,2.49,6.54,1.64,
identity,noun,4.95,2.24,6.57,1.99,
impotent,adj,4.57,2.59,2.81,1.92,
door,noun,3.8,2.29,5.13,1.44,
torture,verb,6.1,2.77,1.56,0.79,
virtue,noun,4.52,2.52,6.22,2.06,
relaxed,adj,2.39,2.13,7,1.77,
cut,verb,5,2.32,3.64,2.08,
vampire,noun,6.37,2.35,4.26,1.86,
clock,verb,4.02,2.54,5.14,1.54,
solemn,adj,3.56,1.95,4.32,1.51,
putrid,adj,5.74,2.26,2.38,1.71,
outrage,verb,6.83,2.26,3.52,2.12,
family,noun,4.8,2.71,7.65,1.55,
honor,verb,5.9,1.83,7.66,1.24,
athletics,noun,6.1,2.29,6.61,2.08,
bus,verb,3.55,1.8,4.51,1.57,
abuse,verb,6.83,2.7,1.8,1.23,
spray,verb,4.14,2.28,5.45,1.63,
mutilate,verb,6.41,2.94,1.82,1.45,
cuisine,noun,4.39,1.99,6.64,1.48,
taxi,verb,3.41,2.14,5,1.96,
mail,verb,5.63,2.36,6.88,1.74,
beast,noun,5.57,2.61,4.23,2.41,
sad,adj,4.13,2.38,1.61,0.95,
quick,adv,6.57,1.78,6.64,1.61,
hug,verb,5.35,2.76,8,1.55,
window,noun,3.97,2.01,5.91,1.38,
agility,noun,4.85,1.8,6.46,1.57,
honest,adj,5.32,1.92,7.7,1.43,
leader,noun,6.27,2.18,7.63,1.59,
wink,verb,5.44,2.68,6.93,1.83,
ambulance,noun,7.33,1.96,2.47,1.5,
stool,verb,4,2.14,4.56,1.72,
barrel,verb,3.36,2.28,5.05,1.46,
loved,adj,6.38,2.68,8.64,0.71,
fame,noun,6.55,2.46,7.93,1.29,
startled,adj,6.93,2.24,4.5,1.67,
puppy,noun,5.85,2.78,7.56,1.9,
bereavement,noun,4.2,2.15,4.57,1.7,
burn,verb,6.22,1.91,2.73,1.72,
iron,verb,3.76,2.06,4.9,1.02,
graduate,verb,7.25,2.25,8.19,1.13,
social,noun,4.98,2.59,6.88,1.82,
cell,noun,4.08,2.19,3.82,1.7,
doll,noun,4.24,2.43,6.09,1.96,
neglect,verb,4.83,2.31,2.63,1.64,
wise,noun,3.91,2.64,7.52,1.23,
fearful,adj,6.33,2.28,2.25,1.18,
lightbulb,noun,4.1,2.02,5.61,1.28,
terrorist,noun,7.27,2.38,1.69,1.42,
bouquet,noun,5.46,2.47,7.02,1.84,
inspire,verb,5,2.53,6.97,1.91,
fungus,noun,4.68,2.33,3.06,1.75,
gun,verb,7.02,1.84,3.47,2.48,
shotgun,noun,6.27,1.94,4.37,2.75,
plane,verb,6.14,2.39,6.43,1.98,
easy,adv,4.48,2.82,7.1,1.91,
vandal,noun,6.4,1.88,2.71,1.91,
time,verb,4.64,2.75,5.31,2.02,
intimate,verb,6.98,2.21,7.61,1.51,
lamb,verb,3.36,2.18,5.89,1.73,
fun,noun,7.22,2.01,8.37,1.11,
ace,verb,5.5,2.66,6.88,1.93,
tender,verb,4.88,2.3,6.93,1.28,
cruel,adj,5.68,2.65,1.97,1.67,
insane,adj,5.83,2.45,2.85,1.94,
moral,noun,4.49,2.28,6.2,1.85,
awed,adj,5.74,2.31,6.7,1.38,
gossip,verb,5.74,2.38,3.48,2.33,
custom,noun,4.66,2.12,5.85,1.53,
garter,verb,5.47,2.15,6.22,1.59,
vacation,verb,5.64,2.99,8.16,1.36,
accident,noun,6.26,2.87,2.05,1.19,
joyful,adj,5.98,2.54,8.22,1.22,
regretful,adj,5.74,2.32,2.28,1.42,
scandal,noun,5.12,2.22,3.32,1.81,
kettle,noun,3.22,2.23,5.22,0.91,
machine,verb,3.82,2.4,5.09,1.67,
impressed,adj,5.42,2.65,7.33,1.84,
blubber,verb,4.57,2.38,3.52,1.99,
office,noun,4.08,1.92,5.24,1.59,
bird,verb,3.17,2.23,7.27,1.36,
avalanche,verb,5.54,2.37,3.29,1.95,
cheer,verb,6.12,2.45,8.1,1.17,
dirt,noun,3.76,2.26,4.17,1.77,
triumphant,adj,6.78,2.58,8.82,0.73,
red,noun,5.29,2.04,6.41,1.61,
boxer,noun,5.12,2.26,5.51,1.8,
despise,verb,6.28,2.43,2.03,1.38,
love,verb,6.44,3.35,8.72,0.7,
nurse,verb,4.84,2.04,6.08,2.08,
jolly,adv,5.57,2.8,7.41,1.92,
pressure,verb,6.07,2.26,3.38,1.61,
