word,cat,A_M,A_SD,V_M,V_SD
hurt,verb,6.22,1.91,2.73,1.72,
subject,noun,5.17,2.53,6.71,1.69,
stir,verb,8.02,1.65,8.05,1.48,
badness,noun,5.43,2.85,7.47,1.45,
desolate,verb,4.14,2.3,2.93,1.76,
edulcorate,verb,4.51,2.25,6.73,1.7,
palliate,verb,4.4,3.08,7.3,1.85,
natural endowment,noun,6.27,1.8,7.56,1.25,
aspect,noun,5.04,2.18,6.39,1.6,
humour,noun,5.5,2.91,8.56,0.81,
nasty,adj,4.88,2.29,3.08,2.05,
learn,verb,4.95,2.62,7.53,1.67,
Captain Cook,noun,4.44,1.96,6.16,1.89,
buck,noun,3.89,2.17,5.89,1.55,
in a bad way,adj,6.4,2.38,1.94,1.1,
discard,verb,4.16,2.16,2.67,1.45,
gustatory modality,noun,5.22,2.38,6.66,1.57,
engender,verb,6.13,2.71,8.39,1.15,
brute,noun,5.57,2.61,4.23,2.41,
I,noun,5.5,2.66,6.88,1.93,
troublemaker,noun,6.07,2.61,2.21,1.99,
lineament,noun,3.31,1.98,5.29,1.27,
expatiate,verb,4.1,2.24,5.55,1.58,
Augean,adj,4.88,2.29,3.08,2.05,
flirt,verb,5.11,2.84,7,2.01,
malign,adj,6.39,2.44,3.23,2.64,
extremity,noun,3.78,2.42,5.29,1.42,
drug of abuse,noun,4.83,2.9,3.28,2.16,
powerful,adj,5.47,2.2,6.82,1.63,
harlot,noun,5.85,2.93,2.3,2.11,
stately,adj,4.12,2.29,7.1,1.26,
overcome,verb,6.83,2.38,2.64,2.03,
preparation,noun,5.02,2.24,7.08,1.59,
pasture,verb,4.14,2.11,6.12,1.44,
enliven,verb,5,2.53,6.97,1.91,
select,verb,4.08,2.41,6.2,1.37,
person,noun,6.42,2.83,1.5,0.85,
weaken,verb,4.14,2.3,2.93,1.76,
clean,verb,4.16,2.31,7.33,1.45,
seats,noun,3.86,2.13,5.67,1.26,
mi,noun,4.07,2.15,4.64,1.36,
ethnical,adj,4.98,2.59,6.88,1.82,
cookery,noun,4.39,1.99,6.64,1.48,
taxon,noun,4.8,2.71,7.65,1.55,
clamorous,adj,6.38,1.78,5.02,2.02,
tardily,adv,4.48,2.82,7.1,1.91,
resort,noun,4.3,2.26,4.35,1.23,
redolence,noun,5.46,2.47,7.02,1.84,
potty,adj,6.03,1.88,3.21,1.51,
diseased person,noun,4.21,2.37,5.29,1.89,
degree,noun,4.48,2.12,6.25,1.59,
need,adj,4.49,2.28,6.2,1.85,
projection,noun,3.59,2.4,5.34,1.82,
house of prayer,noun,4.34,2.45,6.28,2.31,
construction,noun,3.62,1.91,5.17,0.85,
shady,adj,6.25,1.59,3.76,1.42,
take in,verb,5.73,2.09,4.33,2.35,
pessimism,noun,5.34,2.58,6.95,2.24,
desirous,adj,5.13,2.44,3.58,2.01,
state,noun,5.95,2.73,7.25,2.05,
sliced,adj,5,2.32,3.64,2.08,
typeface,noun,5.04,2.18,6.39,1.6,
stick out,verb,3.93,2.49,4.82,2.06,
laggard,adj,3.39,2.22,3.93,1.6,
arms,noun,7.15,2.4,2.1,1.19,
experience,verb,7.22,2.13,8.6,0.71,
snake pit,noun,5.38,2.62,2.24,1.62,
tub,noun,4.16,2.31,7.33,1.45,
slow up,verb,3.39,2.22,3.93,1.6,
kinfolk,noun,4.8,2.71,7.65,1.55,
ordnance,noun,7.02,1.84,3.47,2.48,
lie,verb,5.04,2.18,6.39,1.6,
clash,verb,6.95,2.44,2.31,1.44,
coquetry,noun,6.91,1.69,7.52,1.19,
Sir Noel Pierce Coward,noun,4.07,2.19,2.74,1.64,
muted,adj,4.63,2.61,7.12,1.34,
berserk,adj,5.83,2.45,2.85,1.94,
stage,noun,6.14,2.39,6.43,1.98,
avoirdupois,noun,4.57,2.38,3.52,1.99,
pass,verb,5.64,2.99,8.16,1.36,
mellow,adj,2.39,2.13,7,1.77,
hinderance,noun,5,2.83,6.42,2.05,
youngster,noun,5.88,2.38,7.41,1.8,
ritual,noun,5.97,2.85,7.82,1.56,
miffed,adj,5.64,2.48,2.79,2.23,
impost,noun,4.66,2.12,5.85,1.53,
treacherously,adv,3.43,2.09,3.27,1.4,
fictive,adj,3.43,2.09,3.27,1.4,
utilise,verb,4.14,2.3,2.93,1.76,
British capacity unit,noun,3.36,2.28,5.05,1.46,
coal oil,noun,4.34,2.51,4.8,1.59,
viable,adj,5.5,2.74,7.25,2.22,
repugnant,adj,5.04,2.3,4.23,2.3,
strange,adj,5.45,2.15,5.6,1.82,
cliff-hanging,adj,6.53,2.1,3.56,1.36,
pillage,noun,6.81,3.17,1.25,0.91,
vest,verb,4.28,2.53,6.58,1.42,
crown jewels,noun,4.28,2.53,6.58,1.42,
grease one's palms,verb,4.67,2.35,3.32,2.32,
harried,adj,5.94,2.36,2.17,1.21,
unmown,adj,5,2.32,3.64,2.08,
righteous,adj,5.43,2.85,7.47,1.45,
net profit,noun,6.68,1.78,7.63,1.3,
disadvantage,verb,4.12,2.01,3.81,1.42,
knowledge,noun,6.67,1.87,6.54,2.21,
shuttle,noun,3.17,2.23,7.27,1.36,
data processor,noun,4.75,1.93,6.24,1.61,
crush,noun,7.02,1.87,6.73,2.08,
ail,verb,6.5,2.49,2.13,1.81,
criminal,noun,7.47,2.18,1.53,0.96,
written material,noun,4.05,1.96,5.14,1.49,
nontextual matter,noun,4.86,2.88,6.68,2.1,
doomed,adj,5.82,2.62,2.82,1.83,
headless,adj,4.72,2.71,2.31,1.37,
credit,noun,5.31,2.23,5.92,1.57,
get dressed,verb,4.05,1.89,6.41,1.34,
achene,noun,3.7,2.18,5.68,1.62,
direct,adj,5.32,1.92,7.7,1.43,
come down,verb,4.7,2.48,4.09,2.21,
try out,verb,5.22,2.38,6.66,1.57,
flexile,adj,4.57,2.26,5.68,1.49,
low-down,adj,4.71,2.72,3.19,2,
worker,noun,6.76,2.68,2.11,1.56,
create from raw material,verb,4.29,2.48,6.02,1.96,
well-being,noun,5.13,2.35,6.81,1.88,
remorseful,adj,4.69,1.98,5.53,1.86,
tight,adj,6.53,2.1,3.56,1.36,
anxiousness,noun,7.02,2.02,3.12,1.84,
frill,noun,4.17,2.02,4.61,1.63,
journeying,noun,4.36,2.13,5.28,1.44,
famous person,noun,6.2,2.16,5.57,1.99,
saltation,noun,5.67,2.51,7.76,1.51,
bloodless,adj,4.37,2.14,6.47,1.59,
deterrent,noun,3.81,2.27,3.29,1.69,
Father,noun,5.92,2.6,7.08,2.2,
set up,verb,5.14,2.39,6.93,1.3,
creative person,noun,7.59,2.07,8.32,1,
warmonger,noun,4.39,2.29,5.88,1.62,
dog,noun,5.85,2.78,7.56,1.9,
crisis,noun,4.59,2.1,3.83,1.7,
historic period,noun,4.54,3.19,1.85,1.67,
arctic,adj,5.19,2.23,4.02,1.99,
boob,noun,5.37,2.39,6.5,1.78,
burial ground,noun,4.82,2.66,2.63,1.4,
sick of,adj,5.42,2.59,2.45,1.41,
reduced,adj,5,2.32,3.64,2.08,
U. S. Army,noun,5.03,2.03,4.72,1.75,
performer,noun,6,2.2,7.14,1.56,
nonmoving,adj,4.66,2.47,3.66,2.12,
MD,noun,5.86,2.7,5.2,2.54,
conservationist,noun,4.28,2.46,6.18,2.05,
clear,adj,3.89,2.54,7.62,1.41,
gravitation,noun,4.7,2.48,4.09,2.21,
visitation,noun,7.17,2.06,3.22,2.06,
engagement,noun,7.15,2.19,3.76,2.63,
secure,verb,5.47,2.15,6.22,1.59,
piece of ground,noun,4.08,2.41,6.2,1.37,
cubitus,noun,3.81,2.14,5.12,0.92,
in force,adj,5.43,2.85,7.47,1.45,
elbow grease,noun,6.85,2.03,3.03,2.09,
pierce,verb,4.7,2.59,3.98,1.73,
child,noun,5.53,2.8,8.22,1.2,
innocuous,adj,3.86,2.72,7.07,1.9,
knockout,noun,5.5,2.73,8.42,0.83,
pelt,noun,4.02,2.19,6.57,1.92,
heaven,noun,5.12,3.38,8.72,0.6,
rattle off,verb,4.36,2.18,5.03,1.23,
domestic dog,noun,5.11,2.84,7,2.01,
fill out,verb,4.81,2.8,2.28,1.92,
mercy,noun,4.3,2.62,7.82,1.39,
macromolecule,noun,5.64,2.18,6.74,1.73,
promote,verb,3.21,2.57,7.31,1.3,
turn over,verb,5.86,2.4,2,1.18,
entrepot,noun,4.12,2.36,3.21,1.87,
sex,noun,5.74,2.81,8.28,0.92,
daemon,noun,6.76,2.68,2.11,1.56,
move through,verb,5,2.32,3.64,2.08,
raven,verb,4.2,2.42,5.07,1.97,
humiliated,adj,5.43,2.42,3.05,1.92,
Riley B King,noun,5.51,2.77,7.26,1.67,
self-love,noun,4.98,2.31,4.3,1.91,
gook,noun,5.36,2.63,2.68,1.66,
clay,noun,4.02,2.41,4.68,1.97,
meat packer,noun,5.39,2.53,6.46,1.76,
ugliness,noun,4.95,2.57,7.82,1.16,
automatic rifle,noun,5,2.83,6.42,2.05,
trip the light fantastic toe,verb,4.9,2.35,4.31,2.18,
artifact,noun,5.43,2.85,7.47,1.45,
encounter,verb,5.04,2.18,6.39,1.6,
food market,noun,4.12,1.83,5.66,1.02,
intertwine,verb,4.07,2.15,4.64,1.36,
bare,verb,4.12,2.3,6.34,1.56,
waste,noun,5.12,2.32,2.47,1.68,
sadness,noun,4.56,2.97,1.61,1.02,
circle,noun,6.69,2.84,7.86,1.83,
blinking,noun,5.44,2.68,6.93,1.83,
Dean Swift,noun,5.39,2.53,6.46,1.76,
vehement,adj,6.89,2.47,2.29,1.78,
body part,noun,5.52,2.63,5.55,2.37,
second,noun,4.64,2.75,5.31,2.02,
control board,noun,3.36,2.12,4.82,1.23,
morning,noun,5.06,3.05,7.86,1.35,
charge,noun,8.02,1.65,8.05,1.48,
musical group,noun,3.52,2.29,6.02,1.89,
deliverer,noun,5.8,3.01,7.73,1.56,
sound,noun,2.82,2.13,5.58,1.83,
fact,noun,3.24,2.08,5.26,0.86,
fixed,adj,3.14,2.47,7.57,1.76,
perfidious,adj,6.2,2.7,2.05,1.55,
military force,noun,4.1,2.24,5.55,1.58,
broadcasting,noun,4.78,2.82,6.73,1.47,
hymeneals,noun,5.97,2.85,7.82,1.56,
elevation,noun,5.49,2.43,6.59,1.66,
pine,verb,5,2.45,2.46,1.52,
quiesce,verb,2.82,2.13,5.58,1.83,
plus,noun,4.76,2.18,6.95,1.85,
prodigal,adj,4.93,2.4,6.21,2.03,
mass,noun,5.94,2.09,7.33,1.7,
lipoid,noun,4.81,2.8,2.28,1.92,
chomp,noun,4.59,2.1,3.83,1.7,
resign,verb,5.15,3.04,8.26,1.31,
triumph,noun,4.7,2.48,4.09,2.21,
lovingness,noun,3.73,2.4,7.41,1.81,
dotted,adj,5.43,2.42,3.05,1.92,
glean,verb,5,2.32,3.64,2.08,
discipline,adj,4.5,1.91,6.89,1.7,
umber,noun,5.29,2.55,6.88,1.89,
geographical region,noun,4.08,2.41,6.2,1.37,
fantastic,adj,5.5,2.66,6.88,1.93,
roundabout,noun,3.86,2.13,5.67,1.26,
sync,verb,3.98,1.82,5.17,0.79,
Crab,noun,6.42,2.83,1.5,0.85,
part,noun,5,2.32,3.64,2.08,
upset,verb,6.5,2.49,2.13,1.81,
al-Qur'an,noun,4.17,2.49,5.72,1.54,
party,noun,4.98,2.59,6.88,1.82,
despair,verb,5.44,2.47,7.05,1.96,
conciliate,verb,3.21,2.57,7.31,1.3,
lowbred,adj,6.31,2.47,2.5,2.11,
direful,adj,6.33,2.28,2.25,1.18,
dress up,verb,4.05,1.89,6.41,1.34,
residential district,noun,4.08,1.87,5.92,1.34,
freeze off,verb,5.48,2.52,2.84,2.07,
phony,adj,6.07,2.15,3.36,2.16,
bodied,adj,4.05,2.34,5.26,1.29,
ride,verb,4.33,1.78,5.19,1.27,
dishonor,noun,5.9,1.83,7.66,1.24,
smutty,adj,4.93,2.23,2.81,1.52,
sceptical,adj,4.91,1.92,4.52,1.63,
uninteresting,adj,4.93,2.57,4.29,2.3,
generator,noun,3.74,2.13,5.6,1.65,
decision making,noun,4.74,2.23,6.49,1.31,
geological formation,noun,6.25,2.15,4.67,2.08,
dye,noun,4.31,2.2,6.76,1.78,
gossipmonger,noun,4.38,2.24,5.72,2.43,
empower,verb,6.14,2.76,7.77,2.24,
help,verb,4.77,2.23,7.09,1.46,
make,verb,4.44,1.96,6.16,1.89,
get by,verb,5,2.32,3.64,2.08,
tool,noun,4.95,2.01,4.1,1.88,
disdain,verb,6.28,2.43,2.03,1.38,
get back,verb,4.21,2.94,7.91,1.63,
inglorious,adj,4.61,2.24,5.39,1.8,
pious,adj,4,1.6,5.35,1.21,
get to,verb,5.76,2.15,3.11,1.67,
grapheme,noun,5.83,2.44,7.27,1.66,
conservativist,noun,3.18,1.76,4.74,1.02,
inapt,adj,5.18,2.4,4,2.22,
personnel casualty,noun,5.69,2.06,2.49,1.76,
auspicious,adj,5.78,2.09,7.1,1.46,
unrighteousness,noun,5.78,2.21,2.8,1.67,
young,adj,5.64,2.51,6.89,2.12,
light-skinned,adj,4.37,2.14,6.47,1.59,
carelessness,noun,4.83,2.31,2.63,1.64,
astonished,adj,7.47,2.09,7.47,1.56,
favourite,noun,5.1,2.59,6.79,2.32,
cocain,noun,6.83,2.49,2.55,1.78,
ceremonial occasion,noun,4.94,3.21,1.39,0.87,
public press,noun,2.5,1.85,5.2,1.21,
betray,verb,4.14,2.11,6.12,1.44,
impact,verb,5.73,2.09,4.33,2.35,
declination,noun,4.83,2.31,2.63,1.64,
club,noun,3.76,2.06,4.9,1.02,
rejection,noun,5.4,2.7,7.98,1.42,
decollate,verb,6.56,2.54,2.48,2.11,
overconfident,adj,6.22,2.41,7.98,1.29,
disparage,verb,4.16,2.16,2.67,1.45,
install,verb,2.95,1.72,4.95,0.98,
face,verb,5.37,2.39,6.5,1.78,
exclamation,noun,6.07,2.61,2.21,1.99,
wild blue yonder,noun,4.31,2.2,6.76,1.78,
vesicle,noun,4.1,2.34,2.88,1.75,
vigilant,adj,6.85,2.53,6.2,1.76,
abide by,verb,5.9,1.83,7.66,1.24,
large indefinite amount,noun,4.95,2.79,7.12,1.72,
destroy,verb,6.22,1.91,2.73,1.72,
fear,verb,4.49,1.9,6.49,1.7,
sameness,noun,4.95,2.24,6.57,1.99,
drink,noun,3.68,2.57,5.95,2.16,
send out,verb,5.63,2.36,6.88,1.74,
improve,verb,4.77,2.23,7.09,1.46,
vituperative,adj,5.95,2.55,2.82,2.12,
medical practitioner,noun,5.73,2.13,4.02,2.23,
killing,noun,5.73,3.14,1.25,0.69,
land,noun,4.08,2.41,6.2,1.37,
command,verb,5.16,2.25,6.77,1.58,
bounce,verb,4.9,2.35,4.31,2.18,
hurting,noun,6.22,1.91,2.73,1.72,
activity,noun,4.14,2.3,2.93,1.76,
fond,adj,4.88,2.3,6.93,1.28,
chord,verb,3.7,2.18,5.68,1.62,
malignant neoplasm,noun,6.42,2.83,1.5,0.85,
railway locomotive,noun,3.98,2.33,5.2,1.18,
treat,verb,6.22,1.91,2.73,1.72,
seek,verb,7.15,2.19,3.76,2.63,
mix,verb,5,2.32,3.64,2.08,
determine,verb,4.25,2.47,5.55,2.24,
unexciting,adj,3.29,1.89,4.1,1.08,
facet,noun,3.88,1.99,5.33,0.87,
blissfulness,noun,7.38,1.92,7.98,1.52,
empty,adj,4.37,2.14,6.47,1.59,
crony,noun,4.71,2.68,7.11,2.17,
foolish,adj,5.83,2.45,2.85,1.94,
pathos,noun,3.72,2.02,3.37,1.57,
dishonored,adj,4.88,2.27,2.5,1.34,
demon,noun,6.07,2.61,2.21,1.99,
bump,verb,5.38,2.58,6.02,1.77,
malady,noun,5.61,2.67,2.25,1.71,
accent,noun,7.45,2.38,2.09,1.41,
abode,noun,4.21,2.94,7.91,1.63,
animated,adj,5.53,2.9,7.2,1.97,
napped,adj,4.63,2.61,7.12,1.34,
chain armor,noun,5.63,2.36,6.88,1.74,
pedal extremity,noun,3.27,1.98,5.02,0.93,
Hindu calendar month,noun,4.82,2.06,2.86,1.91,
financial obligation,noun,5.68,2.74,2.22,1.17,
trick,noun,6.74,1.84,8.1,1.36,
plume,verb,4.05,1.89,6.41,1.34,
hot seat,noun,3.15,1.77,5.08,0.98,
embed,verb,3.62,2.25,5.98,1.83,
mythical place,noun,5.61,3.2,7.3,2.39,
sorrow,noun,4.2,2.15,4.57,1.7,
fall,verb,5.54,2.37,3.29,1.95,
retentivity,noun,5.42,2.25,6.62,1.5,
fervor,noun,7.17,2.06,3.22,2.06,
playing field,noun,5.53,2.96,7.92,1.2,
devolve,verb,4.7,2.48,4.09,2.21,
flack,noun,7.17,2.06,3.22,2.06,
castrated,adj,5,2.32,3.64,2.08,
physical phenomenon,noun,6.07,2.26,3.38,1.61,
immature,adj,4.28,2.46,6.18,2.05,
juvenile,adj,4.15,1.96,3.39,1.7,
sunshine,noun,6.12,2.45,8.1,1.17,
fierce,adj,6.89,2.47,2.29,1.78,
anaphrodisiac,adj,7.36,1.91,8.02,1.12,
exaltation,noun,7.38,1.92,7.98,1.52,
let on,verb,5.67,2.51,7.76,1.51,
Trygve Halvden Lie,noun,5.96,2.63,2.79,1.92,
unsuccessful,adj,5.09,3,2.34,1.66,
humility,noun,5.83,2.48,7,2.11,
let out,verb,4.97,2.13,5.75,1.38,
clink,noun,5.49,2.67,1.95,1.27,
Fighting Joe Hooker,noun,4.93,2.82,3.34,2.31,
use,verb,6.83,2.7,1.8,1.23,
publisher,noun,2.5,1.85,5.2,1.21,
bother,verb,6.49,2.17,2.74,1.81,
Andrew Dickson White,noun,4.37,2.14,6.47,1.59,
terrorise,verb,7.02,2.02,3.12,1.84,
effulgent,adj,5.39,2.82,6.73,2.17,
instrument,noun,6.03,1.89,3.97,1.92,
ancestor,noun,5.92,2.6,7.08,2.2,
shortening,noun,5,2.32,3.64,2.08,
tire out,verb,3.81,2.29,3.79,2.12,
swag,verb,4.6,2.35,6.02,1.66,
dirt ball,noun,4.98,2.03,2.81,1.92,
recite,verb,4.25,2.47,5.55,2.24,
recognize,verb,5.9,1.83,7.66,1.24,
connexion,noun,5.73,2.09,4.33,2.35,
textile,noun,4.14,1.98,5.3,1.2,
regardful,adj,4.6,2.67,7.22,1.27,
steal,noun,6.07,2.42,7.1,1.97,
fundament,noun,3.27,1.98,5.02,0.93,
customised,adj,4.66,2.12,5.85,1.53,
permit,verb,4.54,1.86,6.46,1.52,
espousal,noun,5.4,2.7,7.98,1.42,
noble metal,noun,5.76,2.79,7.54,1.63,
refined,adj,5.07,2.37,3.12,1.65,
underling,noun,5.24,2.31,6.73,1.7,
personality,noun,4.95,2.24,6.57,1.99,
Book,noun,4.17,2.49,5.72,1.54,
stuff,noun,4.24,2.49,7.15,1.67,
dingy,adj,4.28,2.21,4.71,2.36,
lousy,adj,4.53,2.38,2.26,1.37,
shape,noun,3.95,2.28,5.46,1.75,
heroic,adj,6.15,2.45,7.15,1.64,
delicacy,noun,3.7,2.29,5.66,1.44,
Hellene,noun,5.12,2.27,4.67,2.45,
cause to be perceived,verb,5.85,2.49,1.9,1.26,
glacial,adj,4.75,2.56,3.5,1.85,
happy-go-lucky,adj,4.17,2.84,7.54,1.38,
reclusiveness,noun,4.12,1.83,5.88,1.5,
powerfulness,noun,5.66,2.26,6.97,1.53,
climax,verb,4.28,2.53,6.58,1.42,
care,verb,6.13,2.71,8.39,1.15,
flavourless,adj,3.29,1.89,4.1,1.08,
out,adj,5.73,2.73,1.94,1.76,
belligerent,noun,3.17,1.84,5.33,1.2,
fatigue,verb,3.81,2.29,3.79,2.12,
day of the month,noun,6.68,2.11,7.84,1.92,
sick person,noun,5.39,2.46,3.76,2,
analyse,verb,4.25,2.47,5.55,2.24,
perverted,adj,4.98,2.48,3.5,2.16,
uncouth,adj,4.21,1.84,4.55,1.42,
dally,verb,3.47,2.39,7.17,1.2,
portion,noun,3.24,2.08,5.26,0.86,
rapacity,noun,4.71,2.26,3.51,1.93,
hypovitaminosis,noun,4.71,2.72,3.19,2,
purge,verb,4.29,2.45,1.9,1.14,
bodacious,adj,5.38,2.37,4.35,1.76,
come,verb,4.7,2.48,4.09,2.21,
impoverish,verb,4.91,2.45,3.22,2.02,
appoint,verb,4.25,2.47,5.55,2.24,
Shirley Temple,noun,4.61,2.24,5.39,1.8,
outlander,noun,5.45,2.15,5.6,1.82,
reduction,noun,5,2.32,3.64,2.08,
subject area,noun,4.08,2.41,6.2,1.37,
tract,noun,5.53,2.96,7.92,1.2,
flip,adj,5.38,2.37,4.35,1.76,
inversion,noun,5.86,2.4,2,1.18,
vox populi,noun,4.89,2.46,6.28,1.45,
lambast,verb,4.2,1.93,4,1.8,
gossip,noun,3.76,2.26,4.17,1.77,
sober,adj,3.56,1.95,4.32,1.51,
fledged,adj,4.15,1.96,3.39,1.7,
jewelry,noun,5.38,2.54,7,1.72,
evince,verb,5.52,2.45,2.88,1.64,
Sceloporus occidentalis,noun,5.39,2.53,6.46,1.76,
capacity measure,noun,3.54,2.09,5.1,1.09,
plain stitch,noun,3.52,2.05,4.39,1.46,
significance,noun,4.49,2.28,6.2,1.85,
effervesce,verb,5.26,2.54,6.07,2.03,
enforce,verb,5.15,3.04,8.26,1.31,
rophy,noun,3.86,2.13,5.67,1.26,
vigilance,noun,6.36,2.66,2.51,1.83,
jolly,adj,5.9,2.42,7.9,1.49,
Lester Willis Young,noun,5.64,2.51,6.89,2.12,
forfeited,adj,5.82,2.62,2.82,1.83,
undergarment,noun,3.95,2.09,5.25,1.33,
serendipitous,adj,6.53,2.34,8.17,1.06,
apportion,verb,5.12,2.39,6.95,1.85,
occupied,adj,6.77,2.07,8,1.38,
chronological sequence,noun,3.65,2.35,5.08,2.51,
kitchen range,noun,4.51,2.14,4.98,1.69,
lento,adj,3.39,2.22,3.93,1.6,
preeminence,noun,5.51,2.77,7.26,1.67,
even-textured,adj,4.91,2.57,6.58,1.78,
advance,verb,6.02,2.58,7.73,1.34,
sinuate,adj,4.91,2.57,6.58,1.78,
precious stone,noun,5.53,2.96,7.92,1.2,
exhibit,verb,5.12,2.39,6.95,1.85,
squared,adj,3.18,1.76,4.74,1.02,
empty-headed,adj,5.88,2.38,7.41,1.8,
student,noun,5.12,2.46,7.26,1.42,
gage,verb,5.89,2.37,6.98,1.97,
log Z's,verb,2.8,2.66,7.2,1.77,
computer storage,noun,5.42,2.25,6.62,1.5,
naif,adj,4.21,1.99,6.51,1.34,
prideful,adj,5.04,2.14,3.68,1.9,
parent,noun,5.92,2.6,7.08,2.2,
watch over,verb,4.1,2.12,5.78,1.51,
scornful,adj,5.04,2.14,3.68,1.9,
taste perception,noun,5.22,2.38,6.66,1.57,
statue,noun,6.41,2.09,6.82,1.63,
capable,adj,6.22,2.41,7.98,1.29,
fast,adj,5.16,2.42,7.55,1.9,
present,verb,4.88,2.3,6.93,1.28,
dissimulation,noun,5.68,2.46,2.9,1.63,
she-bop,verb,5.67,2.18,5.45,2.02,
powerlessness,noun,6.67,1.87,6.54,2.21,
narcissistic,adj,5.5,2.62,2.42,1.62,
folk,noun,5.94,2.09,7.33,1.7,
cut back,verb,5,2.32,3.64,2.08,
globe,noun,4.24,2.49,7.15,1.67,
castellated,adj,5.36,2.37,4.39,1.63,
break up,verb,5,2.32,3.64,2.08,
arrive,verb,5.73,2.09,4.33,2.35,
term,noun,4.64,2.75,5.31,2.02,
digit,noun,3.78,2.42,5.29,1.42,
nonmeaningful,adj,4.17,2.02,4.61,1.63,
unable,adj,4.57,2.59,2.81,1.92,
abbreviate,verb,5,2.32,3.64,2.08,
plan of attack,noun,4.12,2.01,5.5,1.37,
fall for,verb,4.7,2.48,4.09,2.21,
hulk,verb,3.95,2.28,5.46,1.75,
take a shit,verb,4,2.14,4.56,1.72,
terrestrial planet,noun,5.32,2.39,6.5,2.03,
defect,noun,6.22,1.91,2.73,1.72,
framing,noun,3.97,2.01,5.91,1.38,
dot,verb,4.14,2.28,5.45,1.63,
automobile,noun,3.82,2.4,5.09,1.67,
hustler,noun,4.93,2.82,3.34,2.31,
happen,verb,4.7,2.48,4.09,2.21,
hard-core,adj,5.16,2.42,7.55,1.9,
anatomical structure,noun,4.36,2.13,5.28,1.44,
squeeze,verb,6.07,2.26,3.38,1.61,
indoctrinate,verb,5,2.53,6.97,1.91,
degenerate,noun,6.26,2.61,2.79,2.12,
cutter,noun,4.88,2.3,6.93,1.28,
step down,verb,4.7,2.48,4.09,2.21,
twinkle,verb,5.44,2.68,6.93,1.83,
loose,adj,5.15,3.04,8.26,1.31,
unequalled,adj,4.83,2.66,2.41,1.77,
firing off,noun,7.02,1.84,3.47,2.48,
slip,noun,4.7,2.48,4.09,2.21,
jovial,adj,5.57,2.8,7.41,1.92,
tempestuous,adj,7.17,2.07,2.85,1.7,
ill-use,verb,6.83,2.7,1.8,1.23,
mantlepiece,noun,3.27,2.23,4.93,1.4,
dispatch,verb,5.73,2.09,4.33,2.35,
leger,noun,4.05,1.96,5.14,1.49,
the Nazarene,noun,5.8,3.01,7.73,1.56,
judgement,noun,4.89,2.46,6.28,1.45,
phantasy,noun,4.53,2.72,6.73,1.75,
immunity,noun,5.52,2.72,7.58,2.04,
push,noun,6.07,2.26,3.38,1.61,
loss,noun,4.7,2.48,4.09,2.21,
hurried,adj,6.57,1.78,6.64,1.61,
sprayer,noun,4.14,2.28,5.45,1.63,
richness,noun,3.93,2.85,7.07,2.14,
arena,noun,5.97,2.59,7.3,1.84,
embryologic,adj,4.15,1.96,3.39,1.7,
hoax,noun,5.75,2.45,2.67,1.66,
frivolousness,noun,7.22,2.01,8.37,1.11,
josh,verb,5.57,2.8,7.41,1.92,
tempt,verb,4,2.14,4.56,1.72,
discreet,adj,3.98,2.24,5.76,1.28,
go away,verb,4.7,2.48,4.09,2.21,
charabanc,noun,3.55,1.8,4.51,1.57,
report,noun,5.74,2.38,3.48,2.33,
spooky,adj,6.59,2.07,3.29,1.47,
response,noun,4.36,2.13,5.28,1.44,
honourable,adj,4.49,2.28,6.2,1.85,
do by,verb,4.84,2.04,6.08,2.08,
castrate,verb,5,2.32,3.64,2.08,
auditory sensation,noun,5.32,3.19,8.13,1.09,
fill up,verb,5.94,2.09,7.33,1.7,
annulment,noun,5.64,2.99,8.16,1.36,
measure,verb,4.64,2.75,5.31,2.02,
true,adj,5.32,1.92,7.7,1.43,
offering,noun,4.88,2.3,6.93,1.28,
shooter,noun,7.02,1.84,3.47,2.48,
happy,adj,5.98,2.54,8.22,1.22,
happening,noun,6.26,2.87,2.05,1.19,
prudent,adj,3.91,2.64,7.52,1.23,
serious,adj,3.56,1.95,4.32,1.51,
barrack,verb,6.12,2.45,8.1,1.17,
relative,noun,4.8,2.71,7.65,1.55,
breathe,verb,5,2.53,6.97,1.91,
instance,noun,4.64,2.75,5.31,2.02,
fake,verb,4.44,1.96,6.16,1.89,
hollow,noun,3.22,2.23,5.22,0.91,
dead body,noun,4.83,2.07,3.34,1.92,
operator,noun,4.95,2.24,6.57,1.99,
in awe of,adj,5.74,2.31,6.7,1.38,
come through,verb,5.73,2.09,4.33,2.35,
rationalise,verb,5,2.32,3.64,2.08,
foppish,adj,4.53,2.65,7.43,1.26,
failure,noun,6.11,2.65,8.29,0.93,
fright,noun,7.21,2.14,2.76,2.25,
raw,adj,4.88,2.3,6.93,1.28,
earth,noun,5.32,2.39,6.5,2.03,
wench,noun,3.17,2.23,7.27,1.36,
vulgarism,noun,5.12,2.32,2.47,1.68,
people,noun,5.32,2.39,6.5,2.03,
wit,noun,7.22,2.01,8.37,1.11,
mischief-making,noun,5.38,2.62,2.24,1.62,
world,noun,4.24,2.49,7.15,1.67,
clean-living,adj,4.49,2.28,6.2,1.85,
snub,verb,5,2.32,3.64,2.08,
alum,noun,7.25,2.25,8.19,1.13,
