영화명,달콤하다,신나다,유쾌하다,재미있다,즐겁다,통쾌하다,행복하다,활기있다,황홀하다,감격스럽다,감동적이다,경이롭다,굉장하다,놀라다,대단하다,환상적이다,평온하다,나른하다,지루하다,가슴아프다,서글프다,슬프다,쓸쓸하다,안타깝다,애석하다,격분하다,분노하다,구역질나다,불결하다,잔인하다,공포스럽다,등골이서늘하다,무섭다,무시무시하다,소름끼치다,오싹하다,,MAX,,
애자,0.02,0.00,0.01,0.04,0.04,0.00,0.01,0.02,0.05,0.03,0.13,0.00,0.01,0.01,0.13,0.02,0.00,0.06,0.05,0.01,0.00,0.25,0.00,0.04,0.02,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.25,22.00,슬프다
애프터어스,0.02,0.00,0.00,0.06,0.01,0.00,0.00,0.11,0.02,0.01,0.02,0.01,0.03,0.05,0.04,0.04,0.01,0.04,0.08,0.01,0.00,0.00,0.01,0.10,0.05,0.07,0.08,0.00,0.03,0.02,0.01,0.02,0.00,0.00,0.00,0.01,,0.11,8.00,활기있다
앨빈과슈퍼밴드2,0.46,0.01,0.01,0.18,0.03,0.00,0.00,0.02,0.01,0.00,0.03,0.00,0.01,0.01,0.10,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.46,1.00,달콤하다
야수,0.00,0.00,0.00,0.07,0.01,0.02,0.01,0.08,0.01,0.01,0.05,0.01,0.04,0.04,0.10,0.08,0.00,0.02,0.05,0.02,0.00,0.04,0.04,0.11,0.02,0.03,0.04,0.00,0.01,0.03,0.00,0.02,0.00,0.00,0.00,0.02,,0.11,24.00,안타깝다
야수와미녀,0.08,0.00,0.05,0.16,0.18,0.01,0.01,0.04,0.12,0.00,0.05,0.00,0.01,0.01,0.07,0.03,0.00,0.03,0.03,0.00,0.00,0.02,0.00,0.03,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.18,5.00,즐겁다
어린신부,0.23,0.01,0.03,0.19,0.07,0.00,0.00,0.04,0.07,0.01,0.03,0.00,0.01,0.01,0.05,0.04,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.04,0.01,0.02,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.23,1.00,달콤하다
어벤져스,0.05,0.01,0.05,0.15,0.06,0.02,0.01,0.06,0.02,0.00,0.01,0.01,0.03,0.01,0.16,0.04,0.00,0.02,0.11,0.00,0.00,0.00,0.00,0.06,0.01,0.02,0.03,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.16,15.00,대단하다
어웨이크,0.00,0.00,0.00,0.07,0.01,0.00,0.00,0.04,0.05,0.00,0.02,0.00,0.01,0.26,0.03,0.02,0.00,0.05,0.07,0.02,0.00,0.01,0.04,0.07,0.02,0.03,0.03,0.00,0.01,0.01,0.01,0.04,0.01,0.00,0.00,0.06,,0.26,14.00,놀라다
언노운2011,0.00,0.00,0.00,0.09,0.01,0.01,0.00,0.08,0.01,0.00,0.00,0.00,0.01,0.25,0.05,0.05,0.00,0.03,0.06,0.00,0.00,0.00,0.04,0.06,0.03,0.01,0.02,0.00,0.01,0.01,0.00,0.05,0.00,0.00,0.00,0.09,,0.25,14.00,놀라다
언스토퍼블,0.00,0.00,0.00,0.07,0.01,0.00,0.00,0.05,0.01,0.00,0.03,0.00,0.02,0.02,0.07,0.05,0.00,0.09,0.06,0.00,0.00,0.01,0.01,0.04,0.01,0.01,0.02,0.00,0.01,0.01,0.00,0.23,0.01,0.00,0.00,0.15,,0.23,32.00,등골이서늘하다
업,0.06,0.02,0.02,0.11,0.05,0.00,0.03,0.07,0.08,0.01,0.18,0.01,0.01,0.01,0.12,0.02,0.01,0.01,0.03,0.00,0.00,0.06,0.00,0.03,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,,0.18,11.00,감동적이다
업사이드다운,0.01,0.00,0.00,0.05,0.01,0.00,0.01,0.05,0.15,0.00,0.03,0.03,0.03,0.09,0.04,0.05,0.01,0.02,0.09,0.01,0.00,0.01,0.02,0.13,0.02,0.02,0.04,0.00,0.04,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.15,9.00,황홀하다
에라곤,0.04,0.01,0.00,0.16,0.02,0.00,0.00,0.14,0.01,0.00,0.01,0.00,0.02,0.01,0.05,0.05,0.00,0.03,0.08,0.00,0.00,0.00,0.03,0.10,0.05,0.03,0.06,0.00,0.04,0.01,0.00,0.01,0.00,0.00,0.00,0.02,,0.16,4.00,재미있다
에반게리온파,0.00,0.00,0.00,0.05,0.01,0.00,0.02,0.05,0.02,0.01,0.04,0.07,0.06,0.09,0.20,0.04,0.01,0.00,0.04,0.01,0.00,0.01,0.00,0.04,0.02,0.02,0.08,0.00,0.01,0.02,0.00,0.01,0.01,0.00,0.03,0.01,,0.20,15.00,대단하다
에반올마이티,0.02,0.01,0.09,0.21,0.16,0.02,0.02,0.05,0.02,0.00,0.09,0.01,0.01,0.01,0.05,0.01,0.00,0.01,0.06,0.00,0.00,0.01,0.01,0.05,0.02,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.21,4.00,재미있다
에이리언VS프레데터2,0.00,0.00,0.00,0.09,0.01,0.00,0.00,0.08,0.00,0.00,0.00,0.01,0.02,0.01,0.04,0.02,0.01,0.01,0.06,0.00,0.00,0.00,0.06,0.08,0.05,0.08,0.06,0.00,0.04,0.13,0.01,0.05,0.01,0.00,0.00,0.03,,0.13,30.00,잔인하다
에이트빌로우,0.04,0.00,0.00,0.03,0.00,0.01,0.01,0.01,0.06,0.02,0.38,0.01,0.01,0.01,0.11,0.05,0.00,0.02,0.03,0.01,0.00,0.10,0.00,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.38,11.00,감동적이다
엑스맨-최후의전쟁,0.02,0.01,0.01,0.15,0.04,0.02,0.00,0.08,0.02,0.00,0.01,0.01,0.04,0.03,0.07,0.05,0.00,0.01,0.06,0.00,0.00,0.01,0.04,0.11,0.07,0.02,0.04,0.00,0.01,0.03,0.00,0.01,0.01,0.00,0.00,0.01,,0.15,4.00,재미있다
엑스맨탄생울버린,0.02,0.00,0.00,0.18,0.03,0.02,0.00,0.07,0.01,0.00,0.01,0.00,0.04,0.02,0.11,0.11,0.01,0.01,0.04,0.00,0.00,0.01,0.03,0.09,0.04,0.03,0.03,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.02,,0.18,4.00,재미있다
엑스맨퍼스트클래스,0.02,0.00,0.01,0.17,0.02,0.01,0.00,0.08,0.01,0.00,0.01,0.01,0.08,0.02,0.24,0.06,0.00,0.01,0.06,0.00,0.00,0.01,0.00,0.06,0.03,0.01,0.03,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.01,,0.24,15.00,대단하다
엘리시움,0.01,0.01,0.00,0.06,0.01,0.01,0.01,0.10,0.01,0.00,0.02,0.01,0.03,0.03,0.05,0.04,0.00,0.04,0.07,0.01,0.00,0.02,0.02,0.09,0.05,0.04,0.15,0.00,0.02,0.04,0.00,0.02,0.00,0.00,0.00,0.01,,0.15,27.00,분노하다
엣지오브다크니스,0.00,0.01,0.02,0.04,0.02,0.04,0.02,0.09,0.02,0.01,0.04,0.00,0.02,0.04,0.06,0.05,0.01,0.01,0.09,0.01,0.00,0.02,0.02,0.06,0.02,0.05,0.07,0.00,0.01,0.03,0.00,0.03,0.00,0.00,0.00,0.07,,0.09,19.00,지루하다
여고괴담5,0.00,0.01,0.00,0.03,0.01,0.00,0.00,0.03,0.03,0.00,0.01,0.00,0.02,0.06,0.02,0.00,0.00,0.02,0.05,0.00,0.04,0.01,0.01,0.06,0.02,0.02,0.05,0.00,0.02,0.00,0.16,0.01,0.19,0.06,0.00,0.01,,0.19,33.00,무섭다
여교수의은밀한매력,0.01,0.00,0.01,0.04,0.03,0.00,0.01,0.02,0.01,0.00,0.00,0.00,0.02,0.02,0.03,0.05,0.00,0.01,0.08,0.00,0.00,0.01,0.02,0.17,0.07,0.10,0.17,0.01,0.08,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.17,27.00,분노하다
여배우들,0.02,0.01,0.04,0.13,0.06,0.01,0.00,0.05,0.04,0.01,0.02,0.00,0.02,0.06,0.05,0.04,0.00,0.02,0.10,0.02,0.00,0.01,0.00,0.08,0.01,0.04,0.05,0.07,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.01,,0.13,4.00,재미있다
"연애,그참을수없는가벼움",0.00,0.00,0.00,0.04,0.02,0.00,0.01,0.03,0.22,0.01,0.04,0.01,0.01,0.02,0.06,0.03,0.00,0.01,0.04,0.10,0.01,0.10,0.02,0.06,0.02,0.03,0.04,0.00,0.03,0.01,0.00,0.00,0.01,0.00,0.01,0.00,,0.22,9.00,황홀하다
연애의목적,0.06,0.00,0.02,0.09,0.03,0.01,0.02,0.04,0.16,0.01,0.03,0.00,0.01,0.06,0.08,0.07,0.01,0.02,0.03,0.03,0.01,0.02,0.00,0.05,0.01,0.03,0.05,0.01,0.02,0.01,0.00,0.00,0.01,0.00,0.00,0.01,,0.16,9.00,황홀하다
엽문,0.00,0.00,0.00,0.10,0.01,0.06,0.00,0.03,0.03,0.01,0.09,0.02,0.03,0.02,0.22,0.12,0.01,0.02,0.02,0.01,0.00,0.01,0.00,0.04,0.01,0.03,0.05,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.02,0.00,,0.22,15.00,대단하다
영웅샐러멘더의비밀,0.02,0.00,0.01,0.04,0.01,0.00,0.04,0.05,0.03,0.03,0.08,0.02,0.04,0.02,0.22,0.03,0.01,0.00,0.02,0.00,0.00,0.10,0.00,0.04,0.01,0.03,0.06,0.00,0.03,0.02,0.00,0.01,0.00,0.00,0.01,0.01,,0.22,15.00,대단하다
영화는영화다,0.02,0.00,0.01,0.09,0.03,0.00,0.00,0.05,0.02,0.01,0.02,0.01,0.03,0.03,0.14,0.31,0.00,0.01,0.03,0.00,0.00,0.01,0.01,0.05,0.01,0.02,0.03,0.00,0.01,0.02,0.00,0.01,0.00,0.00,0.02,0.00,,0.31,16.00,환상적이다
예스맨,0.03,0.01,0.12,0.17,0.18,0.01,0.02,0.05,0.04,0.01,0.03,0.00,0.01,0.01,0.10,0.02,0.00,0.02,0.04,0.00,0.00,0.00,0.00,0.05,0.03,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.18,5.00,즐겁다
예의없는것들,0.02,0.00,0.01,0.11,0.05,0.01,0.01,0.07,0.03,0.01,0.04,0.01,0.01,0.03,0.06,0.07,0.00,0.02,0.09,0.01,0.00,0.07,0.01,0.08,0.02,0.03,0.04,0.00,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.01,,0.11,4.00,재미있다
오감도,0.01,0.00,0.01,0.03,0.01,0.00,0.00,0.04,0.03,0.00,0.01,0.01,0.02,0.02,0.03,0.01,0.00,0.01,0.08,0.01,0.00,0.01,0.00,0.17,0.04,0.10,0.15,0.01,0.12,0.01,0.01,0.01,0.00,0.00,0.00,0.00,,0.17,24.00,안타깝다
오로라공주,0.00,0.00,0.00,0.04,0.00,0.02,0.00,0.05,0.01,0.01,0.02,0.01,0.02,0.04,0.07,0.03,0.00,0.02,0.03,0.04,0.00,0.12,0.01,0.05,0.01,0.10,0.03,0.00,0.00,0.15,0.01,0.01,0.02,0.00,0.02,0.06,,0.15,30.00,잔인하다
오만과편견,0.05,0.00,0.01,0.05,0.02,0.00,0.02,0.05,0.27,0.02,0.08,0.03,0.01,0.01,0.08,0.11,0.01,0.01,0.07,0.00,0.00,0.01,0.00,0.03,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,,0.27,9.00,황홀하다
오션스13,0.02,0.01,0.09,0.11,0.07,0.09,0.00,0.05,0.01,0.00,0.00,0.00,0.03,0.03,0.05,0.07,0.00,0.02,0.15,0.00,0.00,0.00,0.01,0.06,0.03,0.03,0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.03,,0.15,19.00,지루하다
오싹한연애,0.06,0.01,0.01,0.13,0.05,0.00,0.00,0.02,0.05,0.01,0.02,0.00,0.01,0.03,0.07,0.03,0.00,0.01,0.02,0.00,0.03,0.02,0.00,0.03,0.01,0.00,0.01,0.00,0.00,0.00,0.07,0.03,0.16,0.09,0.00,0.01,,0.16,33.00,무섭다
오직그대만,0.03,0.00,0.00,0.03,0.01,0.00,0.04,0.02,0.21,0.03,0.13,0.00,0.01,0.01,0.08,0.05,0.00,0.08,0.02,0.02,0.00,0.15,0.00,0.03,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.21,9.00,황홀하다
오퍼나지-비밀의계단,0.01,0.00,0.00,0.03,0.00,0.00,0.01,0.02,0.02,0.00,0.04,0.00,0.01,0.08,0.05,0.01,0.00,0.01,0.05,0.01,0.02,0.07,0.01,0.03,0.01,0.01,0.01,0.00,0.01,0.02,0.13,0.08,0.11,0.01,0.01,0.10,,0.13,31.00,공포스럽다
오펀천사의비밀,0.03,0.00,0.00,0.04,0.00,0.00,0.00,0.02,0.01,0.00,0.00,0.01,0.02,0.18,0.09,0.02,0.00,0.01,0.02,0.00,0.02,0.00,0.00,0.02,0.00,0.01,0.02,0.00,0.01,0.03,0.11,0.06,0.10,0.02,0.04,0.08,,0.18,14.00,놀라다
오페라의유령,0.02,0.00,0.00,0.04,0.01,0.00,0.01,0.03,0.09,0.01,0.13,0.02,0.06,0.01,0.11,0.13,0.01,0.00,0.12,0.01,0.00,0.03,0.00,0.05,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.02,0.01,,0.13,16.00,환상적이다
올드미스다이어리-극장판,0.07,0.01,0.05,0.16,0.16,0.01,0.03,0.07,0.05,0.01,0.05,0.00,0.01,0.01,0.09,0.04,0.00,0.00,0.03,0.01,0.00,0.03,0.00,0.06,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.16,5.00,즐겁다
완득이,0.05,0.00,0.08,0.15,0.13,0.00,0.03,0.04,0.02,0.01,0.10,0.00,0.01,0.01,0.10,0.03,0.01,0.01,0.05,0.00,0.00,0.02,0.01,0.05,0.01,0.01,0.02,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,4.00,재미있다
왕의남자,0.03,0.00,0.00,0.08,0.03,0.00,0.01,0.08,0.04,0.01,0.15,0.01,0.02,0.03,0.16,0.06,0.00,0.00,0.03,0.01,0.00,0.08,0.01,0.07,0.02,0.00,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.16,15.00,대단하다
용서는없다,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.02,0.01,0.01,0.01,0.01,0.01,0.29,0.09,0.02,0.00,0.02,0.05,0.01,0.01,0.02,0.00,0.04,0.01,0.04,0.04,0.01,0.01,0.07,0.00,0.03,0.01,0.00,0.04,0.07,,0.29,14.00,놀라다
용의자X의헌신,0.01,0.00,0.00,0.08,0.00,0.00,0.01,0.03,0.11,0.01,0.09,0.01,0.02,0.08,0.10,0.04,0.01,0.01,0.05,0.01,0.00,0.07,0.01,0.05,0.02,0.03,0.02,0.00,0.00,0.02,0.00,0.03,0.00,0.00,0.01,0.06,,0.11,9.00,황홀하다
우리들의행복한시간,0.01,0.00,0.00,0.02,0.01,0.00,0.05,0.03,0.05,0.02,0.11,0.00,0.01,0.01,0.06,0.02,0.01,0.01,0.06,0.04,0.00,0.36,0.00,0.05,0.02,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,,0.36,22.00,슬프다
우리집에왜왔니,0.02,0.00,0.01,0.07,0.03,0.00,0.03,0.05,0.16,0.02,0.11,0.00,0.01,0.04,0.06,0.05,0.01,0.01,0.06,0.02,0.01,0.07,0.01,0.07,0.01,0.01,0.03,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.16,9.00,황홀하다
우리형,0.03,0.00,0.00,0.05,0.01,0.00,0.02,0.04,0.04,0.01,0.22,0.00,0.01,0.02,0.06,0.04,0.00,0.04,0.04,0.02,0.00,0.18,0.00,0.06,0.02,0.01,0.02,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,,0.22,11.00,감동적이다
우아한세계,0.00,0.00,0.01,0.06,0.05,0.01,0.03,0.04,0.10,0.02,0.07,0.00,0.02,0.03,0.10,0.03,0.00,0.01,0.06,0.02,0.02,0.10,0.04,0.05,0.02,0.02,0.03,0.00,0.02,0.02,0.00,0.01,0.01,0.00,0.00,0.01,,0.10,22.00,슬프다
우주전쟁,0.01,0.00,0.00,0.08,0.01,0.00,0.00,0.05,0.01,0.01,0.01,0.01,0.02,0.02,0.06,0.02,0.00,0.01,0.03,0.00,0.01,0.00,0.16,0.07,0.05,0.03,0.05,0.00,0.02,0.02,0.05,0.08,0.03,0.00,0.01,0.05,,0.16,23.00,쓸쓸하다
울지마톤즈,0.02,0.00,0.00,0.00,0.00,0.00,0.13,0.01,0.18,0.02,0.25,0.01,0.00,0.00,0.05,0.01,0.00,0.00,0.02,0.02,0.00,0.16,0.00,0.03,0.02,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.25,11.00,감동적이다
워낭소리,0.01,0.00,0.00,0.02,0.03,0.00,0.04,0.03,0.04,0.03,0.27,0.00,0.01,0.01,0.06,0.01,0.01,0.00,0.05,0.02,0.01,0.22,0.00,0.04,0.02,0.01,0.03,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,,0.27,11.00,감동적이다
원더풀라디오,0.02,0.00,0.03,0.11,0.08,0.00,0.01,0.03,0.14,0.01,0.15,0.00,0.01,0.01,0.07,0.02,0.01,0.07,0.07,0.01,0.00,0.04,0.00,0.05,0.01,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.15,11.00,감동적이다
원탁의천사,0.02,0.01,0.01,0.14,0.12,0.00,0.00,0.08,0.02,0.01,0.20,0.00,0.01,0.01,0.05,0.01,0.00,0.02,0.03,0.00,0.00,0.11,0.00,0.05,0.01,0.01,0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,11.00,감동적이다
원피스극장판10기-스트롱월드,0.04,0.01,0.01,0.18,0.02,0.01,0.00,0.04,0.03,0.01,0.02,0.01,0.06,0.01,0.20,0.08,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.06,0.03,0.03,0.04,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,,0.20,15.00,대단하다
월드워Z,0.01,0.00,0.00,0.06,0.01,0.01,0.00,0.04,0.00,0.00,0.01,0.00,0.03,0.03,0.05,0.03,0.00,0.01,0.03,0.00,0.01,0.00,0.03,0.05,0.02,0.01,0.02,0.00,0.01,0.02,0.01,0.10,0.02,0.00,0.31,0.05,,0.31,35.00,소름끼치다
웜바디스,0.04,0.00,0.02,0.07,0.04,0.00,0.01,0.05,0.09,0.01,0.02,0.00,0.01,0.04,0.02,0.04,0.01,0.02,0.03,0.00,0.01,0.00,0.00,0.03,0.01,0.01,0.04,0.00,0.00,0.01,0.01,0.01,0.02,0.00,0.29,0.01,,0.29,35.00,소름끼치다
웨딩드레스,0.01,0.00,0.00,0.02,0.00,0.00,0.01,0.01,0.03,0.02,0.14,0.00,0.01,0.01,0.06,0.01,0.00,0.07,0.02,0.02,0.00,0.48,0.00,0.02,0.02,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.48,22.00,슬프다
웰컴투동막골,0.03,0.00,0.02,0.10,0.11,0.00,0.02,0.04,0.05,0.01,0.20,0.00,0.02,0.01,0.09,0.03,0.01,0.01,0.04,0.02,0.00,0.07,0.00,0.04,0.01,0.01,0.02,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,11.00,감동적이다
위험한상견례,0.04,0.01,0.04,0.17,0.22,0.01,0.01,0.05,0.02,0.00,0.02,0.00,0.01,0.02,0.07,0.02,0.01,0.04,0.07,0.01,0.00,0.01,0.00,0.06,0.01,0.01,0.03,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.22,5.00,즐겁다
유감스러운도시,0.01,0.00,0.01,0.16,0.19,0.00,0.00,0.04,0.00,0.00,0.02,0.00,0.01,0.01,0.03,0.01,0.00,0.03,0.07,0.00,0.00,0.01,0.01,0.07,0.16,0.02,0.04,0.00,0.07,0.00,0.00,0.01,0.00,0.00,0.00,0.00,,0.19,5.00,즐겁다
육혈포강도단,0.01,0.01,0.03,0.15,0.21,0.01,0.01,0.05,0.00,0.01,0.10,0.00,0.01,0.01,0.08,0.01,0.01,0.02,0.04,0.01,0.00,0.08,0.01,0.05,0.01,0.01,0.03,0.00,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.21,5.00,즐겁다
은밀하게위대하게,0.16,0.00,0.01,0.11,0.03,0.00,0.01,0.07,0.02,0.01,0.06,0.01,0.02,0.01,0.08,0.05,0.01,0.01,0.07,0.00,0.00,0.03,0.01,0.09,0.03,0.02,0.03,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.00,,0.16,1.00,달콤하다
음란서생,0.01,0.00,0.05,0.11,0.10,0.00,0.01,0.07,0.07,0.01,0.01,0.00,0.01,0.04,0.05,0.02,0.00,0.01,0.17,0.00,0.00,0.01,0.01,0.08,0.04,0.02,0.03,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.17,19.00,지루하다
음치클리닉,0.09,0.01,0.04,0.13,0.16,0.00,0.01,0.05,0.05,0.01,0.03,0.00,0.01,0.02,0.04,0.04,0.01,0.05,0.08,0.01,0.00,0.01,0.00,0.07,0.01,0.02,0.04,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.16,5.00,즐겁다
의뢰인,0.02,0.00,0.01,0.09,0.01,0.00,0.00,0.04,0.01,0.00,0.00,0.01,0.02,0.18,0.10,0.06,0.00,0.08,0.07,0.00,0.00,0.00,0.01,0.05,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.05,0.01,0.00,0.06,0.07,,0.18,14.00,놀라다
의형제,0.03,0.00,0.01,0.16,0.06,0.00,0.04,0.05,0.02,0.02,0.08,0.01,0.02,0.02,0.16,0.08,0.01,0.01,0.04,0.00,0.00,0.02,0.00,0.06,0.01,0.01,0.02,0.00,0.01,0.01,0.00,0.02,0.00,0.00,0.00,0.03,,0.16,4.00,재미있다
이글아이,0.00,0.00,0.00,0.12,0.01,0.01,0.01,0.05,0.01,0.00,0.01,0.00,0.02,0.03,0.09,0.04,0.00,0.04,0.09,0.00,0.00,0.00,0.05,0.07,0.02,0.01,0.03,0.00,0.01,0.02,0.00,0.09,0.01,0.00,0.00,0.13,,0.13,36.00,오싹하다
이끼,0.01,0.00,0.01,0.09,0.01,0.00,0.00,0.05,0.00,0.01,0.00,0.01,0.02,0.08,0.07,0.04,0.00,0.01,0.11,0.00,0.00,0.00,0.01,0.08,0.04,0.02,0.03,0.00,0.02,0.01,0.00,0.11,0.01,0.00,0.02,0.07,,0.11,32.00,등골이서늘하다
이상한나라의앨리스,0.04,0.00,0.01,0.18,0.04,0.00,0.01,0.09,0.03,0.01,0.01,0.01,0.02,0.02,0.07,0.07,0.01,0.02,0.10,0.01,0.00,0.00,0.01,0.09,0.05,0.02,0.04,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01,,0.18,4.00,재미있다
이웃사람,0.01,0.00,0.01,0.09,0.04,0.02,0.00,0.04,0.00,0.00,0.02,0.00,0.02,0.02,0.05,0.04,0.01,0.02,0.06,0.01,0.01,0.02,0.01,0.06,0.02,0.02,0.03,0.00,0.01,0.05,0.03,0.08,0.06,0.01,0.01,0.13,,0.13,36.00,오싹하다
이장과군수,0.01,0.00,0.02,0.15,0.20,0.01,0.01,0.06,0.01,0.01,0.10,0.00,0.02,0.01,0.04,0.01,0.00,0.02,0.08,0.01,0.00,0.03,0.01,0.08,0.03,0.01,0.02,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.20,5.00,즐겁다
이층의악당,0.02,0.01,0.08,0.17,0.21,0.01,0.01,0.05,0.01,0.01,0.01,0.00,0.02,0.02,0.08,0.03,0.01,0.01,0.05,0.00,0.00,0.01,0.02,0.07,0.01,0.01,0.03,0.00,0.01,0.01,0.02,0.01,0.00,0.00,0.00,0.01,,0.21,5.00,즐겁다
이클립스,0.05,0.00,0.00,0.16,0.02,0.00,0.00,0.09,0.04,0.00,0.01,0.00,0.04,0.01,0.10,0.08,0.00,0.01,0.10,0.00,0.00,0.00,0.01,0.07,0.05,0.05,0.03,0.00,0.02,0.01,0.00,0.01,0.00,0.00,0.00,0.02,,0.16,4.00,재미있다
이태원살인사건,0.00,0.00,0.01,0.06,0.01,0.00,0.01,0.04,0.01,0.00,0.02,0.00,0.01,0.02,0.03,0.03,0.01,0.01,0.12,0.02,0.00,0.01,0.03,0.13,0.04,0.05,0.10,0.00,0.04,0.07,0.00,0.04,0.02,0.00,0.01,0.04,,0.13,24.00,안타깝다
이터널선샤인,0.01,0.00,0.00,0.02,0.01,0.00,0.02,0.03,0.29,0.02,0.08,0.01,0.01,0.05,0.11,0.05,0.01,0.01,0.06,0.05,0.00,0.05,0.00,0.03,0.03,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,,0.29,9.00,황홀하다
이프온리,0.01,0.00,0.00,0.02,0.00,0.00,0.02,0.02,0.26,0.01,0.18,0.00,0.01,0.01,0.09,0.03,0.00,0.03,0.02,0.01,0.00,0.15,0.00,0.03,0.03,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,,0.26,9.00,황홀하다
익스펜더블,0.01,0.02,0.01,0.06,0.04,0.14,0.01,0.06,0.01,0.01,0.01,0.00,0.03,0.01,0.09,0.04,0.00,0.02,0.06,0.00,0.00,0.00,0.00,0.09,0.03,0.05,0.12,0.00,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.01,,0.14,6.00,통쾌하다
익스펜더블2,0.00,0.02,0.03,0.06,0.05,0.08,0.01,0.05,0.01,0.01,0.01,0.01,0.03,0.01,0.09,0.05,0.01,0.04,0.05,0.00,0.00,0.01,0.00,0.06,0.02,0.04,0.13,0.00,0.02,0.03,0.00,0.02,0.00,0.00,0.00,0.01,,0.13,27.00,분노하다
인디아나존스크리스탈해골의왕국,0.02,0.01,0.03,0.14,0.05,0.01,0.01,0.10,0.01,0.01,0.01,0.00,0.03,0.02,0.08,0.04,0.00,0.02,0.09,0.00,0.00,0.00,0.04,0.07,0.08,0.02,0.07,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.03,,0.14,4.00,재미있다
인류멸망보고서,0.00,0.00,0.02,0.05,0.03,0.00,0.02,0.03,0.01,0.00,0.02,0.01,0.02,0.05,0.04,0.03,0.00,0.01,0.07,0.00,0.01,0.01,0.01,0.11,0.03,0.14,0.08,0.00,0.12,0.01,0.01,0.00,0.01,0.00,0.06,0.00,,0.14,26.00,격분하다
